code,vws_minus_0_days,vws_minus_3_days,vws_minus_7_days,vws_minus_14_days
AL021883,33.14737495995631,33.14737495995631,33.14737495995631,33.14737495995631
AL031883,42.05284497809822,42.05284497809822,42.05284497809822,42.05284497809822
AL041883,22.50641199733214,22.50641199733214,22.50641199733214,22.50641199733214
AL011884,41.32134789497954,41.32134789497954,41.32134789497954,41.32134789497954
AL021884,29.23067923133616,29.23067923133616,29.23067923133616,29.23067923133616
AL031884,19.595736754466603,19.595736754466603,19.595736754466603,19.595736754466603
AL041884,22.545897525427833,22.545897525427833,22.545897525427833,22.545897525427833
AL011885,24.36245724115765,24.36245724115765,24.36245724115765,24.36245724115765
AL021885,24.437608631472166,24.437608631472166,24.437608631472166,24.437608631472166
AL031885,27.376699924701374,27.376699924701374,27.376699924701374,27.376699924701374
AL041885,23.279191106790147,23.279191106790147,23.279191106790147,23.279191106790147
AL051885,46.3252759684696,46.3252759684696,46.3252759684696,46.3252759684696
AL061885,23.951740493256292,23.951740493256292,23.951740493256292,23.951740493256292
AL071885,31.88281158876897,31.88281158876897,31.88281158876897,31.88281158876897
AL081885,11.79244967907921,11.79244967907921,11.79244967907921,11.79244967907921
AL011886,28.55025892834592,28.55025892834592,28.55025892834592,28.55025892834592
AL021886,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL031886,15.248413011370499,15.248413011370499,15.248413011370499,15.248413011370499
AL041886,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL051886,38.863508786335935,38.863508786335935,38.863508786335935,38.863508786335935
AL061886,44.866744830520396,44.866744830520396,44.866744830520396,44.866744830520396
AL071886,43.0368541509494,43.0368541509494,43.0368541509494,43.0368541509494
AL081886,25.278328690873803,25.278328690873803,25.278328690873803,25.278328690873803
AL091886,33.63704814683222,33.63704814683222,33.63704814683222,33.63704814683222
AL101886,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL111886,34.80783439968316,34.80783439968316,34.80783439968316,34.80783439968316
AL121886,16.091515474432153,16.091515474432153,16.091515474432153,16.091515474432153
AL011887,46.02060788293224,46.02060788293224,46.02060788293224,46.02060788293224
AL021887,22.545897525427833,22.545897525427833,22.545897525427833,22.545897525427833
AL031887,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL041887,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL051887,37.797728874644115,37.797728874644115,37.797728874644115,37.797728874644115
AL061887,36.36944886481058,36.36944886481058,36.36944886481058,36.36944886481058
AL071887,36.36944886481058,36.36944886481058,36.36944886481058,36.36944886481058
AL081887,31.099554219183076,31.099554219183076,31.099554219183076,31.099554219183076
AL091887,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL101887,48.05493829088379,48.05493829088379,48.05493829088379,48.05493829088379
AL111887,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL121887,13.013995208585156,13.013995208585156,13.013995208585156,13.013995208585156
AL131887,32.32871719793573,32.32871719793573,32.32871719793573,32.32871719793573
AL141887,42.64475672944819,42.64475672944819,42.64475672944819,42.64475672944819
AL151887,44.32762950821501,44.32762950821501,44.32762950821501,44.32762950821501
AL161887,20.66534588701353,20.66534588701353,20.66534588701353,20.66534588701353
AL171887,33.63704814683222,33.63704814683222,33.63704814683222,33.63704814683222
AL181887,46.23585129391597,46.23585129391597,46.23585129391597,46.23585129391597
AL191887,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL011888,31.164234891374562,31.164234891374562,31.164234891374562,31.164234891374562
AL021888,32.08077675504661,32.08077675504661,32.08077675504661,32.08077675504661
AL031888,30.5282160469985,30.5282160469985,30.5282160469985,30.5282160469985
AL041888,32.32871719793573,32.32871719793573,32.32871719793573,32.32871719793573
AL051888,24.128318492164613,24.128318492164613,24.128318492164613,24.128318492164613
AL061888,14.222003737435964,14.222003737435964,14.222003737435964,14.222003737435964
AL071888,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL081888,38.835398926312365,38.835398926312365,38.835398926312365,38.835398926312365
AL091888,41.56828140593505,41.56828140593505,41.56828140593505,41.56828140593505
AL011889,31.953168899916506,31.953168899916506,31.953168899916506,31.953168899916506
AL021889,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL031889,17.97695245767586,17.97695245767586,17.97695245767586,17.97695245767586
AL041889,42.14417876277745,42.14417876277745,42.14417876277745,42.14417876277745
AL051889,38.80470881237469,38.80470881237469,38.80470881237469,38.80470881237469
AL061889,38.09600886565029,38.09600886565029,38.09600886565029,38.09600886565029
AL071889,28.7687836176643,28.7687836176643,28.7687836176643,28.7687836176643
AL081889,42.94133343044816,42.94133343044816,42.94133343044816,42.94133343044816
AL091889,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL011890,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL021890,33.15312708033969,33.15312708033969,33.15312708033969,33.15312708033969
AL031890,46.67039388395277,46.67039388395277,46.67039388395277,46.67039388395277
AL041890,22.278244091267744,22.278244091267744,22.278244091267744,22.278244091267744
AL011891,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL021891,33.98880235062414,33.98880235062414,33.98880235062414,33.98880235062414
AL031891,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL041891,39.82500518227941,39.82500518227941,39.82500518227941,39.82500518227941
AL051891,50.959922890957984,50.959922890957984,50.959922890957984,50.959922890957984
AL061891,46.23585129391597,46.23585129391597,46.23585129391597,46.23585129391597
AL071891,22.278244091267744,22.278244091267744,22.278244091267744,22.278244091267744
AL081891,18.060928539515608,18.060928539515608,18.060928539515608,18.060928539515608
AL091891,35.62351483198271,35.62351483198271,35.62351483198271,35.62351483198271
AL101891,23.134022921411127,23.134022921411127,23.134022921411127,23.134022921411127
AL011892,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL021892,46.67039388395277,46.67039388395277,46.67039388395277,46.67039388395277
AL031892,40.385276826772966,40.385276826772966,40.385276826772966,40.385276826772966
AL041892,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL051892,26.326077720846907,26.326077720846907,26.326077720846907,26.326077720846907
AL061892,21.42672757197072,21.42672757197072,21.42672757197072,21.42672757197072
AL071892,42.14417876277745,42.14417876277745,42.14417876277745,42.14417876277745
AL081892,37.04670382282013,37.04670382282013,37.04670382282013,37.04670382282013
AL091892,24.509308282624794,24.509308282624794,24.509308282624794,24.509308282624794
AL011893,23.279191106790147,23.279191106790147,23.279191106790147,23.279191106790147
AL021893,28.532974356180826,28.532974356180826,28.532974356180826,28.532974356180826
AL031893,37.797728874644115,37.797728874644115,37.797728874644115,37.797728874644115
AL041893,36.923174741726065,36.923174741726065,36.923174741726065,36.923174741726065
AL051893,37.253561333204765,37.253561333204765,37.253561333204765,37.253561333204765
AL061893,20.810151337307712,20.810151337307712,20.810151337307712,20.810151337307712
AL071893,37.426911960892156,37.426911960892156,37.426911960892156,37.426911960892156
AL081893,18.060928539515608,18.060928539515608,18.060928539515608,18.060928539515608
AL091893,33.98880235062414,33.98880235062414,33.98880235062414,33.98880235062414
AL101893,16.80858920375657,16.80858920375657,16.80858920375657,16.80858920375657
AL111893,16.80858920375657,16.80858920375657,16.80858920375657,16.80858920375657
AL121893,39.925356229852376,39.925356229852376,39.925356229852376,39.925356229852376
AL011894,10.922658095140685,10.922658095140685,10.922658095140685,10.922658095140685
AL021894,27.132777807577448,27.132777807577448,27.132777807577448,27.132777807577448
AL031894,38.50356677148271,38.50356677148271,38.50356677148271,38.50356677148271
AL041894,42.33287924155911,42.33287924155911,42.33287924155911,42.33287924155911
AL051894,27.106576542339607,27.106576542339607,27.106576542339607,27.106576542339607
AL061894,38.863508786335935,38.863508786335935,38.863508786335935,38.863508786335935
AL071894,32.32871719793573,32.32871719793573,32.32871719793573,32.32871719793573
AL011895,31.164234891374562,31.164234891374562,31.164234891374562,31.164234891374562
AL021895,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL031895,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL041895,16.80858920375657,16.80858920375657,16.80858920375657,16.80858920375657
AL051895,35.982278888961105,35.982278888961105,35.982278888961105,35.982278888961105
AL061895,21.42672757197072,21.42672757197072,21.42672757197072,21.42672757197072
AL011896,10.55547354354685,10.55547354354685,10.55547354354685,10.55547354354685
AL021896,38.09600886565029,38.09600886565029,38.09600886565029,38.09600886565029
AL031896,46.67039388395277,46.67039388395277,46.67039388395277,46.67039388395277
AL041896,29.981703562519826,29.981703562519826,29.981703562519826,29.981703562519826
AL051896,18.75748913650375,18.75748913650375,18.75748913650375,18.75748913650375
AL061896,25.146163508270828,25.146163508270828,25.146163508270828,25.146163508270828
AL071896,38.88563224797465,38.88563224797465,38.88563224797465,38.88563224797465
AL011897,28.7687836176643,28.7687836176643,28.7687836176643,28.7687836176643
AL021897,10.50141084969045,10.50141084969045,10.50141084969045,10.50141084969045
AL031897,13.064056014348983,13.064056014348983,13.064056014348983,13.064056014348983
AL041897,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL051897,35.62351483198271,35.62351483198271,35.62351483198271,35.62351483198271
AL061897,18.00160142615899,18.00160142615899,18.00160142615899,18.00160142615899
AL011898,19.595736754466603,19.595736754466603,19.595736754466603,19.595736754466603
AL021898,26.98903600248197,26.98903600248197,26.98903600248197,26.98903600248197
AL031898,20.051749775703367,20.051749775703367,20.051749775703367,20.051749775703367
AL041898,39.446775692683524,39.446775692683524,39.446775692683524,39.446775692683524
AL051898,27.106576542339607,27.106576542339607,27.106576542339607,27.106576542339607
AL061898,28.532974356180826,28.532974356180826,28.532974356180826,28.532974356180826
AL071898,42.05284497809822,42.05284497809822,42.05284497809822,42.05284497809822
AL081898,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL091898,40.85750000358757,40.85750000358757,40.85750000358757,40.85750000358757
AL101898,18.060928539515608,18.060928539515608,18.060928539515608,18.060928539515608
AL111898,36.36944886481058,36.36944886481058,36.36944886481058,36.36944886481058
AL011899,31.164234891374562,31.164234891374562,31.164234891374562,31.164234891374562
AL021899,17.97695245767586,17.97695245767586,17.97695245767586,17.97695245767586
AL031899,40.08715524104953,40.08715524104953,40.08715524104953,40.08715524104953
AL041899,42.33727883829136,42.33727883829136,42.33727883829136,42.33727883829136
AL051899,35.80187535153172,35.80187535153172,35.80187535153172,35.80187535153172
AL061899,12.406606220290696,12.406606220290696,12.406606220290696,12.406606220290696
AL071899,35.95149625565254,35.95149625565254,35.95149625565254,35.95149625565254
AL081899,18.00160142615899,18.00160142615899,18.00160142615899,18.00160142615899
AL091899,22.278244091267744,22.278244091267744,22.278244091267744,22.278244091267744
AL101899,29.167247138523358,29.167247138523358,29.167247138523358,29.167247138523358
AL011900,38.80470881237469,38.80470881237469,38.80470881237469,38.80470881237469
