code,name,formation_datetime,formation_lat,formation_lon,ACE,rhum_minus_0_days,rhum_minus_3_days,rhum_minus_7_days,rhum_minus_14_days,sst_minus_0_days,sst_minus_3_days,sst_minus_7_days,sst_minus_14_days,vws_minus_0_days,vws_minus_3_days,vws_minus_7_days,vws_minus_14_days
AL041962,DAISY,1962-09-29 06:00:00,14.5,311.1,14.25,61.971092224121094,49.667572021484375,52.762847900390625,56.108829498291016,27.790000915527344,27.790000915527344,27.790000915527344,27.790000915527344,46.17300507817574,46.17300507817574,46.17300507817574,46.17300507817574
AL051962,ELLA,1962-10-14 06:00:00,22.5,287.0,17.18,66.48943328857422,45.03435134887695,47.30744171142578,56.70021057128906,28.575000762939453,28.575000762939453,28.575000762939453,28.733001708984375,24.128318492164613,24.128318492164613,24.128318492164613,24.128318492164613
AL071962,UNNAMED,1962-11-26 12:00:00,33.0,287.0,15.5075,76.9292221069336,6.918540000915527,28.422718048095703,13.825862884521484,23.413002014160156,23.413002014160156,23.413002014160156,23.413002014160156,39.99749016524828,39.99749016524828,39.99749016524828,39.99749016524828
AL101963,UNNAMED,1963-06-01 12:00:00,26.0,282.2,1.6775,60.078346252441406,48.43372344970703,49.508792877197266,34.91193389892578,27.623001098632812,25.968000411987305,25.968000411987305,25.968000411987305,18.00160142615899,18.00160142615899,18.00160142615899,18.00160142615899
AL011963,ARLENE,1963-07-31 18:00:00,11.0,320.6,12.9725,72.76406860351562,57.00733184814453,50.33270263671875,52.48531723022461,26.810001373291016,26.810001373291016,26.810001373291016,26.810001373291016,30.558259960189105,30.558259960189105,30.558259960189105,30.558259960189105
AL021963,BEULAH,1963-08-20 00:00:00,11.2,312.6,21.5725,72.01155853271484,61.082855224609375,46.00357437133789,49.15474319458008,28.24300193786621,28.24300193786621,28.24300193786621,28.24300193786621,33.815241387721386,33.815241387721386,33.815241387721386,33.815241387721386
AL031963,UNNAMED,1963-09-09 12:00:00,25.5,292.5,4.7525,58.4816780090332,48.757362365722656,54.52491760253906,34.73040008544922,28.930002212524418,28.930002212524418,28.930002212524418,29.025001525878903,40.864583070477366,40.864583070477366,40.864583070477366,40.864583070477366
AL041963,CINDY,1963-09-16 12:00:00,26.7,266.3,2.1525,72.44922637939453,78.97632598876953,42.37251281738281,46.41023635864258,29.613000869750977,29.613000869750977,29.613000869750977,29.613000869750977,31.16423489137456,31.16423489137456,31.16423489137456,31.16423489137456
AL051963,DEBRA,1963-09-19 06:00:00,14.0,321.7,5.2825,68.9624252319336,54.08185195922851,56.37865447998047,40.625244140625,27.27800178527832,27.27800178527832,27.27800178527832,27.27800178527832,36.923174741726065,36.923174741726065,36.923174741726065,36.923174741726065
AL061963,EDITH,1963-09-23 12:00:00,11.2,308.5,8.1975,63.46992492675781,60.125518798828125,63.95207977294922,61.01189422607422,28.60300064086914,28.60300064086914,28.60300064086914,28.60300064086914,39.36301783351259,39.36301783351259,39.36301783351259,39.36301783351259
AL071963,FLORA,1963-09-28 12:00:00,9.2,313.7,49.9375,81.3898696899414,72.91207122802734,71.59203338623047,74.68107604980469,28.963001251220703,28.963001251220703,28.963001251220703,28.963001251220703,33.815241387721386,33.815241387721386,33.815241387721386,33.815241387721386
AL081963,GINNY,1963-10-17 18:00:00,25.5,288.0,25.3625,71.1815185546875,39.444602966308594,18.450712203979492,59.79879379272461,27.94500160217285,27.94500160217285,27.94500160217285,27.94500160217285,30.106840606923033,30.106840606923033,30.106840606923033,30.106840606923033
AL091963,HELENA,1963-10-25 06:00:00,14.8,301.7,2.2175,54.79262161254883,51.50579452514648,54.370941162109375,66.80717468261719,28.748001098632812,28.748001098632812,28.748001098632812,28.748001098632812,42.05284497809822,42.05284497809822,42.05284497809822,42.05284497809822
AL011964,UNNAMED,1964-06-03 12:00:00,18.5,273.9,4.36,83.57994842529297,54.45817184448242,59.80899429321289,77.42268371582031,28.57000160217285,28.26300048828125,28.26300048828125,28.26300048828125,18.060928539515608,18.060928539515608,18.060928539515608,18.060928539515608
AL131964,UNNAMED,1964-07-23 00:00:00,33.8,279.0,2.37,78.73741149902344,77.46192932128906,43.7358512878418,54.77061462402344,,,,,35.22107773647814,35.22107773647814,35.22107773647814,35.22107773647814
AL021964,UNNAMED,1964-07-28 06:00:00,19.1,314.0,9.145,55.98030471801758,47.38884735107422,25.737564086914062,38.07425308227539,26.04800033569336,26.04800033569336,26.04800033569336,26.04800033569336,49.961365967305106,49.961365967305106,49.961365967305106,49.961365967305106
AL031964,ABBY,1964-08-05 18:00:00,27.3,272.3,1.195,51.56031799316406,51.01277160644531,52.85774612426758,58.480133056640625,29.788002014160156,29.788002014160156,29.413002014160156,29.413002014160156,23.951740493256292,23.951740493256292,23.951740493256292,23.951740493256292
AL041964,BRENDA,1964-08-08 06:00:00,33.0,293.0,1.9025,38.242218017578125,65.39485931396484,77.89506530761719,59.55877685546875,27.058000564575195,27.058000564575195,27.058000564575195,26.34800148010254,44.91001542513508,44.91001542513508,44.91001542513508,44.91001542513508
AL051964,CLEO,1964-08-20 18:00:00,13.1,315.7,43.25,61.02141952514648,36.20145034790039,47.15513610839844,50.45228576660156,26.92300033569336,26.92300033569336,26.92300033569336,26.92300033569336,35.982278888961105,35.982278888961105,35.982278888961105,35.982278888961105
AL061964,DORA,1964-08-28 12:00:00,14.0,343.0,33.675,66.12646484375,59.585594177246094,59.479637145996094,63.05133056640625,,,,,26.78002864229383,26.78002864229383,26.78002864229383,26.78002864229383
AL071964,ETHEL,1964-09-04 06:00:00,17.7,324.4,20.44,54.86134719848633,54.09223175048828,28.465518951416016,34.21765899658203,26.08500099182129,26.08500099182129,25.29800033569336,25.29800033569336,35.486769543857655,35.486769543857655,35.486769543857655,35.486769543857655
AL081964,FLORENCE,1964-09-05 06:00:00,14.5,342.0,1.695,61.47193908691406,68.36254119873047,62.32779693603515,53.19548416137695,27.52800178527832,27.52800178527832,27.54300117492676,27.54300117492676,26.78002864229383,26.78002864229383,26.78002864229383,26.78002864229383
AL091964,GLADYS,1964-09-13 06:00:00,14.7,315.5,30.6575,83.49063873291016,53.252655029296875,54.72447204589844,49.82941055297851,27.055002212524418,27.055002212524418,27.055002212524418,26.683000564575195,41.50917969336334,41.50917969336334,41.50917969336334,41.50917969336334
AL101964,HILDA,1964-09-28 12:00:00,21.2,280.0,20.5225,73.97386932373047,74.24932098388672,54.14098358154297,64.97416687011719,30.11800193786621,30.11800193786621,30.11800193786621,30.11800193786621,10.55547354354685,10.55547354354685,10.55547354354685,10.55547354354685
AL111964,ISBELL,1964-10-09 06:00:00,15.5,277.0,11.7025,79.50164794921875,78.29608917236328,76.80055236816406,78.77140808105469,28.84800148010254,28.84800148010254,28.84800148010254,28.998001098632812,23.012357693557405,23.012357693557405,23.012357693557405,23.012357693557405
AL121964,UNNAMED,1964-11-05 00:00:00,11.6,279.9,1.9875,79.95162200927734,75.09552001953125,72.36018371582031,75.23824310302734,28.060001373291016,28.060001373291016,28.65800094604492,28.65800094604492,27.106576542339607,27.106576542339607,27.106576542339607,27.106576542339607
AL011965,UNNAMED,1965-06-13 18:00:00,23.1,269.0,4.49,54.1322135925293,68.40863800048828,20.4210262298584,32.13362503051758,27.608001708984375,27.608001708984375,27.608001708984375,25.88300132751465,18.75748913650375,18.75748913650375,18.75748913650375,18.75748913650375
AL021965,ANNA,1965-08-21 06:00:00,32.4,307.7,8.6025,55.17958450317383,53.707252502441406,34.217018127441406,42.48206329345703,27.123001098632812,27.123001098632812,27.123001098632812,27.123001098632812,9.502759721353932,9.502759721353932,9.502759721353932,9.502759721353932
AL031965,BETSY,1965-08-27 00:00:00,11.0,309.5,44.165,69.55908966064453,68.25703430175781,48.67591094970703,46.17687225341797,27.740001678466797,27.740001678466797,27.740001678466797,27.740001678466797,37.797728874644115,37.797728874644115,37.797728874644115,37.797728874644115
AL071965,UNNAMED,1965-09-04 00:00:00,36.0,305.5,4.7575,42.520633697509766,21.790016174316406,65.22695922851562,60.83574295043945,25.645000457763672,25.645000457763672,26.863000869750977,26.863000869750977,21.768101598265968,21.768101598265968,21.768101598265968,21.768101598265968
AL041965,CAROL,1965-09-16 06:00:00,13.3,339.9,22.1675,74.50259399414062,80.2593002319336,71.70100402832031,64.45160675048828,27.490001678466797,27.490001678466797,27.490001678466797,27.490001678466797,31.8252700249077,31.8252700249077,31.8252700249077,31.8252700249077
AL051965,DEBBIE,1965-09-24 12:00:00,17.3,275.0,1.8525,84.59884643554688,79.3165283203125,75.66609191894531,69.73994445800781,28.798002243041992,28.798002243041992,28.798002243041992,28.798002243041992,18.060928539515608,18.060928539515608,18.060928539515608,18.060928539515608
AL081965,UNNAMED,1965-09-29 00:00:00,32.0,284.5,4.7675,78.3600845336914,66.20462799072266,20.650976181030273,44.12787628173828,27.61000061035156,27.61000061035156,27.61000061035156,27.61000061035156,36.901617454249575,36.901617454249575,36.901617454249575,36.901617454249575
AL061965,ELENA,1965-10-12 12:00:00,16.5,312.5,11.6825,59.653038024902344,30.289331436157227,40.84231948852539,45.43610382080078,27.325000762939453,27.325000762939453,27.325000762939453,27.34800148010254,48.27151739826748,48.27151739826748,48.27151739826748,48.27151739826748
AL091965,UNNAMED,1965-10-16 06:00:00,27.5,282.0,2.3025,69.39786529541016,38.92084884643555,38.978538513183594,49.707244873046875,27.51500129699707,27.51500129699707,27.51500129699707,27.51500129699707,22.50641199733214,22.50641199733214,22.50641199733214,22.50641199733214
AL101965,UNNAMED,1965-11-26 18:00:00,26.0,302.0,2.75,83.89739990234375,25.855669021606445,45.01944351196289,41.372955322265625,25.665000915527344,25.665000915527344,25.665000915527344,25.665000915527344,24.36245724115765,24.36245724115765,24.36245724115765,24.36245724115765
AL011966,ALMA,1966-06-05 00:00:00,16.0,275.3,15.995,90.4532699584961,89.8391342163086,76.35942077636719,59.23863220214844,28.413002014160156,28.413002014160156,27.953001022338867,27.953001022338867,23.41819740949141,23.41819740949141,23.41819740949141,23.41819740949141
AL121966,UNNAMED,1966-06-28 12:00:00,19.7,277.5,2.09,84.56158447265625,67.04072570800781,71.40347290039062,60.66672897338867,28.253002166748047,28.253002166748047,28.253002166748047,28.253002166748047,11.12045503961592,11.12045503961592,11.12045503961592,11.12045503961592
AL021966,BECKY,1966-06-30 00:00:00,29.0,296.0,3.4425,48.37113952636719,52.27886199951172,64.56816864013672,33.19609069824219,25.290000915527344,25.290000915527344,25.290000915527344,25.290000915527344,46.02060788293224,46.02060788293224,46.02060788293224,46.02060788293224
AL031966,CELIA,1966-07-13 00:00:00,17.0,302.5,4.3375,57.49186325073242,40.596435546875,50.08106994628906,50.20072937011719,27.705001831054688,27.705001831054688,27.705001831054688,27.28300094604492,42.33727883829136,42.33727883829136,42.33727883829136,42.33727883829136
AL041966,DOROTHY,1966-07-21 06:00:00,31.5,316.0,12.2225,54.1193962097168,38.322113037109375,44.378807067871094,47.02904510498047,24.63800048828125,24.63800048828125,24.63800048828125,24.63800048828125,41.29297859902781,41.29297859902781,41.29297859902781,41.29297859902781
AL051966,ELLA,1966-07-22 12:00:00,10.0,325.0,2.2325,70.27330780029297,68.27152252197266,59.20921325683594,60.3766975402832,27.288002014160156,27.288002014160156,27.288002014160156,27.288002014160156,35.95149625565254,35.95149625565254,35.95149625565254,35.95149625565254
AL131966,UNNAMED,1966-07-25 12:00:00,28.0,273.0,0.0,45.142120361328125,46.61925506591797,52.75632858276367,64.27456665039062,29.05000114440918,29.05000114440918,29.05000114440918,29.05000114440918,23.951740493256292,23.951740493256292,23.951740493256292,23.951740493256292
AL061966,FAITH,1966-08-21 00:00:00,12.9,339.5,45.165,80.89484405517578,61.892822265625,63.200538635253906,62.52402114868164,27.345001220703125,27.345001220703125,27.345001220703125,27.345001220703125,31.8252700249077,31.8252700249077,31.8252700249077,31.8252700249077
AL071966,GRETA,1966-09-01 12:00:00,13.7,311.6,1.2525,54.71992111206055,62.419376373291016,68.77593231201172,53.03045272827149,28.0830020904541,27.378002166748047,27.378002166748047,27.378002166748047,39.611651156864006,39.611651156864006,39.611651156864006,39.611651156864006
AL081966,HALLIE,1966-09-20 12:00:00,21.5,264.6,0.91,73.26961517333984,49.48390197753906,70.42347717285156,46.259857177734375,29.358001708984375,29.358001708984375,29.358001708984375,29.358001708984375,28.55025892834592,28.55025892834592,28.55025892834592,28.55025892834592
AL091966,INEZ,1966-09-21 12:00:00,9.9,324.9,58.5175,66.1480712890625,75.75679779052734,53.936012268066406,68.51396942138672,27.975000381469727,27.975000381469727,27.975000381469727,27.975000381469727,35.95149625565254,35.95149625565254,35.95149625565254,35.95149625565254
AL101966,JUDITH,1966-09-27 00:00:00,10.8,316.8,1.0925,77.71527862548828,59.362754821777344,61.15308380126953,60.320682525634766,28.373001098632812,28.373001098632812,28.373001098632812,28.373001098632812,29.23067923133616,29.23067923133616,29.23067923133616,29.23067923133616
AL141966,UNNAMED,1966-09-27 18:00:00,18.0,331.0,0.0,39.525634765625,51.47890853881836,46.1529541015625,38.00611114501953,25.878002166748047,25.878002166748047,25.878002166748047,25.878002166748047,32.05182914401457,32.05182914401457,32.05182914401457,32.05182914401457
AL151966,KENDRA,1966-10-03 12:00:00,13.5,338.0,0.49,56.204952239990234,50.06039047241211,55.95624542236328,53.77435302734375,27.64800071716309,27.488000869750977,27.488000869750977,27.488000869750977,32.069917072014256,32.069917072014256,32.069917072014256,32.069917072014256
AL111966,LOIS,1966-11-04 12:00:00,25.5,309.5,11.415,59.240596771240234,42.758338928222656,52.59176254272461,13.996892929077148,25.900001525878903,25.900001525878903,27.248001098632812,27.248001098632812,48.52152260752456,48.52152260752456,48.52152260752456,48.52152260752456
AL161966,UNNAMED,1966-11-13 18:00:00,30.9,333.3,6.4425,70.7320785522461,36.41478729248047,26.649982452392575,36.45432662963867,22.113000869750977,22.113000869750977,22.113000869750977,23.55500030517578,20.326754178895424,20.326754178895424,20.326754178895424,20.326754178895424
AL171966,UNNAMED,1966-11-19 18:00:00,23.0,308.0,3.9325,76.50460052490234,59.723426818847656,78.18940734863281,59.6882209777832,26.475000381469727,26.475000381469727,26.475000381469727,26.475000381469727,48.05493829088379,48.05493829088379,48.05493829088379,48.05493829088379
