,storm_id,storm_name,date,time,record_id,status,lat,lon,max_wind_kt,min_slp_mb,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
240,AL021919,UNNAMED,1919-09-02,1200,,TD,16.0N,61.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
584,AL041919,UNNAMED,1919-09-29,0000,,TD,27.5N,75.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
746,AL051919,UNNAMED,1919-11-10,0000,,EX,32.0N,58.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
69,AL011920,UNNAMED,1920-09-07,0000,,TS,11.1N,36.6W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
241,AL021920,UNNAMED,1920-09-16,0600,,TD,11.7N,76.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
412,AL031920,UNNAMED,1920-09-19,0600,,TD,30.4N,76.8W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
585,AL041920,UNNAMED,1920-09-23,1200,,TD,32.5N,57.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
747,AL051920,UNNAMED,1920-09-25,0600,,TD,25.0N,83.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
70,AL011921,UNNAMED,1921-06-16,0000,,TD,16.5N,82.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
242,AL021921,UNNAMED,1921-09-04,1200,,TD,21.0N,95.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
413,AL031921,UNNAMED,1921-09-06,0000,,TS,10.0N,40.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
586,AL041921,UNNAMED,1921-09-08,0000,,TS,23.0N,63.4W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
748,AL051921,UNNAMED,1921-10-15,1200,,TD,24.0N,84.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
899,AL061921,UNNAMED,1921-10-20,0000,,TS,12.7N,80.1W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1034,AL071921,UNNAMED,1921-11-19,0000,,TD,20.9N,65.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
71,AL011922,UNNAMED,1922-06-12,1200,,TD,15.5N,82.3W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
243,AL021922,UNNAMED,1922-09-13,0000,,TD,10.4N,46.8W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
414,AL031922,UNNAMED,1922-09-18,0000,,TD,28.8N,79.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
587,AL041922,UNNAMED,1922-10-11,0000,,TD,12.0N,75.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
749,AL051922,UNNAMED,1922-10-12,0000,,TD,16.5N,84.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
72,AL011923,UNNAMED,1923-06-22,1200,,TD,20.0N,95.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
244,AL021923,UNNAMED,1923-09-01,0000,,TD,29.4N,73.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
415,AL031923,UNNAMED,1923-09-07,0000,,TD,11.7N,19.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
588,AL041923,UNNAMED,1923-09-10,0000,,TD,27.0N,73.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
750,AL051923,UNNAMED,1923-09-24,1800,,TS,21.0N,73.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
900,AL061923,UNNAMED,1923-10-12,0600,,TS,10.4N,93.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1035,AL071923,UNNAMED,1923-10-15,0000,,TS,21.6N,63.8W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1156,AL081923,UNNAMED,1923-10-16,1200,,TS,20.5N,95.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1268,AL091923,UNNAMED,1923-10-24,0600,,TS,19.3N,59.8W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,AL011924,UNNAMED,1924-06-18,0000,,TS,17.6N,85.2W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
245,AL021924,UNNAMED,1924-07-28,0600,,TD,28.5N,78.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
416,AL031924,UNNAMED,1924-08-16,0600,,TD,10.5N,54.6W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
589,AL041924,UNNAMED,1924-08-26,0000,,TS,13.7N,48.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
751,AL051924,UNNAMED,1924-09-13,0000,,TS,24.0N,84.5W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
901,AL061924,UNNAMED,1924-09-20,0000,,TD,15.8N,22.6W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1036,AL071924,UNNAMED,1924-09-24,0000,,TD,11.3N,22.2W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1157,AL081924,UNNAMED,1924-09-27,0000,,TD,16.5N,86.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1269,AL091924,UNNAMED,1924-10-11,1200,,TD,25.5N,88.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1371,AL101924,UNNAMED,1924-10-14,0000,,TD,15.7N,83.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1462,AL111924,UNNAMED,1924-11-05,1200,,TS,12.5N,80.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
74,AL011925,UNNAMED,1925-08-18,0000,,TD,29.0N,75.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
246,AL021925,UNNAMED,1925-08-25,1200,,TD,30.0N,78.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
417,AL031925,UNNAMED,1925-09-06,0000,,TD,22.0N,93.2W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
590,AL041925,UNNAMED,1925-11-27,0000,,TD,20.2N,85.9W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
75,AL011926,UNNAMED,1926-07-22,0600,,TS,12.8N,56.5W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
247,AL021926,UNNAMED,1926-07-29,1200,,TD,16.0N,46.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
418,AL031926,UNNAMED,1926-08-20,1200,,TD,12.5N,75.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
591,AL041926,UNNAMED,1926-09-01,0000,,TD,13.8N,41.2W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
752,AL051926,UNNAMED,1926-09-10,0600,,TS,25.6N,54.3W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
902,AL061926,UNNAMED,1926-09-11,0000,,TD,16.6N,81.7W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1037,AL071926,UNNAMED,1926-09-11,1200,,TS,15.4N,46.0W,55.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1158,AL081926,UNNAMED,1926-09-21,1200,,TS,29.0N,49.0W,45.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1270,AL091926,UNNAMED,1926-10-03,0000,,TD,14.5N,79.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1372,AL101926,UNNAMED,1926-10-14,0600,,TD,11.5N,81.2W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1463,AL111926,UNNAMED,1926-11-12,0600,,TD,11.2N,79.2W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
76,AL011927,UNNAMED,1927-08-18,1200,,TS,14.0N,40.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
248,AL021927,UNNAMED,1927-09-02,0600,,TD,16.7N,20.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
419,AL031927,UNNAMED,1927-09-22,1200,,TD,10.3N,36.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
592,AL041927,UNNAMED,1927-09-23,0000,,TS,19.0N,49.2W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
753,AL051927,UNNAMED,1927-09-30,1200,,TD,23.0N,69.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
903,AL061927,UNNAMED,1927-10-16,0000,,TD,16.5N,87.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1038,AL071927,UNNAMED,1927-10-30,1200,,TD,19.5N,80.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1159,AL081927,UNNAMED,1927-11-19,0000,,TD,20.5N,50.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
77,AL011928,UNNAMED,1928-08-03,0000,,TS,18.8N,63.6W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
249,AL021928,UNNAMED,1928-08-07,1200,,TD,11.5N,60.3W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
420,AL031928,UNNAMED,1928-09-01,1800,,TD,17.2N,72.8W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
593,AL041928,UNNAMED,1928-09-06,0000,,TD,14.2N,17.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
754,AL051928,UNNAMED,1928-09-08,1200,,TS,18.0N,48.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
904,AL061928,UNNAMED,1928-10-10,0000,,TS,16.7N,35.6W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
78,AL011929,UNNAMED,1929-06-27,0000,,TS,21.3N,93.3W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
250,AL021929,UNNAMED,1929-09-19,0000,,TD,23.0N,63.6W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
421,AL031929,UNNAMED,1929-09-25,0000,,TD,32.0N,66.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
594,AL041929,UNNAMED,1929-10-15,0000,,TS,31.8N,37.4W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
755,AL051929,UNNAMED,1929-10-19,1200,,TD,26.5N,51.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
79,AL011930,UNNAMED,1930-08-21,1800,,TS,20.6N,54.5W,45.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
251,AL021930,UNNAMED,1930-08-29,0000,,TD,12.8N,43.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
422,AL031930,UNNAMED,1930-10-18,1200,,TD,20.0N,95.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
80,AL011931,UNNAMED,1931-06-24,1200,,TD,18.0N,87.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
252,AL021931,UNNAMED,1931-07-11,0600,,TD,15.7N,82.3W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
423,AL031931,UNNAMED,1931-08-10,1800,,TD,13.5N,61.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
595,AL041931,UNNAMED,1931-08-16,0600,,TD,14.2N,59.3W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
756,AL051931,UNNAMED,1931-09-01,0000,,TD,18.6N,60.9W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
905,AL061931,UNNAMED,1931-09-06,1800,,TD,12.4N,62.7W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1039,AL071931,UNNAMED,1931-09-08,1800,,TS,15.2N,53.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1160,AL081931,UNNAMED,1931-09-23,0600,,TD,18.5N,51.7W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1271,AL091931,UNNAMED,1931-10-13,1200,,TD,24.8N,75.6W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1373,AL101931,UNNAMED,1931-10-18,1200,,TD,17.2N,85.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1464,AL111931,UNNAMED,1931-11-01,1200,,TD,17.5N,83.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1541,AL121931,UNNAMED,1931-11-11,1200,,TD,11.5N,79.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1611,AL131931,UNNAMED,1931-11-22,0600,,TS,22.0N,63.7W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
81,AL011932,UNNAMED,1932-05-05,1200,,TD,14.7N,75.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
253,AL021932,UNNAMED,1932-08-12,0000,,TS,22.0N,90.3W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
424,AL031932,UNNAMED,1932-08-26,1800,,TD,20.5N,69.2W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
596,AL041932,UNNAMED,1932-08-30,1800,,TD,18.8N,63.6W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
757,AL051932,UNNAMED,1932-09-04,0000,,TS,36.8N,47.2W,45.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
906,AL061932,UNNAMED,1932-09-09,0600,,TS,19.2N,93.3W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1040,AL071932,UNNAMED,1932-09-16,0000,,TS,30.4N,41.6W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1161,AL081932,UNNAMED,1932-09-18,0000,,TD,20.8N,95.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1272,AL091932,UNNAMED,1932-09-25,0600,,TS,16.8N,56.7W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1374,AL101932,UNNAMED,1932-09-28,0000,,TS,35.5N,49.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1465,AL111932,UNNAMED,1932-10-07,0000,,TD,15.6N,82.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1542,AL121932,UNNAMED,1932-10-08,0000,,TD,23.6N,57.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1612,AL131932,UNNAMED,1932-10-18,0000,,TS,25.5N,42.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1673,AL141932,UNNAMED,1932-10-30,0600,,TD,15.0N,55.4W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1729,AL151932,UNNAMED,1932-11-03,0600,,TS,13.8N,47.8W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
82,AL011933,UNNAMED,1933-05-14,1200,,TS,13.3N,82.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
254,AL021933,UNNAMED,1933-06-24,1200,,TD,9.0N,42.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
425,AL031933,UNNAMED,1933-07-14,0000,,TD,14.9N,60.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
758,AL051933,UNNAMED,1933-07-24,1200,,TD,14.0N,54.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
597,AL041933,UNNAMED,1933-07-24,1200,,TD,31.0N,57.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
907,AL061933,UNNAMED,1933-08-13,1200,,TD,12.3N,21.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1041,AL071933,UNNAMED,1933-08-14,0000,,TD,14.2N,65.3W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1162,AL081933,UNNAMED,1933-08-22,0600,,TD,12.6N,24.9W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1273,AL091933,UNNAMED,1933-08-23,1200,,TD,21.2N,63.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1375,AL101933,UNNAMED,1933-08-26,1800,,TD,18.9N,92.3W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1466,AL111933,UNNAMED,1933-08-31,0600,,TS,18.1N,56.4W,55.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1543,AL121933,UNNAMED,1933-09-08,0000,,TD,15.4N,56.6W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1613,AL131933,UNNAMED,1933-09-10,1200,,TD,16.5N,87.7W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1674,AL141933,UNNAMED,1933-09-16,0600,,TD,11.3N,57.9W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1730,AL151933,UNNAMED,1933-09-24,1200,,TS,29.4N,35.0W,45.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1823,AL171933,UNNAMED,1933-10-01,0600,,TS,15.3N,81.4W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1778,AL161933,UNNAMED,1933-10-01,0000,,TD,20.5N,70.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1858,AL181933,UNNAMED,1933-10-25,0600,,TD,13.5N,80.1W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1886,AL191933,UNNAMED,1933-10-26,0000,,EX,27.8N,75.2W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1913,AL201933,UNNAMED,1933-11-15,1200,,TD,11.2N,79.9W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
83,AL011934,UNNAMED,1934-06-04,1200,,TD,17.0N,87.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
255,AL021934,UNNAMED,1934-07-12,0000,,TD,30.7N,79.4W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
426,AL031934,UNNAMED,1934-07-22,0600,,TD,32.1N,79.4W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
598,AL041934,UNNAMED,1934-08-20,1800,,TS,13.5N,57.7W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
759,AL051934,UNNAMED,1934-08-26,0600,,TS,27.4N,89.4W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
908,AL061934,UNNAMED,1934-09-01,0000,,EX,28.8N,72.0W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1042,AL071934,UNNAMED,1934-09-05,0600,,TS,23.9N,74.2W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1163,AL081934,UNNAMED,1934-09-16,1200,,TS,13.2N,57.2W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1274,AL091934,UNNAMED,1934-09-18,0000,,TD,14.4N,22.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1376,AL101934,UNNAMED,1934-10-01,1200,,TS,26.1N,38.3W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1467,AL111934,UNNAMED,1934-10-01,1200,,TD,20.6N,84.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1544,AL121934,UNNAMED,1934-10-19,1800,,TD,15.3N,76.9W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1614,AL131934,UNNAMED,1934-11-20,0600,,TS,22.7N,60.7W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
84,AL011935,UNNAMED,1935-05-15,0000,,TD,17.0N,68.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
256,AL021935,UNNAMED,1935-08-16,0600,,TD,10.9N,56.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
427,AL031935,UNNAMED,1935-08-29,0600,,TD,23.3N,68.8W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
599,AL041935,UNNAMED,1935-08-30,0000,,TD,20.5N,86.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
760,AL051935,UNNAMED,1935-09-23,0600,,TD,14.8N,74.7W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
909,AL061935,UNNAMED,1935-10-18,1200,,TD,13.2N,81.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1043,AL071935,UNNAMED,1935-10-30,0600,,TS,32.3N,60.9W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1164,AL081935,UNNAMED,1935-11-03,0000,,TD,34.0N,61.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
85,AL011936,UNNAMED,1936-06-12,0000,,TD,18.1N,87.3W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
257,AL021936,UNNAMED,1936-06-19,0600,,TD,22.3N,90.4W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
428,AL031936,UNNAMED,1936-06-26,1800,,TS,26.2N,95.5W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
600,AL041936,UNNAMED,1936-07-26,0600,,TD,23.2N,84.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
761,AL051936,UNNAMED,1936-07-27,0600,,TD,23.6N,74.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
910,AL061936,UNNAMED,1936-08-04,0600,,TD,18.8N,60.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1044,AL071936,UNNAMED,1936-08-07,1800,,TD,26.6N,87.7W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1165,AL081936,UNNAMED,1936-08-15,0600,,TS,20.6N,86.8W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1275,AL091936,UNNAMED,1936-08-20,0600,,TD,25.5N,76.3W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1377,AL101936,UNNAMED,1936-08-25,1800,,TD,13.3N,25.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1468,AL111936,UNNAMED,1936-08-28,0000,,TD,18.1N,86.2W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1545,AL121936,UNNAMED,1936-09-07,0600,,TS,20.8N,57.8W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1615,AL131936,UNNAMED,1936-09-08,0600,,TD,13.1N,48.5W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1675,AL141936,UNNAMED,1936-09-09,1200,,TD,19.0N,94.0W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1731,AL151936,UNNAMED,1936-09-18,1800,,TD,19.0N,59.7W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1779,AL161936,UNNAMED,1936-10-09,1800,,TS,20.3N,91.3W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1824,AL171936,UNNAMED,1936-12-02,1200,,EX,27.0N,27.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
86,AL011937,UNNAMED,1937-07-29,0000,,TD,26.5N,85.7W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
258,AL021937,UNNAMED,1937-08-02,1800,,TD,22.8N,75.5W,25.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
429,AL031937,UNNAMED,1937-08-24,1200,,TD,17.5N,61.0W,30.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
601,AL041937,UNNAMED,1937-09-09,0000,,TS,17.9N,54.5W,45.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
762,AL051937,UNNAMED,1937-09-10,0600,,TS,31.3N,65.5W,35.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
