,storm_id,storm_name,date,time,record_id,status,lat,lon,max_wind_kt,min_slp_mb,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
0,AL011851,UNNAMED,1851-06-25,0000,,HU,28.0N,94.8W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
173,AL021851,UNNAMED,1851-07-05,1200,,HU,22.2N,97.6W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
344,AL031851,UNNAMED,1851-07-10,1200,,TS,12.0N,60.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
517,AL041851,UNNAMED,1851-08-16,0000,,TS,13.4N,48.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
685,AL051851,UNNAMED,1851-09-13,0000,,TS,32.5N,73.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
849,AL061851,UNNAMED,1851-10-16,0000,,TS,28.7N,78.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,AL011852,UNNAMED,1852-08-19,0000,,TS,20.5N,67.1W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
174,AL021852,UNNAMED,1852-09-05,0000,,HU,17.0N,64.1W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
345,AL031852,UNNAMED,1852-09-09,0000,,HU,26.4N,90.4W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
518,AL041852,UNNAMED,1852-09-22,0000,,TS,16.1N,58.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
686,AL051852,UNNAMED,1852-10-06,0000,,HU,17.0N,73.8W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,AL011853,UNNAMED,1853-08-05,1200,,TS,32.5N,69.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
175,AL021853,UNNAMED,1853-08-10,1200,,TS,12.0N,60.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
346,AL031853,UNNAMED,1853-08-30,0000,,TS,12.1N,23.2W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
519,AL041853,UNNAMED,1853-09-08,0000,,HU,37.0N,53.0W,100.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
687,AL051853,UNNAMED,1853-09-21,1200,,TS,20.0N,95.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
850,AL061853,UNNAMED,1853-09-26,0000,,TS,25.8N,62.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
997,AL071853,UNNAMED,1853-09-28,1200,,TS,15.0N,37.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1128,AL081853,UNNAMED,1853-10-19,0000,,HU,27.5N,78.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3,AL011854,UNNAMED,1854-06-25,0000,,TS,26.0N,92.5W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
176,AL021854,UNNAMED,1854-08-23,1200,,TS,33.0N,55.0W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
347,AL031854,UNNAMED,1854-09-07,0000,,HU,26.4N,76.6W,110.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
520,AL041854,UNNAMED,1854-09-18,0000,,HU,28.2N,93.6W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
688,AL051854,UNNAMED,1854-10-20,0000,,TS,25.0N,67.6W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
4,AL011855,UNNAMED,1855-08-06,1200,,HU,22.2N,98.0W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
177,AL021855,UNNAMED,1855-08-10,0000,,HU,44.0N,42.0W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
348,AL031855,UNNAMED,1855-08-11,1200,,HU,12.5N,83.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
521,AL041855,UNNAMED,1855-08-24,0000,,TS,12.0N,55.9W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
689,AL051855,UNNAMED,1855-09-15,0000,,HU,26.7N,89.1W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
5,AL011856,UNNAMED,1856-08-09,0000,,HU,25.0N,83.9W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
178,AL021856,UNNAMED,1856-08-13,0000,,HU,12.1N,56.1W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
349,AL031856,UNNAMED,1856-08-19,0000,,TS,32.5N,75.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
522,AL041856,UNNAMED,1856-08-21,1200,,TS,23.0N,82.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
690,AL051856,UNNAMED,1856-08-25,0000,,HU,21.0N,69.8W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
851,AL061856,UNNAMED,1856-09-18,0000,,TS,32.0N,48.8W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
6,AL011857,UNNAMED,1857-06-30,0000,,TS,34.0N,74.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
179,AL021857,UNNAMED,1857-09-06,1800,,TS,26.5N,73.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
350,AL031857,UNNAMED,1857-09-22,0000,,HU,32.5N,73.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
523,AL041857,UNNAMED,1857-09-24,0000,,TS,16.0N,54.7W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7,AL011858,UNNAMED,1858-06-12,1200,,HU,19.0N,85.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
180,AL021858,UNNAMED,1858-08-05,1200,,HU,45.0N,40.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
351,AL031858,UNNAMED,1858-09-14,0000,,TS,25.2N,84.6W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
524,AL041858,UNNAMED,1858-09-17,0000,,HU,18.4N,41.4W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
691,AL051858,UNNAMED,1858-09-22,1200,,TS,21.9N,74.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
852,AL061858,UNNAMED,1858-10-21,0000,,TS,21.5N,73.6W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
8,AL011859,UNNAMED,1859-07-01,1200,,HU,21.5N,97.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
181,AL021859,UNNAMED,1859-08-17,0000,,HU,38.5N,67.0W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
352,AL031859,UNNAMED,1859-09-02,0000,,HU,17.3N,59.7W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
525,AL041859,UNNAMED,1859-09-12,0600,,HU,35.5N,57.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
692,AL051859,UNNAMED,1859-09-15,0000,,HU,28.0N,89.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
853,AL061859,UNNAMED,1859-10-02,0000,,HU,17.5N,75.4W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
998,AL071859,UNNAMED,1859-10-16,0000,,TS,25.1N,75.1W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1129,AL081859,UNNAMED,1859-10-24,0000,,TS,20.2N,93.3W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
9,AL011860,UNNAMED,1860-08-08,0000,,TS,27.9N,84.1W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
182,AL021860,UNNAMED,1860-08-24,0000,,TS,28.2N,77.1W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
526,AL041860,UNNAMED,1860-09-11,0000,,HU,25.1N,83.8W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
353,AL031860,UNNAMED,1860-09-11,1200,,HU,40.0N,50.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
693,AL051860,UNNAMED,1860-09-18,0000,,TS,22.2N,66.1W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
854,AL061860,UNNAMED,1860-09-30,0000,,TS,22.4N,91.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
999,AL071860,UNNAMED,1860-10-20,0000,,HU,23.5N,70.6W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
10,AL011861,UNNAMED,1861-07-06,0000,,TS,15.1N,58.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
183,AL021861,UNNAMED,1861-08-13,1200,,TS,20.5N,70.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
354,AL031861,UNNAMED,1861-08-25,0000,,HU,34.4N,62.0W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
527,AL041861,UNNAMED,1861-09-17,1200,,HU,28.5N,50.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
694,AL051861,UNNAMED,1861-09-27,0600,,HU,28.5N,77.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
855,AL061861,UNNAMED,1861-10-06,0000,,TS,20.0N,46.0W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1000,AL071861,UNNAMED,1861-10-07,1200,L,TS,35.3N,75.3W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1130,AL081861,UNNAMED,1861-11-01,0600,,TS,25.5N,82.1W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11,AL011862,UNNAMED,1862-06-15,0000,,TS,32.0N,75.6W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
184,AL021862,UNNAMED,1862-08-18,0000,,HU,28.8N,71.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
355,AL031862,UNNAMED,1862-09-12,0000,,TS,22.2N,56.0W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
528,AL041862,UNNAMED,1862-10-06,0000,,TS,13.0N,61.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
695,AL051862,UNNAMED,1862-10-14,0000,,HU,33.0N,69.6W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
856,AL061862,UNNAMED,1862-11-22,0000,,TS,10.5N,79.5W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12,AL011863,UNNAMED,1863-08-08,0000,,HU,37.7N,50.8W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
185,AL021863,UNNAMED,1863-08-18,0000,,HU,39.4N,58.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
356,AL031863,UNNAMED,1863-08-19,0000,,HU,26.5N,66.6W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
529,AL041863,UNNAMED,1863-08-27,0000,,HU,29.5N,75.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
696,AL051863,UNNAMED,1863-09-09,0000,,TS,18.5N,60.2W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
857,AL061863,UNNAMED,1863-09-16,0000,,TS,24.7N,79.9W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1001,AL071863,UNNAMED,1863-09-18,1200,,TS,22.5N,96.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1131,AL081863,UNNAMED,1863-09-26,1200,,TS,31.1N,70.1W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1247,AL091863,UNNAMED,1863-09-29,0000,,TS,28.5N,95.7W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
13,AL011864,UNNAMED,1864-07-16,0000,,HU,30.8N,76.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
186,AL021864,UNNAMED,1864-07-25,1200,,TS,24.0N,89.0W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
357,AL031864,UNNAMED,1864-08-26,0000,,HU,14.8N,54.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
530,AL041864,UNNAMED,1864-09-05,0000,,TS,33.0N,72.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
697,AL051864,UNNAMED,1864-10-22,0000,,TS,28.5N,72.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
14,AL011865,UNNAMED,1865-05-30,0000,,TS,13.0N,80.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
187,AL021865,UNNAMED,1865-06-30,1200,L,TS,26.0N,97.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
358,AL031865,UNNAMED,1865-08-20,0000,,TS,30.3N,78.3W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
531,AL041865,UNNAMED,1865-09-06,0000,,HU,16.0N,55.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
698,AL051865,UNNAMED,1865-09-07,0000,L,TS,29.7N,92.0W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
858,AL061865,UNNAMED,1865-09-28,1200,,HU,25.5N,69.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1002,AL071865,UNNAMED,1865-10-18,0000,,TS,9.5N,80.4W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
15,AL011866,UNNAMED,1866-07-11,1200,,HU,28.0N,87.3W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
188,AL021866,UNNAMED,1866-08-13,0000,,HU,14.7N,62.6W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
359,AL031866,UNNAMED,1866-09-04,0000,,HU,33.0N,68.1W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
532,AL041866,UNNAMED,1866-09-18,1200,,HU,15.0N,29.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
699,AL051866,UNNAMED,1866-09-22,0000,,HU,40.0N,62.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
859,AL061866,UNNAMED,1866-09-24,0000,,HU,13.2N,35.0W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1003,AL071866,UNNAMED,1866-10-29,0600,,TS,29.5N,75.8W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
16,AL011867,UNNAMED,1867-06-21,1200,,TS,29.5N,80.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
189,AL021867,UNNAMED,1867-07-28,0000,,HU,18.5N,56.6W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
360,AL031867,UNNAMED,1867-08-02,1200,,HU,14.0N,77.0W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
533,AL041867,UNNAMED,1867-08-31,0000,,HU,30.8N,71.6W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
700,AL051867,UNNAMED,1867-09-08,1200,,TS,17.0N,58.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
860,AL061867,UNNAMED,1867-09-29,0000,,HU,30.1N,73.6W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1004,AL071867,UNNAMED,1867-10-02,0000,,HU,23.5N,96.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1132,AL081867,UNNAMED,1867-10-09,1200,,TS,17.5N,62.8W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1248,AL091867,UNNAMED,1867-10-27,0000,,TS,19.0N,50.5W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17,AL011868,UNNAMED,1868-09-03,0000,,HU,27.4N,69.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
190,AL021868,UNNAMED,1868-10-01,0000,,TS,25.2N,94.6W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
361,AL031868,UNNAMED,1868-10-05,0000,,HU,17.0N,80.6W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
534,AL041868,UNNAMED,1868-10-15,0000,,HU,26.1N,73.3W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
18,AL011869,UNNAMED,1869-08-12,0000,,HU,40.5N,47.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
191,AL021869,UNNAMED,1869-08-16,0000,,HU,27.0N,91.6W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
362,AL031869,UNNAMED,1869-08-27,0000,,HU,32.7N,46.7W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
535,AL041869,UNNAMED,1869-09-01,0000,,TS,28.0N,73.0W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
701,AL051869,UNNAMED,1869-09-04,0000,,HU,26.2N,88.4W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
861,AL061869,UNNAMED,1869-09-07,0000,,HU,27.0N,74.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1005,AL071869,UNNAMED,1869-09-11,0000,,HU,11.2N,38.7W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1133,AL081869,UNNAMED,1869-09-14,1200,,TS,16.0N,43.0W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1249,AL091869,UNNAMED,1869-10-01,1200,,TS,17.0N,67.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1355,AL101869,UNNAMED,1869-10-04,0000,,HU,31.5N,75.5W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,AL011870,UNNAMED,1870-07-30,1800,L,HU,30.5N,88.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
192,AL021870,UNNAMED,1870-08-30,0000,,TS,21.7N,59.5W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
363,AL031870,UNNAMED,1870-09-01,0000,,TS,16.0N,27.6W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
536,AL041870,UNNAMED,1870-09-09,0000,,HU,24.2N,64.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
702,AL051870,UNNAMED,1870-09-17,0000,,HU,30.2N,68.1W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
862,AL061870,UNNAMED,1870-10-05,0000,,TS,17.5N,74.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1006,AL071870,UNNAMED,1870-10-07,1200,,HU,12.0N,35.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1134,AL081870,UNNAMED,1870-10-10,0000,,HU,34.0N,50.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1250,AL091870,UNNAMED,1870-10-19,0000,,HU,19.5N,84.1W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1356,AL101870,UNNAMED,1870-10-23,1200,,HU,21.0N,72.0W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1451,AL111870,UNNAMED,1870-10-30,0000,,TS,17.0N,85.5W,60.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
20,AL011871,UNNAMED,1871-06-01,0000,,TS,24.1N,81.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
193,AL021871,UNNAMED,1871-06-08,0000,,TS,23.4N,90.4W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
364,AL031871,UNNAMED,1871-08-14,0000,,HU,26.5N,72.4W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
537,AL041871,UNNAMED,1871-08-17,0000,,TS,11.2N,30.7W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
703,AL051871,UNNAMED,1871-08-30,0000,,HU,26.7N,65.6W,90.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
863,AL061871,UNNAMED,1871-09-05,0000,,HU,26.0N,90.1W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1007,AL071871,UNNAMED,1871-09-30,0000,,TS,21.1N,92.1W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1135,AL081871,UNNAMED,1871-10-10,0000,,HU,22.7N,58.0W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
21,AL011872,UNNAMED,1872-07-09,0000,,TS,23.5N,92.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
194,AL021872,UNNAMED,1872-08-20,0000,,TS,14.3N,29.7W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
365,AL031872,UNNAMED,1872-09-09,0000,,TS,12.5N,59.4W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
538,AL041872,UNNAMED,1872-09-30,0000,,TS,13.0N,31.7W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
704,AL051872,UNNAMED,1872-10-22,0000,,TS,23.4N,89.3W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
22,AL011873,UNNAMED,1873-06-01,0600,,TS,24.2N,78.8W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
195,AL021873,UNNAMED,1873-08-13,0000,,TS,13.9N,25.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
366,AL031873,UNNAMED,1873-09-18,0000,,HU,22.7N,89.9W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
539,AL041873,UNNAMED,1873-09-22,0000,,TS,22.2N,86.1W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
705,AL051873,UNNAMED,1873-09-26,0000,,TS,14.7N,62.3W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
23,AL011874,UNNAMED,1874-07-02,0000,,TS,25.8N,85.1W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
196,AL021874,UNNAMED,1874-08-03,0000,,TS,24.7N,53.6W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
367,AL031874,UNNAMED,1874-08-29,0000,,TS,13.6N,34.5W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
540,AL041874,UNNAMED,1874-09-02,0000,,TS,20.4N,94.6W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
706,AL051874,UNNAMED,1874-09-08,0000,,TS,25.8N,70.6W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
864,AL061874,UNNAMED,1874-09-25,0000,,TS,17.5N,86.4W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1008,AL071874,UNNAMED,1874-10-31,0000,,TS,13.5N,78.4W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
24,AL011875,UNNAMED,1875-08-16,0000,,HU,29.5N,74.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
197,AL021875,UNNAMED,1875-09-01,0000,,TS,10.5N,36.0W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
368,AL031875,UNNAMED,1875-09-08,0000,,HU,13.9N,55.3W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
541,AL041875,UNNAMED,1875-09-24,0000,,TS,23.4N,93.4W,40.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
707,AL051875,UNNAMED,1875-10-07,0000,,HU,23.7N,68.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
865,AL061875,UNNAMED,1875-10-12,0000,,TS,27.3N,74.8W,50.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25,AL011876,UNNAMED,1876-09-09,0000,,HU,39.0N,60.8W,80.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
198,AL021876,UNNAMED,1876-09-12,0000,,HU,17.7N,58.5W,70.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
