code,air_temp_250mb,air_temp_500mb
AL111932,232.80856323242188,267.68212890625
AL121932,229.60215759277344,265.603271484375
AL131932,229.5832061767578,265.4569396972656
AL141932,231.5496826171875,267.168701171875
AL151932,231.21075439453125,266.6261291503906
AL011933,231.31817626953125,267.0352783203125
AL021933,230.8952178955078,266.4061584472656
AL031933,231.99185180664062,267.1588134765625
AL041933,229.74070739746094,265.78863525390625
AL051933,231.4031982421875,267.138671875
AL061933,231.85292053222656,267.5843200683594
AL071933,231.5415802001953,266.9151611328125
AL081933,231.45506286621094,267.1330871582031
AL091933,233.01934814453125,266.7401428222656
AL101933,233.49014282226562,268.1332702636719
AL111933,233.4477996826172,268.7418518066406
AL121933,231.75,267.43603515625
AL131933,232.70413208007812,267.4312744140625
AL141933,232.05496215820312,266.8820495605469
AL151933,228.21453857421875,264.05487060546875
AL161933,231.36485290527344,266.84197998046875
AL171933,232.7023162841797,267.7545166015625
AL181933,232.1144561767578,267.67718505859375
AL191933,228.99835205078125,264.9281921386719
AL201933,231.30007934570312,267.4195556640625
AL011934,232.0450439453125,266.93487548828125
AL021934,230.43443298339844,266.45294189453125
AL031934,232.2553253173828,265.9828796386719
AL041934,231.59320068359375,267.7439880371094
AL051934,232.2172088623047,266.8479919433594
AL061934,232.58782958984375,268.06634521484375
AL071934,231.0895233154297,266.8918151855469
AL081934,231.83413696289062,267.57794189453125
AL091934,231.92823791503906,267.25311279296875
AL101934,227.58201599121094,264.4330749511719
AL111934,232.00701904296875,266.6205749511719
AL121934,231.4757843017578,266.8420715332031
AL131934,227.7481689453125,264.0817565917969
AL011935,230.9974365234375,266.7046813964844
AL021935,230.95303344726562,267.1558837890625
AL031935,231.09942626953125,266.9289855957031
AL041935,231.84959411621094,266.7016906738281
AL051935,232.7412872314453,267.3834533691406
AL061935,231.60731506347656,267.2580261230469
AL071935,223.62774658203125,261.1506652832031
AL081935,225.7542266845703,262.6226806640625
AL011936,234.65904235839844,269.056640625
AL021936,233.53001403808594,267.8404235839844
AL031936,232.2445068359375,267.5182189941406
AL041936,232.6171417236328,267.1759338378906
AL051936,231.35702514648438,266.73187255859375
AL061936,231.19625854492188,267.60211181640625
AL071936,231.64773559570312,267.124267578125
AL081936,232.84461975097656,267.580810546875
AL091936,232.71316528320312,267.8159484863281
AL101936,231.92710876464844,267.3851013183594
AL111936,233.39840698242188,267.68536376953125
AL121936,231.91282653808594,267.7406921386719
