code,air_temp_250mb,air_temp_500mb
AL131936,232.2880401611328,267.5777282714844
AL141936,233.00540161132812,267.93182373046875
AL151936,232.02976989746094,267.52978515625
AL161936,233.20794677734375,268.0323486328125
AL171936,223.05140686035156,258.52972412109375
AL011937,231.16024780273438,267.12542724609375
AL021937,231.84066772460938,266.6398620605469
AL031937,233.1228485107422,267.6478576660156
AL041937,233.0814971923828,268.4707336425781
AL051937,231.16661071777344,267.4151916503906
AL061937,232.82681274414062,266.6766357421875
AL071937,232.3835906982422,267.0701599121094
AL081937,232.84291076660156,269.04345703125
AL091937,232.7047119140625,267.54571533203125
AL101937,232.7760009765625,267.8958740234375
AL111937,224.8350830078125,262.1909484863281
AL011938,219.93516540527344,257.4007263183594
AL021938,232.0322723388672,267.3755798339844
AL031938,231.91709899902344,267.13702392578125
AL041938,232.94998168945312,267.61669921875
AL051938,231.880126953125,267.6564636230469
AL061938,232.39260864257812,266.79400634765625
AL071938,232.2874755859375,267.5179138183594
AL081938,229.00270080566406,263.8715515136719
AL091938,231.38375854492188,267.39984130859375
AL011939,231.9326629638672,267.2283630371094
AL021939,230.5096435546875,266.85845947265625
AL031939,229.01361083984375,265.0445556640625
AL041939,232.8645477294922,268.1005554199219
AL051939,231.99951171875,266.75665283203125
AL061939,231.8929901123047,267.2146301269531
AL011940,230.71568298339844,266.3109436035156
AL021940,232.7100067138672,266.970458984375
AL031940,231.7288360595703,267.3241271972656
AL041940,231.21441650390625,266.43621826171875
AL051940,232.53070068359375,267.9224548339844
AL061940,233.8184814453125,268.04974365234375
AL071940,231.5820770263672,267.7152404785156
AL081940,233.00247192382812,267.76165771484375
AL091940,232.4894256591797,266.67803955078125
AL011941,232.5108642578125,267.3137512207031
AL021941,232.8526153564453,267.9248352050781
AL031941,232.287841796875,267.9944152832031
AL041941,233.1737060546875,267.85888671875
AL051941,231.2218780517578,266.7217102050781
AL061941,232.20697021484375,267.20379638671875
AL011942,233.30154418945312,268.1459045410156
AL021942,233.20755004882812,268.7500305175781
AL031942,233.39584350585938,268.1063232421875
AL041942,231.5760955810547,267.4147644042969
AL051942,232.2210235595703,267.5701904296875
AL061942,230.56289672851562,266.34552001953125
AL071942,231.11241149902344,268.7726135253906
AL081942,231.86785888671875,267.1590270996094
AL091942,230.3049774169922,264.98419189453125
AL101942,233.4029083251953,268.78936767578125
AL111942,231.72926330566406,267.7406005859375
AL011943,233.02987670898438,267.3441162109375
AL021943,231.31710815429688,267.8326721191406
AL031943,232.50135803222656,267.89532470703125
AL041943,231.92926025390625,268.0302429199219
AL051943,232.7888946533203,267.936767578125
AL061943,233.56405639648438,267.7511291503906
AL071943,230.86752319335938,266.5411682128906
AL081943,231.3879852294922,266.77630615234375
AL091943,232.05152893066406,267.1448974609375
AL101943,233.35250854492188,268.2049560546875
AL011944,232.7184600830078,267.4038391113281
AL021944,232.48855590820312,267.624755859375
AL031944,232.01663208007812,267.62548828125
AL041944,233.01925659179688,268.12890625
AL051944,234.1810302734375,268.22613525390625
AL061944,234.86331176757812,269.3905334472656
AL071944,231.8383026123047,267.9530334472656
AL081944,234.24575805664062,268.9998779296875
AL091944,232.2041473388672,267.8647155761719
AL101944,228.28160095214844,263.525390625
AL111944,233.68157958984375,268.5129089355469
AL121944,227.07086181640625,265.0912780761719
AL131944,234.28582763671875,268.8640441894531
AL141944,234.51695251464844,269.18084716796875
AL011945,233.91705322265625,268.6299743652344
AL021945,233.30299377441406,267.7878112792969
AL031945,233.18338012695312,268.58123779296875
AL041945,233.21710205078125,268.7085876464844
AL051945,234.6433563232422,269.3699645996094
AL061945,234.473388671875,268.5276184082031
AL071945,234.64236450195312,269.2283630371094
AL081945,233.55003356933594,268.5240783691406
AL091945,233.6519012451172,269.08087158203125
AL101945,234.58367919921875,269.0626525878906
AL111945,233.82383728027344,269.027587890625
AL011946,231.45986938476562,266.8511962890625
AL021946,232.7505645751953,267.7804260253906
AL031946,233.56053161621094,267.7252197265625
AL041946,231.681396484375,266.59521484375
AL051946,226.02191162109375,262.8870849609375
AL061946,233.56756591796875,268.567138671875
AL071946,231.0711669921875,266.90582275390625
AL011947,233.9906768798828,268.88983154296875
AL021947,232.3538818359375,267.7342224121094
AL031947,232.08872985839844,265.9391174316406
AL041947,233.44569396972656,268.6785888671875
AL051947,231.014404296875,266.3548583984375
AL061947,232.89344787597656,267.8633117675781
AL071947,230.820556640625,266.6715393066406
AL081947,224.35247802734375,261.4267883300781
AL091947,233.3524627685547,268.4393005371094
AL101947,231.89739990234375,267.168701171875
AL011948,233.45425415039062,268.3451232910156
AL021948,231.0861358642578,266.95989990234375
AL031948,232.00022888183594,267.5083312988281
AL041948,231.85928344726562,266.7738952636719
AL051948,233.74143981933594,268.2525329589844
AL061948,232.60037231445312,267.6586608886719
AL071948,229.1006317138672,264.1748046875
AL081948,234.2439727783203,268.9300231933594
AL091948,233.76539611816406,268.19561767578125
AL101948,228.617919921875,263.400146484375
AL011949,231.53189086914062,266.5284423828125
AL021949,232.59349060058594,268.0701599121094
AL031949,230.76910400390625,266.56878662109375
AL041949,231.86488342285156,268.0535888671875
AL051949,232.60238647460938,267.778564453125
AL061949,229.35134887695312,265.710693359375
AL071949,231.2981414794922,266.44622802734375
AL081949,231.6770477294922,267.78936767578125
AL101949,231.65631103515625,267.07476806640625
AL091949,231.45628356933594,266.6622619628906
AL111949,233.4375,267.9444274902344
AL121949,228.63795471191406,265.0538330078125
AL141949,229.8540496826172,266.02691650390625
AL131949,231.84153747558594,267.0144348144531
AL151949,225.24508666992188,260.9872131347656
AL161949,231.47964477539062,267.2437744140625
AL011950,232.3520965576172,267.979248046875
AL021950,231.61032104492188,267.2699890136719
AL031950,231.93077087402344,267.4228210449219
AL041950,232.4905548095703,267.5054016113281
AL051950,234.88157653808594,268.4820251464844
AL061950,231.40512084960938,267.35467529296875
AL071950,228.82510375976562,264.9374694824219
AL081950,230.5166015625,266.0248718261719
AL091950,233.02281188964844,267.9649963378906
AL101950,229.2308349609375,265.2521667480469
AL111950,231.65675354003906,266.7559814453125
AL121950,228.92982482910156,264.7089538574219
AL131950,233.06248474121094,267.9840087890625
AL141950,226.50601196289062,263.62982177734375
AL151950,226.0586395263672,262.6871643066406
AL161950,228.4391326904297,263.81512451171875
AL011951,223.55377197265625,259.1340026855469
AL021951,224.1922607421875,260.31884765625
AL031951,232.07467651367188,267.86700439453125
AL041951,231.83360290527344,267.9571838378906
AL051951,232.2274169921875,267.54974365234375
AL061951,232.22174072265625,267.74151611328125
AL071951,232.427001953125,267.9603271484375
AL081951,233.5249786376953,268.583251953125
AL091951,233.47674560546875,268.5087890625
AL101951,233.2406005859375,268.05572509765625
AL111951,230.88803100585938,266.08843994140625
AL121951,220.97755432128906,249.79116821289062
AL011952,228.7539520263672,264.32220458984375
AL021952,232.27978515625,267.12310791015625
AL031952,230.6034698486328,266.993896484375
AL041952,231.13966369628906,266.6396179199219
AL051952,225.03956604003906,259.6003112792969
AL061952,231.90528869628906,267.26190185546875
AL071952,231.63031005859375,267.3118896484375
AL081952,232.28794860839844,267.6886291503906
AL091952,231.28334045410156,266.5711669921875
AL101952,232.3831329345703,267.600830078125
AL111952,227.89642333984375,264.5083923339844
AL011953,232.64129638671875,268.0787353515625
AL021953,232.1256103515625,266.6966247558594
AL031953,232.11526489257812,267.4931945800781
AL041953,233.0389404296875,267.8155822753906
AL051953,232.6181182861328,267.54443359375
AL061953,232.72589111328125,267.81964111328125
AL071953,232.58932495117188,267.66143798828125
AL081953,233.53932189941406,267.6989440917969
AL091953,233.29348754882812,267.60186767578125
AL101953,232.5573272705078,268.4727783203125
AL111953,231.94989013671875,267.54888916015625
AL121953,233.50180053710938,268.4851989746094
AL131953,228.63902282714844,264.71258544921875
AL141953,228.59967041015625,264.1766357421875
AL011954,228.49685668945312,265.2778625488281
AL021954,231.52362060546875,266.954833984375
AL031954,232.87899780273438,267.25335693359375
AL041954,230.44845581054688,266.3989562988281
AL051954,233.73268127441406,268.01458740234375
AL061954,231.81332397460938,266.3377685546875
AL071954,232.3253631591797,268.1026916503906
AL081954,232.27206420898438,267.550537109375
AL091954,229.74908447265625,265.4755554199219
AL101954,233.912841796875,267.87469482421875
AL111954,232.99290466308594,267.50726318359375
AL121954,232.822509765625,267.2600402832031
AL131954,228.6374969482422,264.8280029296875
AL141954,231.27255249023438,266.98126220703125
AL151954,225.45936584472656,261.97802734375
AL161954,225.39666748046875,260.1341552734375
AL011955,232.49159240722656,266.9510192871094
AL021955,232.0137176513672,267.2373046875
AL031955,230.76805114746094,266.52947998046875
AL041955,231.08151245117188,267.4562683105469
AL051955,233.66909790039062,268.6455993652344
AL061955,232.1769256591797,266.9483947753906
AL071955,233.83773803710938,268.22320556640625
AL081955,231.78746032714844,267.2790222167969
AL091955,232.3780059814453,267.27349853515625
AL101955,231.81307983398438,267.54400634765625
AL111955,231.96066284179688,268.025390625
AL121955,227.20750427246094,263.69921875
AL131955,233.3021240234375,268.10723876953125
AL091956,225.97802734375,262.25299072265625
AL011956,233.09963989257812,268.0500793457031
AL021956,231.497314453125,266.4980773925781
AL031956,230.54833984375,266.79571533203125
AL041956,231.52911376953125,267.3550109863281
AL051956,232.22991943359375,267.0925598144531
AL061956,232.20816040039062,267.65185546875
AL071956,232.56797790527344,267.5657043457031
AL101956,230.71292114257812,266.4891052246094
AL111956,230.56967163085938,266.3075256347656
AL081956,231.69570922851562,266.85748291015625
AL121956,225.8301239013672,260.67303466796875
AL011957,233.38954162597656,268.1793518066406
AL021957,233.8753204345703,267.90576171875
AL031957,232.19654846191406,266.99530029296875
AL041957,232.91368103027344,268.1605529785156
AL051957,233.3535614013672,267.84368896484375
AL061957,234.57794189453125,268.8989562988281
AL071957,231.35398864746094,267.31878662109375
AL081957,229.41754150390625,265.29791259765625
AL111958,233.7460174560547,268.0035705566406
AL011958,235.7423858642578,270.0769348144531
AL021958,233.1869354248047,266.87548828125
AL031958,232.28173828125,267.4771423339844
AL041958,232.64804077148438,267.29327392578125
AL051958,232.49835205078125,267.3018493652344
AL061958,231.47227478027344,267.71588134765625
AL071958,232.71229553222656,267.78973388671875
AL081958,231.6993408203125,266.65740966796875
AL091958,231.7952423095703,267.4882507324219
AL101958,233.59678649902344,268.1866455078125
AL121958,230.64437866210938,266.092041015625
AL011959,231.38108825683594,266.9638366699219
AL021959,232.54049682617188,267.1392517089844
AL031959,233.8503875732422,267.9649658203125
AL041959,230.81114196777344,265.602783203125
AL051959,231.90673828125,266.7900695800781
AL121959,232.46644592285156,267.5806579589844
AL061959,231.0456085205078,267.3309326171875
AL131959,229.66819763183594,262.5517578125
AL141959,229.79612731933594,266.1756896972656
AL071959,231.5211181640625,267.98822021484375
AL081959,232.65362548828125,267.43878173828125
AL091959,229.4920654296875,264.5645751953125
AL101959,232.9208526611328,266.6307678222656
AL111959,232.74588012695312,267.61810302734375
AL011960,233.1984405517578,267.8598327636719
AL021960,231.8040313720703,267.1279296875
AL031960,232.25057983398438,266.7616271972656
AL041960,231.81558227539062,267.0002136230469
AL051960,231.68312072753906,267.3985900878906
AL081960,231.32113647460938,266.6394958496094
AL061960,233.0776824951172,267.5074157714844
AL071960,230.5924072265625,266.56451416015625
AL011961,230.31272888183594,266.4479064941406
AL021961,231.22572326660156,267.146240234375
AL031961,232.34031677246094,267.4561462402344
AL041961,232.0819091796875,267.27325439453125
AL051961,231.39395141601562,267.1932678222656
AL061961,231.1865692138672,266.4330749511719
AL071961,230.95542907714844,266.7173156738281
AL081961,233.22189331054688,268.4527282714844
AL091961,232.5592041015625,267.7985534667969
AL101961,229.40931701660156,265.097900390625
AL111961,232.06494140625,267.1504211425781
AL121961,227.50790405273438,263.1958923339844
AL061962,229.26133728027344,265.5145263671875
AL011962,233.53872680664062,268.42987060546875
AL021962,232.58416748046875,267.08392333984375
AL031962,231.65882873535156,267.34539794921875
AL041962,230.9791717529297,266.6823425292969
AL051962,231.18527221679688,266.77288818359375
AL071962,224.14451599121094,253.6256103515625
AL101963,231.07769775390625,266.33160400390625
AL011963,231.6405029296875,267.4223937988281
AL021963,231.27401733398438,267.1834716796875
AL031963,231.11141967773438,266.6809387207031
AL041963,233.3079376220703,267.760986328125
AL051963,232.10581970214844,267.3001708984375
AL061963,232.15374755859375,267.61151123046875
AL071963,231.91612243652344,267.1869812011719
AL081963,230.74163818359375,266.4501953125
AL091963,231.28805541992188,266.41461181640625
AL011964,232.94967651367188,267.95001220703125
AL131964,230.9502716064453,266.1717834472656
AL021964,231.02517700195312,267.0760192871094
AL031964,231.04151916503906,266.5724792480469
AL041964,230.14256286621094,266.5547790527344
AL051964,231.72262573242188,266.9167175292969
AL061964,232.0275115966797,266.8060607910156
AL071964,231.8580322265625,267.5664978027344
AL081964,232.5039825439453,267.45819091796875
AL091964,230.8025665283203,266.6021728515625
AL101964,231.9812774658203,267.2638244628906
AL111964,233.04652404785156,268.0664978027344
AL121964,231.0851593017578,267.505615234375
AL011965,233.3509063720703,268.07525634765625
AL021965,229.2540283203125,264.8134460449219
AL031965,231.2281494140625,267.2080078125
AL071965,227.67550659179688,264.637939453125
AL041965,232.19036865234375,267.1739196777344
AL051965,233.72067260742188,268.6281433105469
AL081965,232.30076599121094,266.7121887207031
AL061965,230.92958068847656,266.5246887207031
AL091965,230.3401641845703,266.66790771484375
AL101965,226.75982666015625,262.8185729980469
AL011966,233.69461059570312,269.07244873046875
AL121966,234.02926635742188,268.57843017578125
AL021966,231.68557739257812,266.01458740234375
AL031966,231.94102478027344,266.95880126953125
AL041966,228.30946350097656,264.7511291503906
AL051966,231.3480987548828,267.0498352050781
AL131966,232.53506469726562,268.31689453125
AL061966,232.69210815429688,267.9041442871094
AL071966,232.13760375976562,267.8385009765625
AL081966,233.03773498535156,267.5357666015625
AL091966,231.6256103515625,268.0865173339844
AL101966,231.6516876220703,267.0721130371094
AL141966,230.3267059326172,266.1971130371094
AL151966,231.37779235839844,267.0970458984375
AL111966,223.45376586914062,260.54229736328125
AL161966,224.2564697265625,258.04449462890625
AL171966,227.4224090576172,264.1217956542969
AL011967,233.3798065185547,268.2456970214844
AL031967,230.23155212402344,265.95977783203125
AL271967,230.73141479492188,266.613037109375
AL111967,231.6378631591797,267.0415954589844
AL281967,232.25689697265625,268.04107666015625
AL141967,229.13601684570312,265.19329833984375
AL121967,232.11102294921875,267.40576171875
AL131967,231.22030639648438,267.2385559082031
AL151967,230.63636779785156,266.5548400878906
AL161967,231.09927368164062,266.84033203125
AL181967,230.92979431152344,267.29449462890625
AL171967,231.42979431152344,266.7569885253906
AL191967,232.81983947753906,267.8721618652344
AL211967,230.37547302246094,265.8163757324219
AL231967,229.94447326660156,265.6977844238281
AL241967,230.53834533691406,266.19281005859375
AL251967,229.60450744628906,266.3739929199219
AL011968,232.58795166015625,267.9472351074219
AL021968,230.81727600097656,266.8932189941406
AL031968,233.4241180419922,268.0842590332031
AL051968,232.19552612304688,267.1551818847656
AL061968,231.3019561767578,265.83026123046875
AL161968,228.979736328125,265.0321044921875
AL081968,230.93972778320312,266.78985595703125
AL091968,229.22683715820312,264.7767028808594
AL101968,231.34988403320312,267.0667724609375
AL121968,229.7228240966797,265.3168029785156
AL131968,232.63462829589844,268.0770568847656
AL141968,232.38124084472656,267.59173583984375
AL151968,229.21824645996094,264.4909973144531
AL031969,234.95037841796875,269.06878662109375
AL061969,231.50025939941406,267.4261474609375
AL051969,231.187744140625,267.00115966796875
AL301969,233.81019592285156,267.7276306152344
AL071969,231.56173706054688,266.514892578125
AL091969,233.0889892578125,268.1527099609375
AL081969,231.55148315429688,267.60272216796875
AL121969,232.09042358398438,267.4486999511719
AL131969,232.064697265625,267.1842041015625
AL161969,232.2235870361328,267.1138916015625
AL151969,231.5736083984375,266.9638977050781
AL171969,231.82513427734375,267.29583740234375
AL191969,232.71839904785156,267.34722900390625
AL201969,232.60372924804688,267.9931640625
AL211969,229.36888122558594,264.8711242675781
AL221969,223.8899383544922,261.44696044921875
AL231969,232.74258422851562,267.8480224609375
AL241969,234.33401489257812,268.90179443359375
AL251969,233.82546997070312,268.03277587890625
AL261969,233.21987915039062,268.4198303222656
AL281969,223.20655822753906,258.2172546386719
AL271969,225.5315704345703,262.1297607421875
AL291969,232.41595458984375,267.91845703125
AL011970,233.05401611328125,268.17242431640625
AL021970,232.76158142089844,267.3932800292969
AL031970,229.4806365966797,265.602294921875
AL041970,232.7919921875,268.098388671875
AL051970,232.2589874267578,267.62310791015625
AL081970,231.9276123046875,267.54034423828125
AL071970,233.09117126464844,266.60174560546875
AL091970,231.54820251464844,267.6702880859375
AL201970,233.4678955078125,267.7182312011719
AL101970,231.8279571533203,266.9266662597656
AL111970,232.76292419433594,267.7200927734375
AL121970,232.254638671875,267.15362548828125
AL131970,231.11276245117188,266.30596923828125
AL211970,228.8901824951172,266.7713623046875
AL141970,231.54664611816406,266.5474853515625
AL161970,231.93875122070312,267.19964599609375
AL151970,232.1221466064453,267.1025695800781
AL181970,231.815673828125,266.5626525878906
AL191970,224.15438842773438,261.16632080078125
AL221970,231.41925048828125,267.67462158203125
AL231970,225.49087524414062,258.1041564941406
AL011971,229.33016967773438,266.1415710449219
AL021971,231.8906707763672,267.3210144042969
AL031971,231.31654357910156,266.5814208984375
AL041971,229.49391174316406,265.0543212890625
AL051971,230.15074157714844,265.1740417480469
AL061971,230.2051544189453,266.1396179199219
AL071971,230.6533660888672,266.0896301269531
AL081971,230.76686096191406,266.8464050292969
AL091971,230.49508666992188,267.11663818359375
AL101971,230.7967987060547,266.7288818359375
AL111971,231.79641723632812,266.58673095703125
AL121971,231.8089141845703,266.51171875
AL131971,230.8690643310547,266.5732421875
AL141971,230.59042358398438,265.93768310546875
AL151971,230.2704315185547,266.17388916015625
AL161971,232.03211975097656,266.9554748535156
AL171971,231.7157440185547,267.05841064453125
AL181971,231.04074096679688,267.2834167480469
AL191971,231.36279296875,266.9245300292969
AL201971,232.38467407226562,267.5052795410156
AL211971,229.02056884765625,265.2723388671875
AL221971,230.34422302246094,267.02752685546875
AL011972,227.2816162109375,260.1729736328125
AL021972,234.89613342285156,269.0802917480469
AL031972,233.69760131835938,267.3004455566406
AL041972,230.5985565185547,266.4087219238281
AL051972,228.29974365234375,265.1834411621094
AL061972,230.60494995117188,266.92822265625
AL071972,232.5956573486328,265.65521240234375
AL081972,229.65220642089844,265.7385559082031
AL091972,232.03005981445312,266.85943603515625
AL101972,228.90968322753906,265.18328857421875
AL111972,230.64743041992188,265.96240234375
AL121972,228.27197265625,264.3953857421875
AL131972,232.09939575195312,266.573974609375
AL141972,227.05545043945312,264.2410583496094
AL151972,231.09498596191406,266.30975341796875
AL161972,227.5008544921875,264.6376647949219
AL171972,231.77932739257812,266.1192321777344
AL181972,231.157470703125,266.13360595703125
AL191972,223.93727111816406,260.80181884765625
AL011973,225.42652893066406,261.9056396484375
AL021973,225.10562133789062,261.400634765625
AL031973,230.35687255859375,265.6491394042969
AL041973,231.0298309326172,266.8483581542969
AL051973,231.40084838867188,267.1891784667969
AL061973,230.83726501464844,266.7349853515625
AL071973,231.71484375,266.9559326171875
AL081973,233.23704528808594,268.2945556640625
AL091973,232.67144775390625,267.37518310546875
AL101973,233.49615478515625,268.1225891113281
AL111973,234.05047607421875,268.3150634765625
AL121973,231.7142333984375,267.3731384277344
AL131973,230.54434204101562,266.3935852050781
AL141973,228.2169952392578,265.1080017089844
AL151973,230.33599853515625,265.25732421875
AL161973,232.7938995361328,267.9496154785156
AL171973,231.72601318359375,267.8468933105469
AL011974,233.40103149414062,268.62115478515625
AL021974,233.20797729492188,267.7000427246094
AL031974,231.35357666015625,263.82476806640625
AL041974,229.7366180419922,264.5960693359375
AL051974,229.92849731445312,265.7388916015625
AL061974,226.9705352783203,263.12677001953125
AL071974,231.18080139160156,266.7176513671875
AL081974,231.67271423339844,266.2633361816406
AL091974,229.4604034423828,265.41644287109375
AL101974,231.67147827148438,267.3774108886719
AL111974,230.96160888671875,266.9803771972656
AL121974,230.01162719726562,265.5928649902344
AL131974,230.88800048828125,266.9207458496094
AL141974,231.29598999023438,266.593994140625
AL151974,228.3758544921875,264.5089416503906
AL161974,232.9164276123047,267.8507995605469
AL171974,231.27496337890625,266.6635437011719
AL181974,231.58714294433594,266.8841247558594
AL191974,226.9532012939453,263.183837890625
AL201974,230.46359252929688,266.46051025390625
AL011975,226.7967071533203,262.46636962890625
AL021975,229.43553161621094,265.7245178222656
AL031975,228.1640625,265.37786865234375
AL041975,230.15689086914062,266.2528076171875
AL051975,231.93568420410156,267.1253356933594
AL061975,231.63656616210938,266.4051513671875
AL071975,230.85507202148438,266.51727294921875
AL081975,228.72308349609375,265.5971984863281
AL101975,231.81056213378906,267.2215576171875
AL091975,231.9605712890625,266.8965759277344
AL111975,232.63888549804688,267.34356689453125
AL121975,228.35348510742188,264.7703857421875
AL131975,231.1473388671875,266.473388671875
AL141975,231.42129516601562,267.57452392578125
AL151975,230.92491149902344,267.09698486328125
AL161975,231.5782470703125,266.71002197265625
AL171975,225.5950164794922,262.14276123046875
AL181975,230.33038330078125,266.1484680175781
AL191975,229.96005249023438,265.07080078125
AL201975,231.86863708496094,267.2216491699219
AL211975,231.04457092285156,267.21429443359375
AL221975,224.74398803710938,261.80792236328125
AL231975,218.5789031982422,253.97406005859375
AL011976,229.9213104248047,266.3146057128906
AL021976,231.12391662597656,266.2129211425781
AL031976,232.32139587402344,267.580810546875
AL041976,229.57403564453125,265.15411376953125
AL051976,229.80282592773438,265.969482421875
AL061976,229.39942932128906,265.59576416015625
AL071976,230.70574951171875,266.2480163574219
AL081976,230.9593963623047,266.316650390625
AL091976,230.48439025878906,266.55413818359375
AL101976,230.555908203125,267.22039794921875
AL111976,230.74534606933594,266.9820861816406
AL121976,228.70640563964844,265.4809875488281
AL131976,230.1925048828125,266.03997802734375
AL141976,230.71006774902344,265.5284423828125
AL151976,231.19342041015625,267.18927001953125
AL161976,231.432861328125,266.88677978515625
AL171976,229.67044067382812,265.6215515136719
AL181976,231.2454376220703,267.05908203125
AL191976,231.62039184570312,267.161865234375
AL201976,230.4477996826172,266.2396545410156
AL211976,230.41184997558594,266.83709716796875
AL011977,232.5630340576172,267.3594970703125
AL021977,231.44448852539062,266.628662109375
AL031977,231.65597534179688,267.1578063964844
AL041977,232.1129608154297,266.63739013671875
AL051977,233.433837890625,268.08447265625
AL061977,234.3024139404297,267.9144592285156
AL071977,231.77899169921875,266.02716064453125
AL081977,232.08995056152344,267.61846923828125
AL091977,232.96627807617188,268.037109375
AL101977,231.42388916015625,266.93829345703125
AL111977,232.32350158691406,267.5130310058594
AL121977,229.4240264892578,265.9705810546875
AL131977,231.1135711669922,266.8572692871094
AL141977,232.3914794921875,267.43585205078125
AL151977,230.71304321289062,265.1539611816406
AL011978,223.9225616455078,259.71844482421875
AL021978,231.43963623046875,266.7999572753906
AL031978,231.06967163085938,266.1875915527344
AL041978,233.04171752929688,268.06640625
AL051978,232.1977996826172,266.83251953125
AL061978,231.22279357910156,267.1200256347656
AL071978,230.560302734375,266.59503173828125
AL081978,232.3602752685547,266.8825378417969
AL091978,231.5477752685547,266.7575378417969
AL101978,230.33529663085938,266.2450256347656
AL111978,232.5352783203125,266.99505615234375
AL121978,232.19778442382812,266.22003173828125
AL131978,230.86029052734375,267.03253173828125
AL141978,233.060302734375,267.3575439453125
AL151978,231.4102783203125,266.97003173828125
AL161978,231.0977783203125,266.65753173828125
AL171978,232.04779052734375,266.4325256347656
AL181978,231.96029663085938,267.1325378417969
AL191978,230.34779357910156,264.40753173828125
AL201978,231.03530883789062,266.7575378417969
AL211978,227.98529052734375,265.03253173828125
AL221978,230.5852813720703,266.90753173828125
AL231978,230.14779663085938,267.14501953125
AL241978,231.03530883789062,266.7950134277344
AL011979,233.02999877929688,268.41998291015625
AL021979,232.00999450683594,267.54998779296875
AL031979,231.75,266.52001953125
AL041979,233.33999633789062,267.79998779296875
AL051979,231.8300018310547,266.44000244140625
AL061979,232.1999969482422,266.8900146484375
AL071979,230.75999450683594,265.52001953125
AL081979,230.6199951171875,265.94000244140625
AL091979,232.05999755859375,268.239990234375
AL101979,232.5800018310547,267.7200012207031
AL111979,232.9499969482422,266.66998291015625
AL121979,233.14999389648438,267.54998779296875
AL131979,231.1999969482422,266.0899963378906
AL141979,232.58999633789062,266.32000732421875
AL151979,234.22999572753906,269.0899963378906
AL161979,231.4499969482422,265.52001953125
AL171979,233.2899932861328,267.94000244140625
AL181979,228.30999755859375,265.25
AL191979,233.1199951171875,268.6499938964844
AL201979,230.0800018310547,265.57000732421875
AL011980,230.4199981689453,266.94000244140625
AL021980,232.8699951171875,266.6199951171875
AL031980,230.6199951171875,265.57000732421875
AL041980,231.75999450683594,267.69000244140625
AL051980,231.89999389648438,266.6199951171875
AL061980,231.89999389648438,267.739990234375
AL071980,230.6199951171875,265.27001953125
AL081980,231.8699951171875,267.04998779296875
AL091980,231.14999389648438,266.44000244140625
AL101980,231.9499969482422,267.6199951171875
AL111980,231.83999633789062,268.19000244140625
AL121980,233.1699981689453,265.6199951171875
AL131980,233.39999389648438,267.5899963378906
AL141980,222.25,259.6199951171875
AL151980,232.25,267.1199951171875
AL161980,232.4499969482422,267.91998291015625
AL171980,230.97999572753906,267.29998779296875
AL181980,219.22000122070312,255.4199981689453
AL011981,230.0399932861328,259.69000244140625
AL021981,232.6999969482422,267.75
AL031981,233.38999938964844,267.6199951171875
AL041981,234.4199981689453,269.0
AL051981,233.4499969482422,268.6199951171875
AL061981,228.77999877929688,261.5899963378906
AL071981,230.47000122070312,266.29998779296875
AL081981,232.97000122070312,267.8999938964844
AL091981,229.6699981689453,264.989990234375
AL101981,232.1699981689453,266.91998291015625
AL111981,231.22000122070312,265.79998779296875
AL121981,233.33999633789062,268.77001953125
AL131981,232.6999969482422,266.94000244140625
AL141981,232.0399932861328,266.77001953125
AL151981,230.6999969482422,267.0899963378906
AL161981,229.9199981689453,267.41998291015625
AL171981,231.3699951171875,267.25
AL181981,231.64999389648438,266.07000732421875
AL191981,232.2899932861328,267.2200012207031
AL201981,226.08999633789062,261.44000244140625
AL211981,231.33999633789062,266.94000244140625
AL221981,225.8699951171875,260.16998291015625
AL011982,234.5,268.1499938964844
AL021982,233.97999572753906,268.91998291015625
AL031982,233.6699981689453,266.94000244140625
AL041982,230.89999389648438,266.16998291015625
AL051982,231.39999389648438,266.2200012207031
AL061982,231.8300018310547,267.77001953125
AL071982,230.9199981689453,265.82000732421875
AL081982,231.00999450683594,267.27001953125
AL011983,232.25,267.94000244140625
AL021983,232.3699951171875,266.7200012207031
AL031983,231.52999877929688,266.3699951171875
AL041983,231.5800018310547,265.6199951171875
AL051983,229.1699981689453,265.16998291015625
AL061983,229.5800018310547,263.3399963378906
AL011984,227.1699981689453,263.82000732421875
AL021984,230.77999877929688,265.9700012207031
AL031984,230.22999572753906,266.4700012207031
AL041984,228.55999755859375,264.739990234375
AL051984,231.0399932861328,266.77001953125
AL061984,231.00999450683594,266.77001953125
AL071984,231.2899932861328,265.79998779296875
AL081984,227.80999755859375,264.54998779296875
AL091984,231.72000122070312,267.4700012207031
AL101984,228.7899932861328,263.07000732421875
AL111984,231.77999877929688,267.5899963378906
AL121984,232.0399932861328,266.29998779296875
AL131984,228.5,264.16998291015625
AL141984,228.5399932861328,264.45001220703125
AL151984,231.3300018310547,265.2200012207031
AL161984,229.4199981689453,263.5899963378906
AL171984,229.5,265.6400146484375
AL181984,232.4499969482422,267.6199951171875
AL191984,231.7899932861328,260.02001953125
AL201984,222.14999389648438,257.82000732421875
AL011985,227.4199981689453,263.1199951171875
AL021985,230.25999450683594,266.70001220703125
AL031985,231.33999633789062,266.75
AL041985,231.6999969482422,266.94000244140625
AL051985,231.64999389648438,266.2200012207031
