code,vws_minus_0_days,vws_minus_3_days,vws_minus_7_days,vws_minus_14_days
AL021868,4.368090768169796,5.4722236280276775,6.878930202118881,7.177649853064963
AL021869,16.230565254476904,17.83169216469032,11.769111614180224,10.05460573176103
AL021870,22.028847997532203,16.271258500155106,6.876265387902201,10.827188454720446
AL021871,4.144576744799842,10.648963514237137,21.596106040406642,21.921592287552105
AL021872,9.84283771469064,9.3962380450331,10.071487323562268,10.45466257633638
AL021873,12.015380673872796,10.415963446215311,11.820251129875219,6.933708967534732
AL021874,3.913490273671968,9.110405597346395,5.437026152197317,13.89887886313153
AL021875,22.15043532598461,9.571640840810742,9.214099221045263,12.80990027290017
AL021876,7.177405339998876,2.4244607705335683,11.451878094084217,8.57096022842373
AL021877,12.296328550437568,6.877784272581585,8.59608837044769,4.263523789772771
AL021878,6.616128796318095,3.0512709154643627,8.20718272425518,7.931021418972106
AL021879,12.621401330398344,4.265910638742635,6.948254016866786,22.539724484483216
AL021880,4.738147405427858,5.165980158248799,10.928073148645899,9.828077888018642
AL021881,7.519092369774062,8.017376602785651,7.930787627571745,14.999484517281385
AL021882,9.403739735218005,7.658059626524167,2.4786878842805598,3.155574001968169
AL021883,26.559578896408002,12.304771255800741,7.597716373642202,7.901069045505892
AL021884,19.371581762847892,8.217645900693373,0.16553272039982692,10.412618587798336
AL021885,6.004726385064794,11.0288847242894,9.656581403723441,4.221051123734191
AL021886,10.822203941764995,14.333767747858747,12.32414226639004,12.702688501894544
AL021887,10.469898786078458,14.97714959263552,13.26472002157883,26.814192658442966
AL021888,13.30550881610615,9.435500910252811,4.756323229294366,14.412296011879764
AL021889,12.170340596467867,17.616672712408825,19.640033336492568,9.245389604946286
AL021890,7.577440014015044,8.15700742390067,4.494735094894454,0.41728241032037044
AL021891,16.452459192641932,10.211795959894376,12.577292882248777,12.62222269569135
AL021892,19.559721205364117,5.328729344722951,7.590064508799486,3.564132352147343
AL021893,6.89655412778082,5.213639533280723,11.14361668654275,4.451144828330432
AL021894,5.768506560329703,6.5192980697283085,7.64881738308148,4.367604990836822
AL021895,8.789727156510548,7.693751640196911,10.624380708622537,6.382806664746141
AL021896,13.777769776427917,7.497949294378916,4.4673679027031366,10.238644651067967
AL021897,12.609160497901176,4.180633236878107,9.009224866960889,11.156098091358254
AL021898,8.554657233965917,4.562663080324527,5.286579678724876,12.420966461303296
AL021899,9.331097882654948,13.820400424413023,13.62707915057726,15.570702355809184
AL021900,5.143905396627137,7.338182033799368,8.917401755505283,3.790562020199021
AL021901,6.546948235938242,6.056650583871893,4.813994415266774,6.726001962508227
AL021902,5.011530781823122,1.788836450261807,3.9208066478425416,11.766986236191142
AL021903,0.8372881517970387,2.9382357478619316,3.7831709601756667,1.7369782481024745
AL021904,8.073058275836143,10.989996316248442,7.6030236754396165,7.586359346693947
AL021905,8.74333455940103,10.688591223259419,10.410390568333304,13.082571586800745
AL021906,8.161807276834477,11.945201828576577,21.783541971771424,15.286660129953288
AL021907,13.243277305569503,10.50504851989128,11.747347117398704,5.600127247819567
AL021908,20.769192273466743,15.286782954381152,20.114600543731818,9.512644209885554
AL021909,20.865588280186117,23.578909833326275,18.583026018118186,19.47984094008176
AL021910,8.086927695764736,9.643077354077297,7.053980039164059,7.693175277012899
AL021911,0.2172942668776136,5.905736802209792,8.491266554354098,4.580453738552304
AL021912,10.84877924361916,12.319986462532123,10.365553994288893,12.13035208521133
AL021913,3.8045895078243626,7.493382750227687,7.512829092126358,8.908710883324948
AL021915,8.007743961729082,8.445127920504964,13.972801923409904,6.407105788049125
AL021916,10.427212413910494,8.216964643523331,6.372301047625015,8.53115401188481
AL021917,7.123556919014372,7.420058829931349,9.583552229159366,10.304723620197676
AL021918,8.214655200479596,2.239588302947307,2.085879111669279,4.8390434784410745
AL021919,9.766677747108188,6.981931759188066,4.463134201172838,5.672903874084222
AL021920,7.228923525029955,2.8660127140407883,9.648264357059137,8.802785806048906
AL021921,7.804838649063923,4.666575071723945,6.186072830814289,4.829469029439763
AL021922,4.405516094160708,1.5794351979372607,1.4852427786186453,3.011093750866565
AL021923,2.449990971882055,3.257027421100499,1.7871616193387878,7.394799623976752
AL021924,6.915096498481703,10.318778192406995,8.997917399272202,6.814423516493699
AL021925,1.8945687795472883,3.316925352986675,3.227726949476595,4.844831138016939
AL021926,2.072027832906506,6.56524554763133,3.4324096053683624,2.2737901126143556
AL021927,8.45117328109819,6.95891994730386,8.110023575358754,5.667523788532718
AL021928,6.7187134354670786,3.9858793519122364,4.043607174645082,8.375500990337141
AL021929,6.895470988244977,14.403662475839171,13.883285786638831,18.662166468979045
AL021930,2.4848969391019864,2.2336473411002014,4.815944517385606,4.725922914451534
AL021931,5.343940552588868,3.265944310440946,5.097708605655946,11.489305892284438
AL021932,9.23298308188874,4.170157146998157,3.7026241613971558,5.547417966894375
AL021933,3.731596567296213,5.328530452967267,4.647717840794241,1.0983284794955004
AL021934,3.7725703989141834,7.697209679057807,9.475896754101145,6.4005752437061485
AL021935,4.382465053986666,5.801259353297625,2.4712342469608397,4.465828268548462
AL021936,10.318725549926759,7.858872340271798,15.428497366113218,8.022483786793149
AL021937,6.843961284139365,7.308817602043702,8.05138497758573,9.728996201561685
AL021938,11.186261435472872,11.80465168865846,10.95829692628283,8.305639340038194
AL021939,6.585155156804514,8.567070998854147,6.653981412512884,7.959068705162188
AL021940,3.2492657303216403,3.994157591661486,5.243927212863217,5.956359313275112
AL021941,3.482445732732319,7.281414962871129,4.202308098358743,1.723197112587303
AL021942,3.2245481532052356,3.290624736736004,6.690488293983153,13.62811874907915
AL021943,2.975507093213061,1.7661518870125736,8.270290062155231,8.474480504960246
AL021944,4.4907978742330785,4.925861561011283,7.920758265766932,8.112398157400774
AL021945,3.83195615387121,2.423242582485906,5.078367635162851,8.204461637628395
AL021946,3.8817784128927886,12.873771329724471,10.23484608997316,2.261283521309791
AL021947,11.160019963222117,11.722106316038031,18.272798131707734,10.38161027010472
AL021948,6.615134330788545,8.857257705318244,5.768933880577433,7.590134704087279
AL021949,6.648375049009758,5.747610623222652,8.359990542387314,12.955384964105159
AL021950,3.690210539663352,2.7157652657289533,8.050276095359335,7.413018127693685
AL021951,12.910152036771011,20.86165005161995,39.321062201514316,21.579937517782643
AL021952,14.905014705434471,12.600703685479898,12.864566542357144,14.429353086695373
AL021953,5.696808924426624,6.786704175451684,9.021236339760259,15.871407422213613
AL021954,14.645225495803349,18.78453503754772,17.425261700153257,10.940378942108746
AL021955,3.978539024208915,5.02941569121723,5.995527739529898,9.31362287069285
AL021956,3.838597888533334,7.077567587850114,11.219656933320955,11.392960521701307
AL021957,9.479435412253016,18.607336933541834,16.877140214763205,3.8068575674495326
AL021958,7.624114515395338,7.567559590697518,4.085239388186922,16.990193062171315
AL021959,13.934196810777596,21.255060357567462,13.661297617930513,13.825757586424515
AL021960,3.9013859551239634,10.095900439193068,5.820173162283927,13.05049473966015
AL021961,0.3092077132854484,6.170708708713658,2.853802180479595,4.823218324321471
AL021962,9.016603377857487,10.749116938451623,6.53319606927626,16.205513540698888
AL021963,3.7554558981478046,1.5541085952742517,1.1495926766117466,3.736480612023514
AL021964,5.155060849075529,7.341784188665935,10.614935584607885,3.1383749257984914
AL021965,3.8789059733441578,4.48723113034284,5.350939062420077,6.425400756666454
AL021966,17.304385956269865,25.153257984124533,20.85342244112836,13.997736365372598
AL021968,11.194880520321608,18.71518118985901,13.922402541042315,10.931311636965843
AL021970,9.284345336990256,15.63872335798728,14.902518129205742,12.38287740771569
AL021971,5.481083562613026,4.808426246284348,5.814943176039783,2.6278451729547205
AL021972,4.294107270131482,13.907164410385315,17.12475788749115,14.94738910399095
AL021973,28.832936987319567,32.27752352225536,18.043827374945394,24.960373090480196
AL021974,16.026080817825452,18.32078711681472,18.420271904335358,9.192778726861436
AL021975,4.022276931425133,7.425688197087329,6.206644474874758,2.9162758622127916
AL021976,18.750727187229828,17.021834678325,16.22963364083713,5.2761757283164545
AL021977,7.3326176743875235,2.562053532835155,4.889823598678258,4.1587904987653355
AL021978,6.204760163847531,15.1531155233825,4.434265910840428,16.80833380836629
AL021979,2.4480595966144456,9.056510086069494,8.009019422773644,12.594584422963234
AL021980,9.211233988548974,9.689295259568786,3.1762435856682347,6.091828154477942
AL021981,8.650571806432572,19.627564072584473,30.246998225814274,12.4592501502574
AL021982,14.820760576139406,35.07914718148365,15.677546224306267,6.745411503757862
AL021983,6.888024491579642,8.778900058817163,13.541194237655638,9.410765112359355
AL021984,16.326713914805815,18.474088209065485,21.85602165883515,21.34733609578295
AL021985,8.338166778854724,9.270869151895479,6.097654377207264,11.896255248624719
AL021986,2.6824498290143732,10.891510455395983,1.6951745623735077,11.050100859458446
AL021987,11.816236313866867,2.5578540987318763,25.73763234569593,2.2450217768181537
AL021988,11.644494403563991,2.6901697086858456,3.7421038107209545,6.377533714479813
AL021989,13.475398860542414,6.661059170847047,20.476811198295827,18.081781606750745
AL021990,1.423520304950518,8.316159948943886,9.77960136241489,6.8504305560897265
AL021991,8.520372704607013,24.35440296510341,20.52598240639415,17.031408361866994
AL021992,16.7093659985316,8.184962125309388,16.439599100319178,3.4889792869784206
AL021993,12.927316270481072,20.06411122388002,31.029692847465107,16.51631035563821
AL021994,6.069640748709035,15.501698446041171,13.963133984058253,23.57423798259375
AL021995,8.692363086387058,4.370685591707486,9.298517039211742,22.46858849961905
AL021996,12.925672482260666,11.13245318060878,10.195338077679793,7.421211121632234
AL021997,12.700384563724809,9.510390414822522,6.871424625172574,27.9098699644197
AL021998,5.897206801467412,3.5001885569420885,3.6232691314932928,7.785858377457716
AL021999,3.3358927159868434,6.709148071615796,11.848509078486853,11.002122765484275
AL022000,7.4635750001085395,8.278334298042722,6.985482427592343,2.685609516323559
AL022001,8.042597692843811,17.3022616450061,14.172544658413685,6.1443088157060615
AL022002,9.413521564467372,15.279802679018868,8.923146219370693,8.887792362347199
AL022003,3.075195592106152,12.331048429525236,20.54803906755127,16.269952967975154
AL022004,4.274033846366589,11.016533357392875,14.778533282154221,2.3020209520919153
AL022005,9.26673918588296,24.916863220352223,16.279546463857436,10.569844568819532
AL022006,12.365488719798522,18.194300218059478,19.73918352411871,3.083798030113546
AL022007,3.825770553070395,10.240646172050404,30.27651346429673,22.604581057070426
AL022008,7.647425940293148,12.416245434206372,3.212864628741736,9.81949658533047
AL022009,2.4758295716647343,8.288460442909638,6.516942818622984,10.697976722594612
AL022010,10.311094816078825,2.6730643688737685,20.298906573238106,11.553368547950978
AL022011,12.886378445895353,21.407562142726253,10.67056259202317,14.131732260748672
AL022012,29.266028237970684,33.22443007169482,20.440948656620346,23.149879604084717
AL022013,8.126414737860387,12.335866468885586,8.896764954762698,6.1405230490108424
AL022014,12.688977650253427,1.0770363616436398,7.181490251605614,1.5570789161216523
AL022015,6.051916458632914,25.84590063650308,31.825744821179992,10.771670928519372
AL022016,11.091640732580629,24.866495923859524,14.105843266455832,24.60688868392796
AL022017,3.545390329757342,6.469447335605468,6.184404091537847,7.894108568906314
AL022018,3.676947294471938,5.620259033972515,5.257325475457347,10.830161934696864
AL022019,4.703964196572903,12.133280266057033,4.759870708858774,14.665639034359996
AL022020,13.828889325759212,23.851114338007765,21.996475440893402,23.041552995386446
AL022021,7.028735061160199,10.761068431888146,27.39535646473694,11.6983168149307
AL022022,9.940478898779325,5.84048299356574,2.35385491042855,2.465004840792009
AL022023,20.1365959625201,23.926896209970593,12.06008504382088,14.357795373082633
AL022024,10.095945465550649,7.224998950958268,1.0891513585710915,5.097549333525598
AL031851,12.264810497727504,11.677368797930704,12.988549749465141,12.09838461118093
AL031852,27.074069306945777,20.151858747420462,19.698093782761944,22.307644778049337
AL031853,7.948575837234318,13.775113347626686,11.271653814608456,13.289039845014853
AL031854,22.01730811278053,15.657334110075727,9.936601579991018,7.6324899382048175
AL031855,4.297714083725992,5.883918620595677,2.609882322447374,8.9020450136174
AL031856,21.540014623690357,15.215764364406539,15.2511024217681,7.134853720036603
AL031857,12.745589407719159,14.665168672568571,8.540389963768147,20.369207257305007
AL031858,16.491034662586042,3.2005084980161635,8.31504041173954,10.551554471990325
AL031859,3.812366146529007,3.471959683211611,8.67206110347325,8.790975391272625
AL031860,14.574524362847262,19.1880809487664,21.41696621756834,15.914188526161459
AL031861,11.144278187601339,25.345411301477363,31.96758960722531,5.350181026927127
AL031862,8.71032960251782,10.585039425826224,14.103984265619761,10.572983230037847
AL031863,26.418381026293186,13.33285058675074,8.85811905305864,11.029370161192157
AL031864,7.6747274839376995,9.672995204429672,12.055989386900867,11.052197459966614
AL031865,10.372815044766492,7.946704129607701,3.917748873400802,7.111851951334887
AL031866,13.791959849137758,7.871561083240861,10.668588656538855,10.029407309377534
AL031867,4.765739190779981,2.520179644077002,13.881441046259392,20.671096678409157
AL031868,19.653660726245203,12.408427091161602,6.255420848282742,10.864694398509632
AL031869,7.51172594448893,2.0510247063240845,4.206257111130112,21.7816848426032
AL031870,22.881315740139826,9.286961827522514,7.523558958227236,8.161422956448702
AL031871,9.681696563094194,7.001948227611369,9.700266432093729,14.748837570189657
AL031872,2.629776925231053,6.346273438328231,5.4894308404287475,15.56545402112389
AL031873,16.7792973086644,4.31749650128848,2.917489737307852,8.48633387134749
AL031874,21.408573019532696,5.688255248184416,7.843431496220265,8.81920587621497
