code,rhum_minus_0_days,rhum_minus_3_days,rhum_minus_7_days,rhum_minus_14_days
AL031917,72.91400146484375,57.43429946899414,52.597591400146484,57.145957946777344
AL031918,51.98418426513672,45.922428131103516,48.1594352722168,37.82044219970703
AL031919,56.32133102416992,53.314552307128906,66.76988220214844,65.83917999267578
AL031920,69.09367370605469,40.874916076660156,38.26385498046875,72.27619934082031
AL031921,69.79597473144531,75.16790771484375,58.77693176269531,51.242610931396484
AL031922,78.52174377441406,70.0248794555664,48.57728958129883,54.47829055786133
AL031923,86.61980438232422,81.35188293457031,77.33688354492188,73.86544036865234
AL031924,67.60001373291016,55.280155181884766,61.15167999267578,50.58224105834961
AL031925,67.37555694580078,66.54102325439453,55.680824279785156,49.1002197265625
AL031926,69.66996002197266,57.17805480957031,51.593605041503906,50.50059127807617
AL031927,73.01437377929688,77.2620849609375,72.8921127319336,79.75813293457031
AL031928,54.49650955200195,33.91085433959961,37.72027587890625,43.22579574584961
AL031929,61.10755157470703,64.35040283203125,48.258888244628906,41.641239166259766
AL031930,72.59109497070312,73.88822937011719,56.76294708251953,43.695396423339844
AL031931,49.81018829345703,44.884098052978516,63.24473571777344,54.76515197753906
AL031932,51.63750076293945,44.7919807434082,44.34260177612305,42.01764678955078
AL031933,52.03232955932617,48.10725021362305,38.43331527709961,53.15105056762695
AL031934,60.16524887084961,61.37607192993164,55.882774353027344,37.91609191894531
AL031935,53.76434326171875,47.96220779418945,49.716453552246094,40.480648040771484
AL031936,53.587711334228516,38.27089309692383,52.375244140625,37.181396484375
AL031937,55.005741119384766,42.11890411376953,38.45552062988281,40.86292266845703
AL031938,67.71515655517578,66.49539184570312,66.80599212646484,59.78950500488281
AL031939,61.5834846496582,50.89613342285156,49.11537170410156,47.64256286621094
AL031940,39.33098220825195,45.9314079284668,32.94550323486328,42.42584991455078
AL031941,76.00850677490234,64.21443939208984,42.6402587890625,37.509552001953125
AL031942,65.81077575683594,52.750648498535156,69.4585952758789,48.793907165527344
AL031943,53.81336975097656,42.82716751098633,41.25151443481445,50.80134582519531
AL031944,75.60951232910156,38.166080474853516,44.237876892089844,57.989688873291016
AL031945,77.85004425048828,48.87675094604492,46.09294509887695,59.396080017089844
AL031946,70.19586181640625,57.80033874511719,50.4345817565918,36.50091552734375
AL031947,63.840118408203125,51.205116271972656,61.20030212402344,57.703609466552734
AL031948,48.63740158081055,48.06660842895508,65.45909881591797,36.6583251953125
AL031949,55.88055419921875,52.314125061035156,60.29292297363281,42.36090087890625
AL031950,83.0637435913086,72.94751739501953,71.75399017333984,65.78201293945312
AL031951,59.62559127807617,21.566587448120117,54.84220504760742,44.235233306884766
AL031952,45.79798126220703,80.80308532714844,40.856422424316406,64.54953002929688
AL031953,74.26303100585938,26.11971092224121,39.99300003051758,49.01682662963867
AL031954,61.72577667236328,76.10484313964844,64.58484649658203,44.02894592285156
AL031955,66.1447525024414,70.71817779541016,52.204227447509766,45.37510299682617
AL031956,29.467382431030273,50.30812072753906,52.015953063964844,39.70370101928711
AL031957,63.57649230957031,73.87068176269531,61.852149963378906,59.237911224365234
AL031958,76.80325317382812,82.9555892944336,80.86555480957031,64.73066711425781
AL031959,77.44147491455078,58.82795333862305,58.421775817871094,40.26680374145508
AL031960,68.82564544677734,60.13563537597656,52.69923400878906,43.36094665527344
AL031961,79.05015563964844,57.272064208984375,63.60186004638672,48.64191436767578
AL031962,48.091514587402344,41.27192687988281,44.87912368774414,32.24605178833008
AL031963,58.4816780090332,48.757362365722656,54.52491760253906,34.73040008544922
AL031964,51.56031799316406,51.01277160644531,52.85774612426758,58.480133056640625
AL031965,69.55908966064453,68.25703430175781,48.67591094970703,46.17687225341797
AL031966,57.49186325073242,40.596435546875,50.08106994628906,50.20072937011719
AL031967,53.87432098388672,38.42243957519531,37.511959075927734,46.669639587402344
AL031968,78.0076904296875,82.85678100585938,64.33782196044922,45.37119674682617
AL031969,78.33441925048828,70.47059631347656,79.27301025390625,64.72611236572266
AL031970,52.088340759277344,73.72946166992188,61.27980041503906,33.69892120361328
AL031971,69.87511444091797,52.84383773803711,46.97203063964844,60.58705139160156
AL031972,65.1966552734375,51.3416862487793,77.46207427978516,83.04113006591797
AL031973,67.35700225830078,59.72735595703125,59.850215911865234,67.37106323242188
AL031974,53.01900100708008,40.698387145996094,47.45227813720703,56.7914924621582
AL031975,26.844223022460938,38.069522857666016,71.10394287109375,44.715511322021484
AL031976,88.00244903564453,76.75340270996094,71.94772338867188,62.46849822998047
AL031977,65.71544647216797,54.339805603027344,71.8463134765625,42.834930419921875
AL031978,52.10407257080078,39.70515441894531,59.19990921020508,46.1971435546875
AL031979,36.75,32.75,82.74000549316406,15.0
AL031980,56.75,54.0,16.75,13.989990234375
AL031981,65.49000549316406,18.75,15.75,5.25
AL031982,79.74000549316406,70.50999450683594,64.74000549316406,70.25999450683594
AL031983,50.75,61.25,42.75,55.5
AL031984,14.5,15.25,25.0,40.25
AL031985,82.99000549316406,17.0,57.25,75.75
AL031986,23.239990234375,29.739990234375,24.5,18.25
AL031987,61.0,45.0,39.25,44.0
AL031988,24.0,26.0,35.75,22.25
AL031989,70.49000549316406,31.739990234375,40.25,8.0
AL031990,54.5,62.75,27.739990234375,37.25
AL031991,15.5,12.75,12.0,19.5
AL031992,9.75,10.0,43.0,21.5
AL031993,64.99000549316406,42.75,29.489990234375,38.75
AL031994,58.25,23.989990234375,44.75,45.5
AL031995,18.25,25.0,12.25,22.0
AL031996,65.74000549316406,24.0,24.75,31.489990234375
AL031997,27.739990234375,31.739990234375,38.0,24.489990234375
AL031998,42.0,35.0,26.75,33.75
AL031999,61.5,31.489990234375,55.0,38.25
AL032000,72.74000549316406,68.50999450683594,98.99000549316406,63.25
AL032001,73.5,39.25,57.75,58.75
AL032002,55.75,49.75,36.25,50.0
AL032003,69.5,47.75,33.75,31.5
AL032004,32.5,13.25,37.0,28.0
AL032005,38.25,33.75,79.5,75.25
AL032006,62.0,61.75,43.0,28.25
AL032007,43.5,26.5,44.0,61.75
AL032008,77.0,54.75,63.75,51.0
AL032009,63.25,58.5,56.25,49.75
AL032010,66.50999450683594,63.5,42.5,49.25
AL032011,54.0,23.489990234375,55.75,20.0
AL032012,48.75,43.5,0.0,47.75
AL032013,49.25,48.0,12.989990234375,31.739990234375
AL032014,80.25,22.25,52.0,67.75
AL032015,49.0,61.0,68.25,60.75
AL032016,84.5,25.5,41.25,56.75
AL032017,83.25,59.5,50.5,88.5
AL032018,47.0,40.5,38.75,41.75
AL032019,22.5,23.5,25.75,47.5
AL032020,100.0,62.0,45.0,42.75
AL032021,76.5,41.5,61.0,40.75
AL032022,77.25,59.5,40.25,53.0
AL032023,44.5,74.25,42.0,40.75
AL032024,69.5,66.75,73.75,33.25
AL041851,68.84622192382812,48.393428802490234,51.262020111083984,58.588401794433594
AL041852,78.01278686523438,43.26443862915039,48.65031051635742,59.26594543457031
AL041853,29.50840187072754,36.91280746459961,27.518739700317383,61.367095947265625
AL041854,58.0826530456543,42.26416778564453,64.08134460449219,60.316017150878906
AL041855,67.62039947509766,53.472320556640625,66.94070434570312,61.027801513671875
AL041856,46.12132263183594,39.16805648803711,54.29071807861328,41.3059196472168
AL041857,59.105228424072266,43.719154357910156,36.887840270996094,34.60540771484375
AL041858,34.779075622558594,42.782310485839844,42.83747482299805,27.904071807861328
AL041859,66.54290771484375,56.35261154174805,35.60779571533203,56.019378662109375
AL041860,57.850154876708984,48.36210250854492,57.44519805908203,47.7614631652832
AL041861,72.75695037841797,54.09525680541992,41.043617248535156,35.051246643066406
AL041862,78.1770248413086,49.18937683105469,59.632057189941406,61.74243927001953
AL041863,62.784950256347656,50.567604064941406,92.45757293701172,50.625919342041016
AL041864,52.16888427734375,47.096824645996094,55.834190368652344,66.59274291992188
AL041865,89.37694549560547,52.05106735229492,48.637245178222656,34.91991424560547
AL041866,82.8440170288086,48.84681701660156,53.739280700683594,58.133697509765625
AL041867,58.217681884765625,54.08728790283203,61.56452178955078,62.30134201049805
AL041868,54.28620529174805,52.162017822265625,51.4447021484375,47.965694427490234
AL041869,71.82829284667969,48.51392364501953,47.924503326416016,39.65386199951172
AL041870,70.34029388427734,48.11050033569336,62.57851028442383,47.06188201904297
AL041871,68.66987609863281,67.18641662597656,63.462188720703125,67.52497100830078
AL041872,64.68455505371094,44.017356872558594,50.091773986816406,64.8091812133789
AL041873,80.25093078613281,54.40107727050781,51.514060974121094,60.446311950683594
AL041874,77.0826187133789,59.68048858642578,69.65721130371094,75.10909271240234
AL041875,75.2955093383789,44.4904670715332,62.807106018066406,51.337074279785156
AL041876,67.35302734375,52.4299201965332,58.64516830444336,23.40094757080078
AL041877,57.96281814575195,37.059574127197266,58.71552276611328,46.37253952026367
AL041878,73.08885955810547,48.500797271728516,22.901750564575195,27.767919540405273
AL041879,77.7455825805664,72.83982849121094,78.9830322265625,68.67113494873047
AL041880,71.0065689086914,37.05418014526367,39.46894073486328,31.908370971679688
AL041881,73.47651672363281,66.9349594116211,59.29847717285156,76.36427307128906
AL041882,44.51110076904297,26.73350715637207,51.70336151123047,59.29865264892578
AL041883,47.562049865722656,23.13603973388672,53.73388671875,26.10927963256836
AL041884,96.4753646850586,59.851409912109375,55.60148620605469,53.925750732421875
AL041885,67.9084701538086,62.88884735107422,58.22770690917969,71.42679595947266
AL041886,50.94672393798828,51.74729919433594,54.474857330322266,39.31769943237305
AL041887,73.61839294433594,64.65645599365234,53.737693786621094,60.1947021484375
AL041888,83.2839584350586,41.39287567138672,27.370800018310547,40.97864532470703
AL041889,76.17566680908203,72.03646087646484,61.99605178833008,70.4878921508789
AL041890,92.109619140625,70.30705261230469,55.045719146728516,51.08565902709961
AL041891,71.83883666992188,65.45169067382812,43.672672271728516,70.13526916503906
AL041892,49.066741943359375,48.237159729003906,43.752105712890625,51.33829879760742
AL041893,85.90765380859375,67.83934783935547,62.82196044921875,54.322784423828125
AL041894,69.35090637207031,48.26926040649414,64.58345794677734,56.29645919799805
AL041895,65.07860565185547,73.6514892578125,85.84210205078125,51.46883773803711
AL041896,87.59746551513672,78.29309844970703,62.26899337768555,51.99709701538086
AL041897,77.75438690185547,57.91730499267578,64.0203628540039,79.37753295898438
AL041898,66.35140991210938,70.5914306640625,67.5918197631836,76.49716186523438
AL041899,70.37519073486328,46.10776901245117,41.07583236694336,44.106109619140625
AL041900,78.6519775390625,65.25894927978516,54.764068603515625,49.70060729980469
AL041901,54.6240119934082,32.058876037597656,19.101537704467773,41.45185089111328
AL041902,86.04446411132812,83.16896057128906,83.24134826660156,81.88230895996094
AL041903,53.08677673339844,41.117923736572266,47.04615783691406,47.27965545654297
AL041904,72.49349975585938,75.71731567382812,68.82327270507812,68.38467407226562
AL041905,76.55857849121094,70.30855560302734,82.4461441040039,62.9420051574707
AL041906,72.32028198242188,63.8873176574707,73.14002990722656,70.9423828125
AL041907,51.348426818847656,64.3209228515625,41.501522064208984,33.47395324707031
AL041908,60.13447189331055,59.9063720703125,36.099342346191406,53.526615142822266
AL041909,60.86893081665039,42.42951202392578,61.67414855957031,47.07802200317383
AL041910,58.80950927734375,46.031524658203125,45.885433197021484,52.071327209472656
AL041911,62.69828796386719,59.517578125,74.22422790527344,62.707977294921875
AL041912,76.76505279541016,63.74072265625,41.04521560668945,61.34995651245117
AL041913,58.233055114746094,48.72849655151367,52.75285720825195,61.335384368896484
AL041915,70.21048736572266,55.131961822509766,50.27821350097656,73.56395721435547
AL041916,50.113304138183594,50.406402587890625,46.767147064208984,45.429744720458984
AL041917,61.632843017578125,50.9282112121582,45.232967376708984,61.97488784790039
AL041918,27.542816162109375,47.69961929321289,42.82398986816406,49.42372131347656
AL041919,52.415313720703125,64.1854248046875,57.52280044555664,66.49073791503906
AL041920,59.109413146972656,57.740455627441406,55.18489074707031,55.02607727050781
AL041921,70.44266510009766,34.933746337890625,39.29467010498047,48.61912155151367
AL041922,82.0787582397461,67.48110961914062,60.167537689208984,77.86951446533203
AL041923,58.266075134277344,45.465721130371094,46.265926361083984,46.7563362121582
AL041924,63.38280487060547,47.35260009765625,47.927894592285156,39.077632904052734
AL041925,30.519533157348633,17.312536239624023,79.2052230834961,35.02177810668945
AL041926,64.27767944335938,60.3792610168457,55.506717681884766,44.5379753112793
AL041927,59.59672546386719,67.59095764160156,52.255165100097656,44.74845504760742
AL041928,73.47369384765625,65.82208251953125,69.2723617553711,76.09464263916016
AL041929,82.96878051757812,45.837196350097656,32.871910095214844,27.85379981994629
AL041931,66.51313018798828,44.28194808959961,46.98398971557617,58.0029182434082
AL041932,65.09666442871094,52.701229095458984,46.275753021240234,51.472747802734375
AL041933,52.40768051147461,48.371185302734375,44.848358154296875,33.7404899597168
AL041934,43.41199493408203,48.23107147216797,39.77962112426758,35.4769401550293
AL041935,54.991355895996094,43.52653884887695,43.49863052368164,49.06456756591797
AL041936,65.15107727050781,36.929534912109375,34.58616638183594,64.95610809326172
AL041937,73.45480346679688,62.27724075317383,47.91448211669922,51.65211486816406
AL041938,71.26427459716797,46.24479293823242,41.804561614990234,51.22478485107422
AL041939,80.8919677734375,74.8282699584961,72.4137191772461,63.580623626708984
AL041940,69.4686279296875,59.29051971435547,55.06816101074219,70.81884002685547
AL041941,59.23448181152344,50.04425811767578,37.40568161010742,44.847503662109375
AL041942,66.54635620117188,49.3402099609375,58.494415283203125,40.095314025878906
AL041943,51.767539978027344,40.92384338378906,49.92927932739258,29.616418838500977
AL041944,54.937538146972656,51.24415588378906,45.43727493286133,55.308048248291016
AL041945,45.31889724731445,41.2149658203125,35.55654525756836,50.047943115234375
AL041946,56.60783767700195,63.18386459350586,71.17942810058594,61.941951751708984
AL041947,82.32166290283203,73.27175903320312,70.09945678710938,63.83252716064453
AL041948,48.24626541137695,38.51213455200195,55.12940216064453,53.141258239746094
AL041949,83.13929748535156,46.41804504394531,43.01658248901367,36.919342041015625
AL041950,65.42708587646484,26.656620025634766,51.19090270996094,56.74842071533203
AL041951,58.28160858154297,58.67261505126953,56.403507232666016,47.75806427001953
AL041952,58.58406448364258,58.81793975830078,70.0811538696289,25.45775032043457
AL041953,77.84905242919922,85.01103973388672,73.02906799316406,70.95751953125
AL041954,55.37440872192383,20.846452713012695,43.368343353271484,29.071027755737305
AL041955,62.04664611816406,56.702518463134766,34.66691970825195,72.4565658569336
AL041956,73.66685485839844,64.2824478149414,55.7991828918457,62.27102279663086
AL041957,85.67510223388672,78.84835815429688,71.43031311035156,81.83565521240234
AL041958,68.00924682617188,54.493019104003906,52.68806457519531,45.47568893432617
AL041959,81.71460723876953,54.628475189208984,63.90507507324219,51.46949005126953
AL041960,61.2982063293457,50.96147537231445,47.22666931152344,49.475948333740234
AL041961,57.076961517333984,64.52092742919922,73.80598449707031,66.02351379394531
AL041962,61.971092224121094,49.667572021484375,52.762847900390625,56.108829498291016
AL041963,72.44922637939453,78.97632598876953,42.37251281738281,46.41023635864258
AL041964,38.242218017578125,65.39485931396484,77.89506530761719,59.55877685546875
AL041965,74.50259399414062,80.2593002319336,71.70100402832031,64.45160675048828
AL041966,54.1193962097168,38.322113037109375,44.378807067871094,47.02904510498047
AL041970,81.94526672363281,75.0350341796875,66.20735931396484,49.56303024291992
AL041971,54.9793586730957,51.8919677734375,23.517601013183594,43.56576919555664
AL041972,79.42669677734375,57.196434020996094,58.00761413574219,65.89183044433594
AL041973,76.8108901977539,58.887969970703125,40.66029357910156,50.31962585449219
AL041974,57.107513427734375,56.357276916503906,60.81097412109375,11.874358177185059
AL041975,66.84867095947266,47.65741729736328,36.77043533325195,34.34651565551758
AL041976,67.83618927001953,46.05307388305664,55.228126525878906,55.05097198486328
AL041977,56.52566909790039,67.94523620605469,79.72671508789062,44.869232177734375
AL041978,86.1585922241211,64.45149230957031,67.63705444335938,51.88399124145508
AL041979,53.75,46.25,22.739990234375,57.5
AL041980,74.24000549316406,50.25,53.5,34.0
AL041981,68.00999450683594,61.75,68.49000549316406,28.489990234375
AL041982,37.0,15.989990234375,10.75,24.0
AL041983,34.25,27.989990234375,29.989990234375,19.5
AL041984,68.49000549316406,82.74000549316406,48.75,13.75
AL041985,53.75,30.739990234375,44.75,18.75
AL041986,51.0,25.0,47.5,18.25
AL041987,50.75,36.5,14.0,29.489990234375
AL041988,82.99000549316406,42.5,21.25,57.25
AL041989,83.49000549316406,25.739990234375,45.0,22.25
AL041990,83.49000549316406,62.5,35.25,86.99000549316406
AL041991,55.75,37.0,66.99000549316406,62.5
AL041992,47.75,28.239990234375,18.75,47.25
AL041993,27.739990234375,20.989990234375,31.489990234375,20.0
AL041994,46.5,28.25,1.75,34.25
AL041995,52.0,45.0,56.0,42.0
AL041996,71.00999450683594,30.739990234375,33.0,30.739990234375
AL041997,37.0,41.25,47.0,44.25
AL041998,45.5,32.5,48.5,31.989990234375
AL041999,68.49000549316406,78.0,60.0,73.74000549316406
AL042000,20.0,31.489990234375,45.25,12.75
AL042001,45.0,31.25,41.5,37.75
AL042002,83.5,67.75,48.5,32.5
AL042003,39.75,42.5,13.5,20.75
AL042004,35.75,67.75,42.25,52.75
AL042005,36.75,16.0,24.5,42.25
AL042006,43.5,46.75,50.0,27.5
AL042007,72.0,13.75,75.0,67.75
AL042008,69.25,44.5,30.0,32.25
AL042009,61.5,55.25,56.75,47.25
AL042010,79.75,24.739990234375,37.5,35.75
AL042011,54.5,26.0,38.25,34.0
AL042012,89.5,47.25,44.75,54.75
AL042013,67.24000549316406,40.25,46.0,49.5
AL042014,62.5,22.75,39.5,14.25
AL042015,71.25,67.5,20.75,75.25
AL042016,52.0,22.75,57.0,47.25
AL042017,45.25,28.0,61.5,38.0
AL042018,69.75,37.5,26.75,34.5
AL042019,73.25,57.0,9.25,21.75
AL042020,54.0,50.0,60.75,14.0
AL042021,13.75,27.75,57.75,47.5
AL042023,39.5,41.25,66.25,58.75
AL042024,45.5,20.75,55.0,39.25
AL051851,40.36637496948242,42.911155700683594,71.01194763183594,44.569759368896484
AL051852,85.13963317871094,84.48307800292969,55.929386138916016,33.73794174194336
AL051853,89.90349578857422,66.4854736328125,68.65673065185547,62.54721450805664
AL051854,61.73554611206055,42.4792594909668,30.824893951416016,51.95441436767578
AL051855,84.61424255371094,92.28010559082031,63.63654327392578,55.13619613647461
AL051856,77.6303939819336,59.48871994018555,50.39021301269531,40.44977569580078
AL051858,23.67612075805664,51.4502067565918,53.810699462890625,44.4285888671875
AL051859,81.98494720458984,60.94051742553711,31.65380096435547,32.65463638305664
AL051860,62.79706573486328,66.9070053100586,59.75962829589844,49.67454528808594
AL051861,44.019859313964844,61.219825744628906,36.60310363769531,56.8647346496582
AL051862,62.32220458984375,48.24847412109375,21.815326690673828,54.394447326660156
AL051863,66.56649780273438,38.027530670166016,49.770362854003906,32.39899444580078
AL051864,45.45349884033203,55.2353630065918,21.493776321411133,47.18566131591797
AL051865,52.18695831298828,51.91902542114258,40.894527435302734,41.98927307128906
AL051866,14.399272918701172,73.89204406738281,51.39787292480469,48.6039924621582
AL051867,81.47572326660156,43.73682403564453,48.85030746459961,57.39085388183594
AL051869,73.20291137695312,56.803462982177734,76.20345306396484,34.177154541015625
AL051870,31.97205352783203,68.01469421386719,79.5749740600586,45.602481842041016
AL051871,83.31129455566406,34.91267776489258,53.183509826660156,54.280853271484375
AL051872,41.699546813964844,31.161035537719727,30.116586685180664,51.40499496459961
AL051873,65.08116149902344,69.29283905029297,60.62198257446289,58.66993713378906
AL051874,62.22944259643555,32.410770416259766,48.3734245300293,71.28547668457031
AL051875,47.430355072021484,56.64824295043945,43.98219299316406,49.88486862182617
AL051876,94.27595520019531,65.83788299560547,79.58829498291016,75.10169219970703
AL051877,76.9842300415039,38.28227996826172,56.76129913330078,40.122406005859375
AL051878,72.6284408569336,69.19558715820312,65.59015655517578,65.87611389160156
AL051879,80.78535461425781,60.41560363769531,70.19563293457031,62.04558563232422
AL051880,58.167083740234375,29.94801902770996,46.82958984375,20.205381393432617
AL051881,57.60561752319336,48.161888122558594,33.08797073364258,44.215328216552734
AL051882,46.90236282348633,38.929107666015625,24.757308959960938,82.9274673461914
AL051885,61.37061309814453,57.388736724853516,48.807533264160156,39.617496490478516
AL051886,68.36526489257812,49.61737060546875,54.617923736572266,50.67009353637695
AL051887,58.33124542236328,79.7315444946289,72.83668518066406,67.62985229492188
AL051888,65.67471313476562,89.49698638916016,50.320777893066406,50.66730499267578
AL051889,48.17030334472656,44.34269714355469,44.049530029296875,41.944129943847656
AL051891,76.3476791381836,56.44781494140625,49.596168518066406,57.791194915771484
AL051892,49.777400970458984,57.90132522583008,65.95407104492188,60.411312103271484
AL051893,62.35258865356445,51.85533905029297,46.96501541137695,43.574562072753906
AL051894,91.83749389648438,59.68378448486328,57.241111755371094,70.57183074951172
AL051895,80.76912689208984,71.876220703125,60.32456970214844,37.077640533447266
AL051896,64.17594146728516,10.53801155090332,21.90684700012207,49.782772064208984
AL051897,62.56177520751953,56.70149230957031,64.10324096679688,68.63713073730469
AL051898,70.05746459960938,67.45975494384766,65.85760498046875,60.555294036865234
AL051899,70.98411560058594,56.05136489868164,59.89155960083008,53.79785919189453
AL051900,56.170475006103516,51.31926727294922,45.688899993896484,50.77738952636719
AL051901,57.99064636230469,46.19071578979492,57.75202941894531,52.94628143310547
AL051902,60.069786071777344,46.398536682128906,35.54616928100586,55.982608795166016
AL051903,67.03324127197266,39.627323150634766,55.26689147949219,63.769493103027344
AL051904,65.01497650146484,31.579429626464844,35.77890396118164,40.43172836303711
AL051905,62.484745025634766,64.50570678710938,60.9433708190918,52.88015365600586
AL051906,72.14688110351562,72.95767974853516,79.1454086303711,76.32635498046875
AL051907,37.149147033691406,67.68299102783203,35.80869674682617,49.1316032409668
AL051908,68.68260955810547,65.58540344238281,56.55327224731445,40.794376373291016
AL051909,64.14714813232422,63.032562255859375,50.59440612792969,57.50708770751953
AL051910,80.19766235351562,73.44438934326172,69.10050964355469,76.8651351928711
AL051911,67.09207916259766,62.35014343261719,45.296085357666016,27.137845993041992
AL051912,66.36429595947266,76.25297546386719,63.713993072509766,67.34185028076172
AL051913,77.2809829711914,41.25944900512695,39.46424102783203,67.5833969116211
AL051915,52.915008544921875,32.48344421386719,52.7899284362793,40.11829376220703
AL051916,62.43233108520508,65.39161682128906,57.024749755859375,37.61320495605469
AL051918,39.82149887084961,43.49543380737305,42.867645263671875,32.60797882080078
AL051919,70.57963562011719,15.87895393371582,43.105255126953125,40.19332504272461
AL051920,70.26860046386719,67.67498779296875,50.17292785644531,43.20184326171875
AL051921,43.10467529296875,38.58885192871094,57.736053466796875,55.42444610595703
AL051922,63.50531005859375,54.910499572753906,62.62667465209961,58.02989196777344
AL051923,44.128570556640625,50.15751266479492,44.489501953125,41.78566360473633
AL051924,68.37045288085938,69.38921356201172,48.46852493286133,63.47154998779297
AL051926,44.82004165649414,45.79539489746094,41.320640563964844,38.654354095458984
AL051927,48.37010192871094,53.107173919677734,32.39118957519531,49.74871826171875
AL051928,65.645263671875,36.12091064453125,42.040462493896484,27.307323455810547
AL051929,62.670223236083984,6.849960803985596,48.83605194091797,32.0909423828125
AL051931,48.98553466796875,35.587379455566406,36.152069091796875,51.18228530883789
AL051932,46.32175064086914,66.07740020751953,43.74907684326172,57.54099655151367
AL051933,59.01331329345703,40.03752899169922,52.29070281982422,54.577423095703125
AL051934,66.3564453125,42.44736862182617,51.44541931152344,44.34922409057617
AL051935,46.65776824951172,37.281951904296875,54.03604507446289,57.02690505981445
AL051936,70.630859375,35.612693786621094,31.65129280090332,41.6764030456543
AL051937,59.801109313964844,60.528228759765625,48.77369689941406,49.170936584472656
AL051938,57.91159439086914,57.210540771484375,62.474952697753906,64.4913101196289
AL051939,64.85700988769531,49.97064971923828,42.6098747253418,51.41025924682617
AL051940,37.52181625366211,43.408592224121094,34.78181838989258,43.69166564941406
AL051941,54.7750358581543,50.75357437133789,43.53493881225586,52.47163391113281
AL051942,67.83296966552734,56.46754455566406,51.879703521728516,63.71453857421875
AL051943,72.79581451416016,59.82965850830078,56.65546417236328,57.591468811035156
AL051944,64.05770111083984,55.84236145019531,53.13688278198242,60.68167495727539
AL051945,80.49610900878906,59.118438720703125,52.71302795410156,58.87773513793945
AL051946,50.52271270751953,33.17741394042969,47.644832611083984,38.561439514160156
AL051947,66.98474884033203,53.87804412841797,46.785797119140625,65.84004211425781
AL051948,71.96875762939453,64.4935073852539,59.14595031738281,46.99775695800781
AL051949,65.9468994140625,58.008602142333984,28.275081634521484,35.138038635253906
AL051950,75.4063720703125,62.21813201904297,47.66216278076172,53.86594772338867
AL051951,71.93136596679688,65.50292205810547,70.90921783447266,73.22058868408203
AL051952,55.24850082397461,19.760662078857422,23.333898544311523,22.03187370300293
AL051953,75.95911407470703,51.225921630859375,58.301124572753906,50.64945602416992
AL051954,69.34618377685547,60.56603240966797,53.12245559692383,52.19758605957031
AL051955,66.30352783203125,44.474430084228516,51.3841667175293,34.757301330566406
AL051956,67.38493347167969,53.11742401123047,56.772422790527344,56.237518310546875
AL051957,80.1058578491211,54.98491668701172,61.73555374145508,31.831510543823242
AL051958,64.45435333251953,46.66173553466797,46.94085693359375,37.44007110595703
AL051959,49.00096893310547,43.118560791015625,53.18859100341797,45.60940933227539
AL051960,76.26522827148438,82.3001708984375,68.44245910644531,82.76246643066406
AL051961,85.30736541748047,66.77179718017578,46.03659439086914,53.0665283203125
AL051962,66.48943328857422,45.03435134887695,47.30744171142578,56.70021057128906
AL051963,68.9624252319336,54.081851959228516,56.37865447998047,40.625244140625
AL051964,61.021419525146484,36.20145034790039,47.15513610839844,50.45228576660156
AL051965,84.59884643554688,79.3165283203125,75.66609191894531,69.73994445800781
AL051966,70.27330780029297,68.27152252197266,59.20921325683594,60.3766975402832
AL051968,69.7883529663086,43.59816360473633,64.03762817382812,51.557762145996094
AL051969,68.12866973876953,50.21893310546875,66.34304809570312,59.452816009521484
AL051970,77.59674072265625,52.249732971191406,53.829166412353516,63.02235412597656
AL051971,50.88422393798828,59.823062896728516,55.401851654052734,74.58071899414062
AL051972,39.532379150390625,44.5014533996582,21.517932891845703,40.514984130859375
AL051973,46.701011657714844,34.68794631958008,57.788089752197266,67.1900634765625
AL051974,53.913299560546875,52.024452209472656,59.66850662231445,50.92200469970703
AL051975,76.24253845214844,61.454933166503906,72.35517120361328,51.562984466552734
AL051976,64.13807678222656,64.2896728515625,68.01876831054688,63.662025451660156
AL051977,80.91877746582031,52.69983673095703,65.0401382446289,58.681949615478516
AL051978,64.81903839111328,42.6860466003418,74.44853973388672,59.16014099121094
AL051979,74.50999450683594,56.75,52.25,55.0
AL051980,45.75,63.5,40.0,47.0
AL051981,72.50999450683594,75.5,72.25999450683594,60.5
AL051982,35.0,53.5,19.239990234375,21.75
AL051983,23.5,30.739990234375,44.5,40.25
AL051984,34.25,17.75,40.25,76.5
AL051985,44.0,26.239990234375,29.239990234375,27.75
AL051986,76.25,54.25,54.5,36.0
AL051987,44.5,41.75,34.75,61.0
AL051988,30.489990234375,22.75,29.739990234375,20.5
AL051989,39.75,26.239990234375,14.239990234375,35.25
AL051990,67.24000549316406,57.75,59.5,41.0
AL051991,79.49000549316406,78.74000549316406,64.0,37.75
AL051992,58.25,40.5,14.25,6.25
AL051993,19.0,34.5,11.989990234375,15.0
AL051994,68.75999450683594,50.25,54.0,70.50999450683594
AL051995,55.5,46.25,28.989990234375,28.489990234375
AL051996,35.25,45.75,47.5,39.25
AL051997,42.0,37.0,45.0,38.5
AL051998,84.24000549316406,43.0,38.25,41.25
AL051999,85.49000549316406,11.5,17.0,27.489990234375
AL052000,69.99000549316406,39.5,36.5,35.0
AL052001,60.75,37.75,25.75,23.5
AL052002,31.75,76.75,30.0,36.25
AL052003,37.5,16.5,42.5,45.5
AL052004,35.25,23.25,59.25,8.5
