code,rhum_minus_0_days,rhum_minus_3_days,rhum_minus_7_days,rhum_minus_14_days
AL031865,43.63044357299805,56.6142578125,57.48283386230469,46.910980224609375
AL031866,60.3726692199707,50.73311233520508,54.369544982910156,68.41708374023438
AL031867,59.96334457397461,54.34125518798828,51.24843978881836,60.89841079711914
AL031868,92.1584243774414,65.5439682006836,55.594058990478516,46.36613845825195
AL031869,27.269142150878906,41.056739807128906,36.906455993652344,31.41370964050293
AL031870,74.7791748046875,63.060302734375,55.347389221191406,58.164024353027344
AL031871,71.29182434082031,36.67171859741211,48.35956954956055,43.64173889160156
AL031872,67.01754760742188,60.65665054321289,70.7927017211914,28.955036163330078
AL031873,82.11154174804688,45.34855270385742,55.15716552734375,49.690120697021484
AL031874,79.30307006835938,60.43962097167969,59.94142150878906,59.45622253417969
AL031875,79.25760650634766,58.047122955322266,40.28895568847656,34.96272659301758
AL031876,48.487892150878906,56.769596099853516,25.061399459838867,41.6845588684082
AL031877,50.33328628540039,59.9448127746582,48.17897033691406,37.07707214355469
AL031878,41.34080505371094,59.32796859741211,65.47891235351562,67.25247192382812
AL031879,86.14892578125,67.80841827392578,66.4850845336914,77.81555938720703
AL031880,64.25569915771484,50.11304473876953,54.572486877441406,43.44740295410156
AL031881,46.54323959350586,59.89327621459961,58.841617584228516,59.66069030761719
AL031882,78.12256622314453,14.530546188354492,57.45362854003906,49.153175354003906
AL031883,48.92410659790039,65.33434295654297,85.4703140258789,48.31928253173828
AL031884,76.47952270507812,24.65529441833496,64.95498657226562,55.778663635253906
AL031885,69.632568359375,45.048545837402344,58.12018966674805,53.82089614868164
AL031886,60.94968795776367,58.18794631958008,54.74323654174805,81.80970764160156
AL031887,79.61503601074219,73.79764556884766,66.79851531982422,48.08656311035156
AL031888,54.80807876586914,54.62338638305664,47.5903434753418,41.442718505859375
AL031889,59.9655876159668,39.80275344848633,52.96381378173828,53.2834358215332
AL031890,81.70174407958984,45.16660690307617,34.7330436706543,33.343528747558594
AL031891,67.64689636230469,64.09125518798828,59.903533935546875,50.0131950378418
AL031892,68.62565612792969,65.4190673828125,73.68431854248047,66.251953125
AL031893,69.4637680053711,73.74134826660156,70.18427276611328,77.07455444335938
AL031894,80.89990234375,61.64314270019531,63.43972396850586,61.755741119384766
AL031895,90.02105712890625,78.16297149658203,59.37034606933594,67.93838500976562
AL031896,76.29882049560547,64.91024017333984,58.723899841308594,45.18168640136719
AL031897,67.35576629638672,70.42259216308594,77.23399353027344,64.00055694580078
AL031898,33.14485549926758,49.23986053466797,47.049015045166016,62.183170318603516
AL031899,82.46749877929688,61.971946716308594,57.87691879272461,62.12098693847656
AL031900,85.28010559082031,76.07112884521484,63.9041862487793,75.52365112304688
AL031901,75.50993347167969,66.46095275878906,55.462677001953125,65.46401977539062
AL031902,81.34986114501953,67.9847183227539,69.3664779663086,77.5704574584961
AL031903,78.78401184082031,61.56412124633789,63.90596389770508,47.98405075073242
AL031904,76.33409881591797,73.39210510253906,68.40092468261719,66.78630065917969
AL031905,76.67072296142578,60.193634033203125,58.852210998535156,65.30638885498047
AL031906,43.85709762573242,39.7176513671875,37.28847885131836,31.698518753051758
AL031907,71.24540710449219,62.829994201660156,52.60593032836914,62.433815002441406
AL031908,69.23409271240234,41.41865539550781,41.166664123535156,52.156944274902344
AL031909,73.35734558105469,55.4818229675293,32.30312728881836,32.672523498535156
AL031910,42.266075134277344,52.523277282714844,36.36801528930664,42.78476333618164
AL031911,72.3918228149414,44.29348373413086,36.09401321411133,37.00782775878906
AL031912,61.69728088378906,28.439590454101562,41.33355712890625,63.41884994506836
AL031913,67.62545776367188,68.20497131347656,66.44155883789062,64.62921905517578
AL031915,69.92388153076172,58.15100860595703,48.14893341064453,52.208229064941406
AL031916,40.91605758666992,58.80176544189453,50.4186897277832,41.362510681152344
