code,amo
AL081989,0.1021773
AL081990,-0.0227745
AL081991,-0.2404323
AL081992,-0.266439
AL081993,-0.09936358
AL081994,-0.2955748
AL081995,-0.09376836
AL081996,0.03276671
AL081997,0.01295021
AL081998,0.1728268
AL081999,0.3404911
AL082000,0.162359
AL082001,0.236595
AL082002,-0.163281
AL082003,0.1547062
AL082004,0.1207146
AL082005,0.1582295
AL082006,0.1300277
AL082007,-0.04784122
AL082008,0.2153644
AL082009,-0.5041016
AL082010,0.2348202
AL082011,-0.2363979
AL082012,0.4904583
AL082013,0.003842607
AL082014,0.1205638
AL082015,-0.1790467
AL082016,-0.2480922
AL082017,-0.3353164
AL082018,-0.05443552
AL082019,-0.1293316
AL082020,0.02956687
AL082021,-0.008193001
AL082022,0.5967269
AL082023,0.2781742
AL091863,0.047616883367142794
AL091867,0.05103696486736293
AL091869,0.05219529594992929
AL091870,0.1267297
AL091878,-0.6623824
AL091880,0.3196353
AL091886,-0.1216455
AL091887,0.02752881
AL091888,-0.01177407
AL091889,0.08895393
AL091891,-0.2509148
AL091892,-0.1717668
AL091893,-0.3246513
AL091898,0.1416132
AL091899,0.02963161
AL091901,0.1362273
AL091903,-0.5419869
AL091906,-0.05468869
AL091908,0.09896912
AL091909,0.153113
AL091916,0.0217393
AL091923,-0.09269698
AL091924,0.083221
AL091926,0.1399005
AL091931,0.3540871
AL091932,0.4333062
AL091933,0.2899238
AL091934,0.3968007
AL091936,0.107435
AL091937,0.3849436
AL091938,0.367488
AL091940,0.1777069
AL091942,0.3267823
AL091943,-0.008436292
AL091944,0.3891741
AL091945,0.4404316
AL091947,-0.04435459
AL091948,0.1490669
AL091949,0.2160088
AL091950,0.001910508
AL091951,-0.0171911
AL091952,0.44871
AL091953,0.08984572
AL091954,-0.03437169
AL091955,0.3266099
AL091956,-0.1950731
AL091958,0.01004311
AL091959,0.2317334
AL091961,0.05737801
AL091963,-0.2445248
AL091964,0.05534141
AL091965,-0.312718
AL091966,-0.07714254
AL091968,-0.1360807
AL091969,-0.3475042
AL091970,-0.04943831
AL091971,-0.3663183
AL091972,-0.6462438
AL091973,-0.2259331
AL091974,-0.7184526
AL091975,-0.02537509
AL091976,0.2286659
AL091977,-0.2145281
AL091978,0.05366969
AL091979,-0.300475
AL091980,-0.2298388
AL091981,-0.449028
AL091984,-0.1565223
AL091985,-0.3247655
AL091986,-0.3136323
AL091987,-0.01665039
AL091988,-0.3055745
AL091989,0.1021773
AL091990,-0.0227745
AL091991,-0.3223737
AL091992,-0.266439
AL091993,-0.09936358
AL091994,-0.2955748
AL091995,-0.09376836
AL091996,0.03276671
AL091997,0.01295021
AL091998,0.1728268
AL091999,0.3404911
AL092000,0.162359
AL092001,0.236595
AL092002,-0.163281
AL092003,0.1547062
AL092004,-0.1230783
AL092005,0.1582295
AL092006,0.1300277
AL092007,-0.04784122
AL092008,0.02525981
AL092009,-0.5041016
AL092010,0.109129
AL092011,-0.2363979
AL092012,0.4904583
AL092013,0.003842607
AL092014,0.1205638
AL092015,-0.1790467
AL092016,-0.2480922
AL092017,-0.3353164
AL092018,-0.05443552
AL092019,-0.1293316
AL092020,0.02956687
AL092021,-0.008193001
AL092022,0.5967269
AL092023,0.2781742
AL092024,0.2018935
AL101869,0.05219529594992929
AL101870,0.1267297
AL101878,-0.6623824
AL101880,0.3196353
AL101886,-0.01805629
AL101887,0.02752881
AL101891,-0.08125837
AL101893,-0.3246513
AL101898,0.1416132
AL101899,-0.07882303
AL101901,0.1362273
AL101903,-0.171115
AL101906,-0.05468869
AL101908,0.09896912
AL101909,0.153113
AL101916,0.0217393
AL101924,0.083221
AL101926,0.1399005
AL101931,0.3540871
AL101932,0.4333062
AL101933,0.2899238
AL101934,0.3226268
AL101936,0.107435
AL101937,0.08542521
AL101942,0.3267823
AL101943,-0.008436292
AL101944,0.3891741
AL101945,0.3290686
AL101947,-0.04435459
AL101948,0.4279966
AL101949,0.2160088
AL101950,0.001910508
AL101951,0.05018762
AL101952,0.44871
AL101953,-0.03406249
AL101954,-0.03437169
AL101955,0.3266099
AL101956,0.08239143
AL101958,-0.1549617
AL101959,0.002198815
AL101961,0.216707
AL101963,-0.3415993
AL101964,0.05534141
AL101965,-0.3413039
AL101966,-0.07714254
AL101968,-0.1360807
AL101970,-0.2569078
AL101971,-0.3663183
AL101972,-0.6462438
AL101973,-0.2108843
AL101974,-0.7184526
AL101975,-0.02537509
AL101976,0.2286659
AL101977,-0.2145281
AL101978,0.05366969
AL101979,-0.300475
AL101980,-0.2298388
AL101981,-0.449028
AL101984,-0.1565223
AL101985,-0.3247655
AL101986,-0.4810596
AL101987,-0.01665039
AL101988,-0.3055745
AL101989,0.1021773
AL101990,0.138665
AL101991,-0.3223737
AL101992,-0.2930784
AL101993,-0.09936358
AL101994,-0.2955748
AL101995,-0.09376836
AL101996,-0.02838649
AL101998,0.1728268
AL101999,0.3404911
AL102000,0.162359
AL102001,0.236595
AL102002,-0.163281
AL102003,0.1547062
AL102004,-0.1230783
AL102005,0.1582295
AL102006,0.1300277
AL102007,-0.04784122
AL102008,0.02525981
AL102009,-0.1111536
AL102010,0.109129
AL102011,-0.2363979
AL102012,0.4904583
AL102013,0.003842607
AL102015,-0.1790467
AL102016,-0.2530778
AL102018,-0.05443552
AL102019,-0.1293316
AL102020,0.02956687
AL102021,-0.008193001
AL102022,0.5967269
AL102023,0.2781742
AL102024,0.2018935
AL111870,0.1267297
AL111878,-0.6623824
AL111880,0.3196353
AL111886,-0.01805629
AL111887,0.2008824
AL111893,0.1802691
AL111898,0.1416132
AL111901,-0.04277378
AL111906,0.174571
AL111909,0.204958
AL111916,0.0217393
AL111924,-0.1434056
AL111926,0.01025324
AL111931,0.2369736
AL111932,0.3427701
AL111933,0.2899238
AL111934,0.3226268
AL111936,0.107435
AL111937,0.08542521
AL111942,0.3429614
AL111944,0.3891741
AL111945,0.3290686
AL111949,0.2160088
AL111950,0.001910508
AL111951,0.05018762
AL111952,0.3066844
AL111953,-0.03406249
AL111954,-0.03437169
AL111955,0.3266099
AL111956,0.08239143
AL111958,-0.0309151
AL111959,0.002198815
AL111961,0.216707
AL111964,-0.005505487
AL111966,-0.07135989
AL111967,0.1427743
AL111970,-0.2569078
AL111971,-0.3136358
AL111972,-0.6462438
AL111973,-0.2108843
AL111974,-0.6929452
AL111975,-0.02537509
AL111976,0.2286659
AL111977,-0.1124885
AL111978,0.05366969
AL111979,-0.300475
AL111980,-0.2298388
AL111981,-0.449028
AL111984,-0.1565223
AL111985,-0.2935741
AL111987,-0.01665039
AL111988,-0.187469
AL111989,-0.2180875
AL111990,0.138665
AL111991,-0.3223737
AL111994,0.01466024
AL111995,-0.09376836
AL111996,-0.02838649
AL111998,0.1728268
AL111999,0.1319584
AL112000,0.162359
AL112001,0.242156
AL112002,-0.163281
AL112003,0.1547062
AL112004,-0.1230783
AL112005,0.1582295
AL112007,-0.04784122
AL112008,0.02525981
AL112009,-0.1625424
AL112010,0.109129
AL112011,-0.2363979
AL112012,0.4904583
AL112013,0.003842607
AL112015,-0.1790467
AL112016,-0.2530778
AL112017,-0.3353164
AL112018,-0.05443552
AL112019,-0.1293316
AL112020,0.2384413
AL112021,-0.008193001
AL112022,0.5967269
AL112023,0.2781742
AL112024,0.2018935
AL121878,-0.5041836
AL121886,-0.01805629
AL121887,0.2008824
AL121893,0.07478753
AL121901,-0.04277378
AL121909,-0.2746885
AL121916,0.2699913
AL121931,0.2369736
AL121932,0.3427701
AL121933,0.5939472
AL121934,0.3226268
AL121936,0.0629456
AL121944,0.3853768
AL121949,0.1115758
AL121950,0.001910508
AL121951,0.1618618
AL121953,-0.03406249
AL121954,-0.03437169
AL121955,0.3124993
AL121956,-0.04739507
AL121958,-0.1549617
AL121959,-0.07856771
AL121961,0.216707
AL121964,0.01536644
AL121966,-0.3411628
AL121967,0.03878552
AL121968,-0.1360807
AL121969,-0.3475042
AL121970,-0.2569078
AL121971,-0.3136358
AL121972,-0.4458577
AL121973,-0.2108843
AL121974,-0.6929452
AL121975,-0.02537509
AL121976,-0.04123319
AL121977,-0.1124885
AL121978,-0.1380226
AL121979,-0.300475
AL121980,-0.2298388
AL121981,-0.449028
AL121984,-0.1565223
AL121985,-0.2935741
AL121987,-0.01665039
AL121988,0.1114517
AL121989,-0.2180875
AL121990,0.138665
AL121991,-0.3223737
AL121994,0.01466024
AL121995,-0.09376836
AL121996,-0.02838649
AL121998,0.2486732
AL121999,0.1319584
AL122000,0.162359
AL122001,0.242156
AL122002,-0.163281
AL122003,0.2512206
AL122004,-0.1230783
AL122005,0.1582295
AL122007,-0.04784122
AL122008,0.02525981
AL122010,0.109129
AL122011,-0.2363979
AL122012,0.4904583
AL122013,0.32692
AL122015,-0.3501204
AL122016,-0.2530778
AL122017,-0.08945057
AL122018,-0.05443552
AL122019,-0.1293316
AL122020,0.2384413
AL122021,-0.008193001
AL122022,0.5406085
AL122023,0.2781742
AL122024,0.2018935
AL131887,0.2008824
AL131901,-0.04277378
AL131916,0.2699913
AL131931,0.2369736
AL131932,0.3427701
AL131933,0.5939472
AL131934,0.1263335
AL131936,0.0629456
AL131944,0.3853768
AL131949,0.1115758
AL131950,0.001910508
AL131953,0.4680054
AL131954,-0.03437169
AL131955,0.3124993
AL131959,-0.07856771
AL131964,-0.1536866
AL131966,-0.4599432
AL131967,0.03878552
AL131968,-0.1360807
AL131969,-0.3475042
AL131970,-0.2569078
AL131971,-0.3136358
AL131972,-0.4458577
AL131973,-0.2108843
AL131974,-0.6929452
AL131975,-0.02537509
AL131976,-0.04123319
AL131977,-0.1124885
AL131978,-0.1380226
AL131979,-0.1997565
AL131980,-0.2298388
AL131981,-0.449028
AL131984,-0.1565223
AL131985,-0.3030739
AL131987,-0.2742668
AL131988,-0.043171
AL131989,-0.1700547
AL131990,-0.07542969
AL131995,-0.09376836
AL131996,0.03695694
AL131998,0.2486732
AL131999,0.1319584
AL132000,0.162359
AL132001,0.242156
AL132002,-0.163281
AL132003,0.2512206
AL132004,-0.1230783
AL132005,0.1582295
AL132007,-0.04784122
AL132008,-0.05278789
AL132010,0.109129
AL132011,-0.1412669
AL132012,0.3846337
AL132013,0.32692
AL132016,-0.2530778
AL132017,-0.08945057
AL132018,-0.05443552
AL132019,-0.1293316
AL132020,0.2384413
AL132021,0.2596208
AL132022,0.5406085
AL132023,0.1324772
AL132024,0.166751
AL141887,0.2008824
AL141916,0.2699913
AL141932,0.3427701
AL141933,0.5939472
AL141936,0.0629456
AL141944,0.5617996
AL141949,0.1115758
AL141950,0.001910508
AL141953,0.3851718
AL141954,0.1216299
AL141959,0.2317334
AL141966,-0.07714254
AL141967,0.03878552
AL141968,-0.2337194
AL141970,-0.2569078
AL141971,-0.3136358
AL141972,-0.4458577
AL141973,-0.3355934
AL141974,-0.6929452
AL141975,-0.02537509
AL141976,-0.04123319
AL141977,-0.1124885
AL141978,-0.1380226
AL141979,-0.1997565
AL141980,-0.10911
AL141981,-0.08683288
AL141984,-0.1565223
AL141985,-0.3664913
AL141987,-0.2742668
AL141988,-0.1935399
AL141989,-0.1700547
AL141990,-0.07542969
AL141995,-0.2706596
AL141998,0.4272304
AL141999,0.1319584
AL142000,0.162359
AL142001,0.242156
AL142002,-0.1330654
AL142003,0.2512206
AL142004,-0.05386229
AL142005,0.09605761
AL142007,-0.04784122
AL142008,-0.05278789
AL142010,0.109129
AL142011,-0.1412669
AL142012,0.3846337
AL142013,-0.02885433
AL142016,-0.2530778
AL142017,-0.08945057
AL142018,-0.3391539
AL142019,-0.3376523
AL142020,0.2384413
AL142021,0.2596208
AL142022,0.5406085
AL142023,0.1324772
AL142024,0.166751
AL151887,0.2008824
AL151916,-0.06000464
AL151932,0.2498174
AL151933,0.5939472
AL151936,0.0629456
AL151949,0.3486018
AL151950,0.001910508
AL151954,0.03643183
AL151966,0.04293722
AL151967,0.03878552
AL151968,-0.2013992
AL151969,-0.4282644
AL151970,-0.2569078
AL151971,-0.3136358
AL151972,-0.4458577
AL151973,-0.3355934
AL151974,-0.6929452
AL151975,-0.02537509
AL151976,-0.04123319
AL151977,-0.1124885
AL151978,-0.1380226
AL151979,-0.1997565
AL151980,-0.10911
AL151981,-0.08683288
AL151984,-0.1565223
AL151988,-0.1935399
AL151989,-0.02764394
AL151990,-0.07542969
AL151995,-0.2706596
AL151999,0.1319584
AL152000,0.162359
AL152001,0.242156
AL152003,0.2512206
AL152004,-0.05386229
AL152005,0.09605761
AL152007,0.1374353
AL152008,-0.05278789
AL152010,0.109129
AL152011,-0.1412669
AL152012,0.09135012
AL152013,-0.03817379
AL152016,-0.2092735
AL152017,-0.08945057
AL152018,-0.3391539
AL152019,-0.3376523
AL152020,0.2384413
AL152021,0.2596208
AL152022,0.5406085
AL152023,0.1324772
AL152024,0.166751
AL161887,0.2008824
AL161933,0.7834247
AL161936,-0.07793569
AL161949,0.3486018
AL161950,0.4048225
AL161954,0.2898469
AL161966,-0.07135989
AL161967,0.03878552
AL161968,-0.1360807
AL161969,-0.4282644
AL161970,-0.2569078
AL161971,-0.3136358
AL161972,-0.6038499
AL161973,-0.3355934
AL161974,-0.6929452
AL161975,-0.02537509
AL161976,-0.04123319
AL161978,-0.1380226
AL161979,-0.1997565
AL161980,-0.356136
AL161981,-0.08683288
AL161984,-0.3534823
AL161988,-0.1935399
AL161990,-0.07542969
AL161995,-0.2706596
AL161999,0.04825813
AL162000,0.05557482
AL162001,0.005195633
AL162003,0.2512206
AL162004,-0.07255693
AL162005,0.09605761
AL162007,0.1374353
AL162008,-0.05278789
AL162010,0.109129
AL162011,-0.1412669
AL162012,0.09135012
AL162016,0.06151003
AL162017,0.005492806
AL162018,-0.3391539
AL162019,-0.3376523
AL162020,-0.1430234
AL162021,0.2596208
AL162022,0.5406085
AL162023,0.1324772
AL162024,0.166751
AL171887,0.2994763
AL171933,0.7834247
AL171936,0.04461878
AL171966,-0.07135989
AL171967,0.03878552
AL171969,-0.4282644
AL171971,-0.3136358
AL171972,-0.6038499
AL171973,-0.3279296
AL171974,-0.6929452
AL171975,-0.2402019
AL171976,-0.04123319
AL171978,-0.1380226
AL171979,-0.1377179
AL171980,-0.356136
AL171981,-0.08683288
AL171984,-0.3534823
AL171988,-0.3055745
AL171995,-0.2706596
AL172000,0.05557482
AL172001,0.005195633
AL172003,0.2512206
AL172005,0.09605761
AL172007,0.2779492
AL172008,-0.02235816
AL172010,-0.006123185
AL172011,-0.1412669
AL172012,0.09135012
AL172017,0.005492806
AL172019,-0.3376523
AL172020,-0.1430234
AL172021,0.2596208
AL172022,0.5225784
AL172023,0.1324772
AL172024,0.166751
AL181887,0.123536
AL181933,0.7834247
AL181967,0.03878552
AL181970,-0.2364841
AL181971,-0.3136358
AL181972,-0.6038499
AL181974,-0.5500525
AL181975,-0.2402019
AL181976,-0.04123319
AL181978,-0.1380226
AL181979,-0.1377179
AL181980,-0.356136
AL181981,-0.08683288
AL181984,-0.3046322
AL181988,-0.3055745
AL181995,-0.006541282
AL182000,0.05557482
AL182003,0.2443894
AL182005,0.09605761
AL182010,-0.006123185
AL182011,-0.001869783
AL182012,0.09135012
AL182017,0.005492806
AL182019,-0.3376523
AL182020,-0.1430234
AL182021,0.2596208
AL182023,0.1324772
AL182024,0.2063122
AL191887,0.123536
AL191933,0.7834247
AL191967,-0.06192318
AL191969,-0.4282644
AL191970,-0.2364841
AL191971,-0.3136358
AL191972,-0.550753
AL191974,-0.5500525
AL191975,-0.2402019
AL191976,-0.09949531
AL191978,-0.1574539
AL191979,-0.1377179
AL191981,-0.08683288
AL191984,-0.3046322
AL191988,-0.187469
AL191995,-0.006541282
AL192000,0.05557482
AL192003,0.2443894
AL192005,0.09605761
AL192010,-0.006123185
AL192011,-0.1243511
AL192012,0.09135012
AL192017,0.2389104
AL192019,-0.3376523
AL192020,-0.1430234
AL192021,0.2596208
AL192023,0.2168815
AL192024,0.2063122
AL201933,0.4331533
AL201969,-0.4282644
AL201970,-0.2569078
AL201971,-0.1564537
AL201974,-0.3394151
AL201975,-0.2402019
AL201976,-0.09949531
AL201978,-0.1574539
AL201979,-0.07625245
AL201981,-0.1931746
AL201984,-0.1290393
AL201995,-0.006541282
AL202003,0.06460998
AL202005,-0.04370509
AL202010,-0.006123185
AL202011,-0.2363979
AL202019,-0.1268428
AL202020,-0.1430234
AL202021,0.2596208
AL202023,0.2168815
AL211967,-0.06192318
AL211969,-0.4282644
AL211970,-0.2569078
AL211971,-0.1564537
AL211975,-0.003688864
AL211976,-0.09949531
AL211978,-0.1574539
AL211981,-0.06630193
AL211995,-0.006541282
AL212003,0.06460998
AL212005,-0.04370509
AL212010,-0.006123185
AL212020,-0.1430234
AL212021,0.4397475
AL212023,0.2168815
AL221969,-0.4282644
AL221970,-0.2493566
AL221971,-0.165799
AL221975,-0.003688864
AL221978,-0.1574539
AL221981,-0.06630193
AL222005,-0.04370509
AL222020,-0.1430234
AL231967,-0.06192318
AL231969,-0.4282644
AL231970,-0.2493566
AL231975,-0.1217666
AL231978,-0.1574539
AL232005,-0.04370509
AL232020,-0.1430234
AL241967,-0.06192318
AL241969,-0.4328577
AL241978,-0.04571602
AL242005,-0.04370509
AL242020,-0.1430234
AL251967,-0.06192318
AL251969,-0.4328577
AL252005,-0.04370509
AL252020,0.03329511
AL261969,-0.4328577
AL262005,-0.04370509
AL262020,0.03329511
AL271967,-0.2681489
AL271969,-0.4328577
AL272005,-0.04370509
AL272020,0.03329511
AL281967,0.03878552
AL281969,-0.4328577
AL282005,-0.005498171
AL282020,0.03329511
AL291969,-0.3161995
AL292005,-0.005498171
AL292020,0.03329511
AL301969,-0.3475042
AL302005,-0.005498171
AL302020,-0.1720076
AL312005,0.2110061
AL312020,-0.1720076
