code,sst_minus_0_days,sst_minus_3_days,sst_minus_7_days,sst_minus_14_days
AL011975,296.5566101074219,296.2725524902344,295.7577819824219,294.95166015625
AL011976,300.227294921875,300.0539245605469,299.6466064453125,298.9829406738281
AL011977,300.88848876953125,300.8307800292969,300.6034851074219,299.57818603515625
AL011978,297.1697082519531,297.2635498046875,297.32025146484375,297.5171813964844
AL011979,301.32476806640625,301.3133239746094,301.3200378417969,301.317626953125
AL011980,301.10888671875,300.9061584472656,300.6177673339844,300.2882995605469
AL011981,298.3954772949219,298.5248718261719,298.7044982910156,299.032958984375
AL011982,300.419998550415,298.9399990081787,298.919998550415,298.9399990081787
AL011983,299.5399993896484,300.0999988555908,300.3200000762939,300.92999877929685
AL011984,298.2500003814697,299.0299991607666,298.97999992370603,298.9499992370605
AL011985,300.9499992370605,300.63999977111814,300.11999931335447,299.54999961853025
AL011986,299.51999893188474,299.0700000762939,298.58999862670896,298.42999877929685
AL011987,300.1600002288818,299.86999931335447,299.85999908447263,299.97999992370603
AL011988,301.65,301.5599998474121,302.5399993896484,301.74999847412107
AL011989,301.6899990081787,301.49999847412107,301.08000030517576,300.92999877929685
AL011990,300.7599987030029,301.15,301.419998550415,301.08999862670896
AL011991,301.5700000762939,301.58999862670896,300.49000015258787,301.15
AL011992,296.419998550415,297.5999988555908,296.919998550415,296.86999931335447
AL011993,300.72999992370603,300.419998550415,300.5700000762939,300.08000030517576
AL011994,302.88999977111814,302.76999893188474,302.49999847412107,302.15
AL011995,301.7899993896484,301.5299991607666,301.7799991607666,301.95999946594236
AL011996,300.54999961853025,300.49000015258787,300.95999946594236,299.92999877929685
AL011997,298.4,298.919998550415,299.10999908447263,298.38999977111814
AL011998,298.9499992370605,299.63999977111814,299.11999931335447,299.79999961853025
AL011999,298.49000015258787,298.5999988555908,298.7799991607666,298.2799991607666
AL012000,300.5299991607666,300.4100002288818,300.9399990081787,301.4399990081787
AL012001,299.79999961853025,300.08000030517576,300.04999961853025,298.919998550415
AL012002,298.92999877929685,299.4399990081787,299.5099987030029,299.0999988555908
AL012003,295.0599998474121,295.5000003814697,295.45999946594236,294.60999908447263
AL012004,300.9100002288818,301.3499988555908,301.95999946594236,301.919998550415
AL012005,300.9100002288818,301.65,302.5299991607666,302.67999877929685
AL012006,301.9499992370605,302.3799995422363,301.83999862670896,301.4
AL012007,298.3200000762939,298.47999992370603,297.9399990081787,295.79999961853025
AL012008,299.97999992370603,301.0700000762939,301.60999908447263,301.24000015258787
AL012009,297.0599998474121,297.1899990081787,297.6600002288818,297.419998550415
AL012010,302.45999946594236,302.49000015258787,302.29999961853025,302.51999893188474
AL012011,301.9100002288818,301.83000030517576,301.8799995422363,301.9499992370605
AL012012,298.74000015258787,299.01999893188474,299.419998550415,299.4499992370605
AL012013,299.45999946594236,300.4100002288818,300.3499988555908,300.4
AL012014,302.0599998474121,301.88999977111814,302.0399993896484,301.01999893188474
AL012015,299.24000015258787,299.22999992370603,300.49000015258787,299.99999847412107
AL012016,298.7599987030029,299.26999893188474,299.5599998474121,299.24999847412107
AL012017,291.1999992370605,290.95999946594236,291.0399993896484,290.74000015258787
AL012018,301.61999931335447,301.86999931335447,301.8200000762939,301.79999961853025
AL012019,297.9,297.5700000762939,297.9,297.7599987030029
AL012020,298.74000015258787,298.0999988555908,298.20999946594236,297.8200000762939
AL012021,296.74000015258787,297.0999988555908,297.6299995422363,296.58000030517576
AL012022,,,,
AL012023,293.8499988555908,294.2599987030029,294.9499992370605,294.6899990081787
AL012024,303.49000015258787,303.3299983978271,302.99999847412107,303.04999961853025
AL021851,301.3392333984375,300.4635314941406,302.12823486328125,300.56365966796875
AL021852,301.75701904296875,301.7898864746094,301.7938232421875,301.58892822265625
AL021853,301.3987121582031,301.2690124511719,301.1842956542969,301.1037292480469
AL021854,299.9839172363281,300.11981201171875,300.0926818847656,299.7347412109375
AL021855,293.7123107910156,293.823974609375,293.5976867675781,292.78106689453125
AL021856,300.4841613769531,300.50885009765625,300.5338439941406,300.33148193359375
AL021857,300.9467468261719,300.97332763671875,301.16741943359375,301.5976257324219
AL021858,291.6142578125,291.6632080078125,291.5487060546875,291.2940368652344
AL021859,298.0713195800781,298.28564453125,298.3523254394531,298.6619873046875
AL021860,300.95819091796875,301.0826416015625,301.20703125,301.1684265136719
AL021861,301.54620361328125,301.6061096191406,301.4945373535156,301.2519836425781
AL021862,300.9656982421875,301.025634765625,300.9137268066406,300.62615966796875
AL021863,299.3210754394531,299.5170593261719,299.46807861328125,299.9243469238281
AL021864,302.2162780761719,302.07562255859375,301.90673828125,301.5050964355469
AL021865,300.9540710449219,301.1238708496094,300.9270935058594,300.46392822265625
AL021866,301.31280517578125,301.2089538574219,301.1322937011719,300.9949951171875
AL021867,300.4300537109375,300.3593444824219,300.2634582519531,300.1257019042969
AL021868,302.2059326171875,302.3109130859375,302.3921813964844,302.7054748535156
AL021869,302.3127746582031,302.2911682128906,302.2225036621094,302.2472839355469
AL021870,300.8810729980469,300.9046325683594,300.7625732421875,300.55059814453125
AL021871,300.36651611328125,299.9784240722656,299.6926574707031,299.50384521484375
AL021872,299.6655578613281,299.68402099609375,299.5656433105469,299.34283447265625
AL021873,300.2655334472656,300.1826477050781,299.8171081542969,299.49560546875
AL021874,300.3356018066406,300.25860595703125,300.1474609375,300.0433044433594
AL021875,300.0726013183594,300.0678405761719,300.0474548339844,299.95050048828125
AL021876,301.3558044433594,301.4176940917969,301.46600341796875,301.51763916015625
AL021877,303.129638671875,303.1920471191406,303.2064208984375,303.1964111328125
AL021878,302.015625,302.0118103027344,302.1043395996094,301.8866271972656
AL021879,300.6147155761719,300.58282470703125,300.55389404296875,300.48876953125
AL021880,301.3016052246094,301.33331298828125,301.3110656738281,301.2235412597656
AL021881,303.43035888671875,303.43701171875,303.3404846191406,303.18792724609375
AL021882,301.6905517578125,301.7062683105469,301.7439880371094,301.4513854980469
AL021883,300.9347839355469,300.99371337890625,300.98114013671875,300.8072204589844
AL021884,300.54449462890625,300.58148193359375,300.570068359375,300.45269775390625
AL021885,301.3815612792969,301.3125915527344,301.1679382324219,300.9556579589844
AL021886,302.18011474609375,302.194091796875,302.2674865722656,301.9301452636719
AL021887,299.9389953613281,299.9425048828125,299.9248046875,299.5094909667969
AL021888,302.717529296875,302.60406494140625,302.27960205078125,301.4787902832031
AL021889,301.8029479980469,301.79473876953125,301.9540710449219,301.6304931640625
AL021890,301.0995178222656,301.07684326171875,300.9922790527344,300.8453063964844
AL021891,300.3470153808594,300.24267578125,300.0538330078125,299.9305725097656
AL021892,300.5731201171875,300.5040283203125,300.5145263671875,300.2843933105469
AL021893,301.0133972167969,301.061767578125,301.0077209472656,301.07562255859375
AL021894,302.3370056152344,302.27557373046875,302.27093505859375,302.37127685546875
AL021895,301.2930603027344,301.2879638671875,301.1948547363281,300.89935302734375
AL021896,301.8992919921875,301.93548583984375,301.8746337890625,301.7528076171875
AL021897,302.1781005859375,302.3416748046875,302.5531005859375,302.8211669921875
AL021898,302.2528991699219,302.35809326171875,302.367431640625,302.32427978515625
AL021899,301.2004699707031,301.091796875,301.0474853515625,300.91314697265625
AL021900,299.99420166015625,300.080322265625,299.8327331542969,299.8377685546875
AL021901,301.56048583984375,301.4977722167969,301.39935302734375,301.223876953125
AL021902,294.9334716796875,295.395751953125,296.0187683105469,294.3341064453125
AL021903,300.15460205078125,300.08416748046875,299.9686584472656,299.6346435546875
AL021904,300.79034423828125,300.7373352050781,300.6756591796875,300.58697509765625
AL021905,300.71649169921875,300.801025390625,300.8760070800781,300.8407897949219
AL021906,300.76373291015625,300.7158203125,300.69268798828125,300.6226806640625
AL021907,301.84375,302.0384826660156,302.18621826171875,302.3552551269531
AL021908,300.19140625,300.0226135253906,299.9137878417969,300.0229797363281
AL021909,301.067138671875,301.04541015625,301.07904052734375,300.9192199707031
AL021910,302.2530212402344,302.2650146484375,302.3398742675781,302.283203125
AL021911,302.99072265625,302.7418518066406,302.5803527832031,302.79742431640625
AL021912,301.2293701171875,301.10394287109375,301.0200500488281,300.9583435058594
AL021913,299.8917236328125,299.93414306640625,299.9244384765625,299.88629150390625
AL021915,300.3146667480469,300.13946533203125,299.98956298828125,299.7127990722656
AL021916,300.1656799316406,300.2155456542969,300.3013610839844,300.4079284667969
AL021917,299.9955749511719,299.94073486328125,299.7591857910156,299.5208435058594
AL021918,301.7048034667969,301.6297302246094,301.55133056640625,301.4614562988281
AL021919,301.5045166015625,301.449462890625,301.417236328125,301.3245849609375
AL021920,301.1855773925781,301.18408203125,301.1718444824219,300.9781494140625
AL021921,301.881103515625,301.8960266113281,301.8421325683594,301.9091491699219
AL021922,301.81103515625,301.6775817871094,301.6331481933594,301.52630615234375
AL021923,301.8993835449219,301.89239501953125,301.871337890625,301.76055908203125
AL021924,302.33514404296875,302.3056640625,301.9436340332031,301.6689147949219
AL021925,301.86248779296875,301.9761047363281,302.0130920410156,302.10894775390625
AL021926,299.9210510253906,299.73779296875,299.68597412109375,299.6470642089844
AL021927,300.4078063964844,300.20849609375,300.0887145996094,300.09716796875
AL021928,301.3396911621094,301.2821350097656,301.0966491699219,300.82745361328125
AL021929,301.212158203125,301.2326354980469,301.2117919921875,301.24786376953125
AL021930,300.15643310546875,299.97265625,299.7501220703125,299.6203918457031
AL021931,302.2336120605469,302.23699951171875,302.19708251953125,301.9098205566406
AL021932,301.1078186035156,301.2113037109375,301.2104187011719,301.02349853515625
AL021933,300.4761962890625,300.4382629394531,300.33343505859375,300.2229309082031
AL021934,301.6258239746094,301.3314208984375,301.1552429199219,301.4256286621094
AL021935,301.9397277832031,301.8452453613281,301.7674865722656,301.57147216796875
AL021936,300.9615173339844,300.7657470703125,300.5843505859375,300.89593505859375
AL021937,302.23907470703125,302.1082458496094,301.9736633300781,301.9094543457031
AL021938,301.1893615722656,301.20068359375,301.1504211425781,301.0374755859375
AL021939,301.5486755371094,301.44989013671875,301.3738708496094,301.2538757324219
AL021940,302.9776306152344,303.7416687011719,304.3227233886719,302.9190979003906
AL021941,302.827880859375,302.85394287109375,302.88232421875,303.2579345703125
AL021942,302.0198974609375,302.0140380859375,301.9925537109375,302.0815124511719
AL021943,301.5677490234375,301.46990966796875,301.44781494140625,301.2529296875
AL021944,301.2319641113281,301.1436462402344,301.1422119140625,301.1397705078125
AL021945,302.33392333984375,302.1485900878906,302.11138916015625,301.9827880859375
AL021946,301.18389892578125,301.1885070800781,301.31292724609375,301.01837158203125
AL021947,300.5369567871094,300.50726318359375,300.51837158203125,300.48541259765625
AL021948,302.65673828125,302.5624694824219,302.3359375,302.0871887207031
AL021949,301.3638610839844,301.30328369140625,301.2219543457031,301.09283447265625
AL021950,301.5272521972656,301.4587707519531,301.2409362792969,300.9613952636719
AL021951,294.66363525390625,294.45928955078125,294.3613586425781,294.4742126464844
AL021952,301.18377685546875,301.29937744140625,301.37188720703125,301.2628479003906
AL021953,303.0009460449219,304.12152099609375,304.3154602050781,302.5390625
AL021954,301.0352783203125,301.2060546875,304.0360412597656,300.9581298828125
AL021955,299.3387756347656,299.1978759765625,299.0311279296875,298.7292175292969
AL021956,301.73614501953125,301.64190673828125,301.446533203125,301.2760314941406
AL021957,302.10845947265625,302.0460510253906,302.1134338378906,302.2445373535156
AL021958,299.9134521484375,299.5221252441406,298.96148681640625,298.2611083984375
AL021959,302.0452575683594,302.1425476074219,301.8341979980469,301.2181091308594
AL021960,301.03546142578125,301.00732421875,300.84564208984375,300.72723388671875
AL021961,300.4434509277344,300.27044677734375,300.26214599609375,300.1005859375
AL021962,301.2257995605469,301.20465087890625,301.0396423339844,300.7274169921875
AL021963,301.3635559082031,301.25372314453125,301.147705078125,301.0589904785156
AL021964,299.2564697265625,299.23919677734375,299.11737060546875,299.05023193359375
AL021965,300.8453369140625,301.02398681640625,301.0155029296875,300.62255859375
AL021966,299.4499816894531,299.1211242675781,298.7961730957031,298.3841552734375
AL021968,302.335693359375,302.48541259765625,302.38629150390625,301.15924072265625
AL021970,301.962646484375,302.01934814453125,302.0267639160156,301.9615783691406
AL021971,302.3196716308594,302.4764404296875,302.1651916503906,302.1766052246094
AL021972,299.5992736816406,299.751953125,299.29119873046875,300.76263427734375
AL021973,297.4744567871094,297.3897705078125,297.0450744628906,297.28826904296875
AL021974,301.77410888671875,301.68450927734375,301.4020690917969,300.7688903808594
AL021975,302.0356140136719,302.1816101074219,302.151123046875,301.7604675292969
AL021976,300.81982421875,300.76123046875,300.6096496582031,300.123046875
AL021977,302.478271484375,302.4862060546875,302.4891357421875,302.19403076171875
AL021978,301.7756042480469,301.6512756347656,301.6329650878906,301.62054443359375
AL021979,300.5584716796875,300.63214111328125,300.562744140625,300.46221923828125
AL021980,303.38385009765625,303.3187255859375,303.1552429199219,302.98828125
AL021981,300.2291564941406,300.0933837890625,300.2826843261719,300.28314208984375
AL021982,300.669998550415,301.5099987030029,300.99000015258787,299.74000015258787
AL021983,299.24999847412107,299.5700000762939,299.2899993896484,299.7899993896484
AL021984,300.88999977111814,300.4100002288818,299.8799995422363,300.419998550415
AL021985,301.65,302.5399993896484,302.26999893188474,302.11999931335447
AL021986,301.4399990081787,301.5999988555908,301.88999977111814,301.4499992370605
AL021987,301.67999877929685,301.5700000762939,301.2199996948242,301.88999977111814
AL021988,,,,
AL021989,300.7799991607666,301.20999946594236,300.33999862670896,300.5299991607666
AL021990,301.0299991607666,301.6899990081787,300.13999977111814,301.4100002288818
AL021991,301.83999862670896,302.169998550415,302.67999877929685,302.26999893188474
AL021992,300.6999992370605,302.3799995422363,301.5099987030029,301.88999977111814
AL021993,300.92999877929685,301.04999961853025,302.29999961853025,301.6299995422363
AL021994,301.11999931335447,301.10999908447263,301.04999961853025,300.42999877929685
AL021995,298.26999893188474,298.6999992370605,298.169998550415,297.86999931335447
AL021996,300.45999946594236,300.88999977111814,300.0099987030029,299.49999847412107
AL021997,300.85999908447263,301.54999961853025,300.85999908447263,300.01999893188474
AL021998,301.1999992370605,301.669998550415,301.5099987030029,300.33999862670896
AL021999,301.4499992370605,302.22999992370603,301.4399990081787,301.2199996948242
AL022000,300.9,301.15,301.65,300.54999961853025
AL022001,300.22999992370603,299.9499992370605,300.1999992370605,299.6299995422363
AL022002,302.65,302.74000015258787,303.6999992370605,303.9399990081787
AL022003,299.8200000762939,298.7599987030029,299.97999992370603,298.4399990081787
AL022004,301.5700000762939,301.169998550415,301.42999877929685,300.1600002288818
AL022005,301.70999946594236,301.5700000762939,302.4,302.5999988555908
AL022006,301.10999908447263,298.9699996948242,298.7799991607666,299.5099987030029
AL022007,302.6600002288818,302.4399990081787,302.33999862670896,301.5299991607666
AL022008,299.8499988555908,299.45999946594236,298.669998550415,298.08999862670896
AL022009,301.61999931335447,301.1999992370605,302.11999931335447,300.15
AL022010,300.419998550415,300.7899993896484,300.92999877929685,301.1299995422363
AL022011,301.13999977111814,302.3499988555908,301.99999847412107,302.1899990081787
AL022012,298.6999992370605,298.13999977111814,297.8499988555908,297.72999992370603
AL022013,300.9399990081787,301.3200000762939,301.76999893188474,301.99000015258787
AL022014,301.26999893188474,300.8200000762939,301.54999961853025,300.74999847412107
AL022015,301.88999977111814,301.9100002288818,302.49000015258787,301.79999961853025
AL022016,299.38999977111814,299.60999908447263,299.33999862670896,298.86999931335447
AL022017,301.99999847412107,302.3299983978271,301.83000030517576,301.99000015258787
AL022018,299.86999931335447,299.60999908447263,299.669998550415,299.49999847412107
AL022019,302.9100002288818,303.08999862670896,303.0999988555908,302.669998550415
AL022020,300.24999847412107,301.20999946594236,300.669998550415,300.17999877929685
AL022021,300.36999931335447,300.4,300.51999893188474,300.26999893188474
AL022022,301.74000015258787,301.67999877929685,301.36999931335447,301.2899993896484
AL022023,300.36999931335447,300.5999988555908,301.65,301.22999992370603
AL022024,301.76999893188474,301.47999992370603,301.9499992370605,301.7799991607666
AL031851,301.0074462890625,300.9193420410156,300.8778381347656,300.781982421875
AL031852,300.65472412109375,300.64642333984375,300.37738037109375,299.9457092285156
AL031853,299.9009704589844,299.8946228027344,299.786376953125,299.6805725097656
AL031854,301.2546081542969,301.3864440917969,301.5669860839844,301.90264892578125
AL031855,301.39630126953125,301.4930725097656,301.558837890625,301.5843200683594
AL031856,301.016357421875,301.029052734375,301.0797424316406,301.1519470214844
AL031857,298.6418151855469,298.53466796875,298.4633483886719,298.8936767578125
AL031858,301.8940124511719,301.9034729003906,301.951171875,301.9908447265625
AL031859,301.16107177734375,301.2056884765625,301.02532958984375,300.8791809082031
AL031860,297.29180908203125,297.5005187988281,298.2368469238281,298.3358459472656
AL031861,299.24755859375,299.6383972167969,299.9505920410156,299.9286804199219
AL031862,300.65521240234375,300.6011047363281,300.40753173828125,300.2171936035156
AL031863,300.8991394042969,300.9408264160156,300.9527282714844,300.77423095703125
AL031864,300.8868713378906,300.86602783203125,300.8132019042969,300.59637451171875
AL031865,301.5831298828125,301.6094055175781,301.6308898925781,301.53570556640625
AL031866,300.55792236328125,300.5653076171875,300.5954284667969,300.6344299316406
AL031867,301.13848876953125,300.9576721191406,300.9099426269531,300.8912353515625
AL031868,301.96954345703125,302.124755859375,302.1609191894531,302.16143798828125
AL031869,299.0048522949219,298.9032897949219,298.54595947265625,298.1536560058594
AL031870,299.4078369140625,299.2539367675781,299.0469665527344,299.5303955078125
AL031871,301.33819580078125,301.3500671386719,301.2503356933594,301.06390380859375
AL031872,301.65875244140625,301.68701171875,301.7171325683594,301.6112060546875
AL031873,302.3779296875,302.5408020019531,302.6253967285156,302.7999267578125
AL031874,299.60205078125,299.536865234375,299.2821350097656,298.96875
AL031875,301.2362060546875,301.17352294921875,301.2726135253906,301.15997314453125
AL031876,301.3094177246094,301.3159484863281,301.4176940917969,301.49517822265625
AL031877,301.12750244140625,301.0973205566406,301.09234619140625,301.0502014160156
AL031878,299.2845458984375,299.3805236816406,299.48455810546875,299.3742980957031
AL031879,302.242431640625,302.2315673828125,302.14154052734375,302.08245849609375
AL031880,301.15777587890625,301.22149658203125,301.3745422363281,301.2958068847656
AL031881,299.5678405761719,299.5870056152344,299.3030090332031,298.9879455566406
AL031882,301.6456298828125,301.9643859863281,302.3385314941406,302.5186462402344
AL031883,301.9185485839844,301.9365234375,301.9886779785156,301.8937072753906
AL031884,301.7694091796875,301.9281311035156,302.0570068359375,302.27008056640625
AL031885,302.49005126953125,302.4912109375,302.45672607421875,302.5091857910156
AL031886,302.10986328125,302.0888977050781,302.0203857421875,301.86541748046875
AL031887,301.6894226074219,301.6976623535156,301.836181640625,301.846923828125
AL031888,301.64129638671875,301.6324462890625,301.5084533691406,301.60797119140625
AL031889,301.2511901855469,301.2142028808594,301.2079772949219,301.2117004394531
AL031890,300.0311279296875,300.0022888183594,300.102783203125,300.0458679199219
