code,sst_minus_0_days,sst_minus_3_days,sst_minus_7_days,sst_minus_14_days
AL031891,301.9883117675781,301.8975524902344,301.8780212402344,301.6719970703125
AL031892,300.2148132324219,300.2667236328125,300.3052062988281,300.30767822265625
AL031893,301.5695495605469,301.4949951171875,301.3510437011719,301.131103515625
AL031894,299.797119140625,299.7654113769531,299.6014709472656,299.416259765625
AL031895,301.6114501953125,301.71917724609375,301.8279724121094,301.812744140625
AL031896,301.9281921386719,301.9522705078125,301.9501647949219,301.78753662109375
AL031897,301.9184265136719,301.9610900878906,301.9584655761719,302.16241455078125
AL031898,296.64935302734375,297.3409729003906,297.27056884765625,296.8210754394531
AL031899,300.488037109375,300.5008544921875,300.3253173828125,300.2174072265625
AL031900,300.09649658203125,300.13116455078125,300.0063781738281,299.8658447265625
AL031901,301.39801025390625,301.4104919433594,301.2680358886719,301.1347351074219
AL031902,300.6374816894531,300.6065979003906,300.51507568359375,300.34710693359375
AL031903,301.93597412109375,302.022705078125,302.0213928222656,301.8032531738281
AL031904,301.7049560546875,301.6939697265625,301.67095947265625,301.480224609375
AL031905,301.915283203125,301.98602294921875,302.0901794433594,302.0995178222656
AL031906,300.6423034667969,300.7200012207031,300.47344970703125,300.2769470214844
AL031907,302.0352783203125,302.05853271484375,301.92999267578125,301.93804931640625
AL031908,301.2998352050781,301.3365478515625,301.17041015625,300.7525329589844
AL031909,300.8970031738281,300.68450927734375,300.6535949707031,300.9124755859375
AL031910,301.07916259765625,301.1242370605469,301.1175231933594,300.9432373046875
AL031911,301.4382629394531,301.51959228515625,301.4776306152344,301.42230224609375
AL031912,298.2414245605469,298.54217529296875,298.91546630859375,299.12799072265625
AL031913,300.2076416015625,300.19976806640625,300.1070251464844,300.2862243652344
AL031915,300.4586181640625,300.44921875,300.32891845703125,300.0721740722656
AL031916,300.3952331542969,300.2973937988281,300.2553405761719,300.2885437011719
AL031917,299.82232666015625,299.8281555175781,299.7664794921875,299.7641296386719
AL031918,300.10675048828125,300.2900390625,300.496337890625,300.56829833984375
AL031919,300.4169921875,300.4244384765625,300.2922668457031,299.8245849609375
AL031920,300.81292724609375,300.9730529785156,301.17626953125,301.4705505371094
AL031921,300.64654541015625,300.54486083984375,300.4934997558594,300.3876953125
AL031922,301.55255126953125,301.647705078125,301.73370361328125,301.8411865234375
AL031923,300.3192443847656,300.2115173339844,300.1883239746094,300.0273132324219
AL031924,301.38494873046875,301.3084716796875,301.29498291015625,301.21527099609375
AL031925,302.44677734375,302.4393615722656,302.4404296875,302.42938232421875
AL031926,301.0080261230469,300.9354248046875,300.9223937988281,300.8534240722656
AL031927,300.8996276855469,300.6847839355469,300.60418701171875,300.51708984375
AL031928,301.5242614746094,301.4261779785156,301.31817626953125,301.3121337890625
AL031929,300.47393798828125,300.53955078125,300.5584716796875,300.7405090332031
AL031930,301.6825256347656,301.76220703125,301.69732666015625,301.8294677734375
AL031931,302.0508728027344,302.0231628417969,301.9360046386719,301.78045654296875
AL031932,302.48919677734375,302.3743896484375,302.35662841796875,302.2077941894531
AL031933,301.31134033203125,301.3099060058594,301.2647399902344,301.2613830566406
AL031934,300.8281555175781,301.23712158203125,301.39752197265625,299.93658447265625
AL031935,302.0628967285156,301.9874572753906,301.87017822265625,301.8979187011719
AL031936,302.16607666015625,302.063232421875,301.86151123046875,301.5843505859375
AL031937,302.0994873046875,302.12451171875,302.0868835449219,301.96099853515625
AL031938,302.18048095703125,302.11297607421875,301.8445739746094,301.7074890136719
AL031939,301.4713439941406,301.5282287597656,301.5157775878906,301.2514953613281
AL031940,301.76788330078125,301.77508544921875,301.65087890625,301.5101013183594
AL031941,302.4386901855469,302.585205078125,302.7847900390625,302.9911804199219
AL031942,301.193115234375,301.1585388183594,301.17120361328125,301.1695556640625
AL031943,301.332763671875,301.38665771484375,301.2743835449219,301.04876708984375
AL031944,301.5726318359375,301.4818420410156,301.3697509765625,301.34771728515625
AL031945,301.7617492675781,301.6075744628906,301.5013732910156,301.6714172363281
AL031946,302.41314697265625,302.4001770019531,302.5046081542969,302.6326904296875
AL031947,301.108154296875,301.338623046875,301.2052917480469,301.5840148925781
AL031948,301.50335693359375,301.3944091796875,301.3684997558594,301.1605224609375
AL031949,301.6776428222656,301.715087890625,301.601318359375,301.1469421386719
AL031950,300.0459899902344,300.22723388671875,300.2024841308594,300.1432800292969
AL031951,301.2127990722656,301.2446594238281,301.1707458496094,300.9822998046875
AL031952,302.0335998535156,302.6136169433594,302.92938232421875,302.57110595703125
AL031953,302.0639343261719,302.08294677734375,301.9851989746094,301.89739990234375
AL031954,301.8034973144531,301.69232177734375,301.5601806640625,301.317138671875
AL031955,299.4940185546875,299.33203125,299.1728515625,298.9281311035156
AL031956,299.66644287109375,299.5740966796875,299.39599609375,299.340087890625
AL031957,302.7366638183594,302.7062683105469,302.72625732421875,302.7134094238281
AL031958,300.66156005859375,300.67596435546875,300.6327209472656,300.6786193847656
AL031959,301.4970703125,301.4077453613281,301.31024169921875,301.032958984375
AL031960,303.32879638671875,303.2354736328125,303.0213623046875,302.4881286621094
AL031961,301.3889465332031,301.531005859375,301.4666442871094,301.29925537109375
AL031962,300.5337219238281,300.5592956542969,300.532958984375,300.48272705078125
AL031963,302.3091125488281,302.3378601074219,302.2814025878906,302.1152648925781
AL031964,302.71478271484375,302.7115478515625,302.7862854003906,302.6721496582031
AL031965,301.15777587890625,301.0638122558594,300.9783020019531,300.88995361328125
AL031966,301.01953125,300.9450378417969,300.94677734375,300.78338623046875
AL031967,299.0626525878906,298.83941650390625,298.54443359375,297.8685302734375
AL031968,301.937255859375,302.0272521972656,302.2854309082031,301.944091796875
AL031969,302.9488830566406,302.9046630859375,302.84686279296875,302.6636047363281
AL031970,301.7116394042969,301.445068359375,301.16900634765625,300.5002746582031
AL031971,302.0519714355469,302.0321960449219,301.70623779296875,301.6087951660156
AL031972,298.84100341796875,298.8548278808594,298.77435302734375,298.4297180175781
AL031973,301.7420959472656,301.5375061035156,301.0850830078125,300.2970275878906
AL031974,294.8599548339844,294.6441650390625,294.5682067871094,294.506103515625
AL031975,299.3929138183594,299.3680114746094,299.56060791015625,299.78863525390625
AL031976,298.7009582519531,299.50433349609375,300.58624267578125,300.56048583984375
AL031977,302.835205078125,302.6763610839844,302.478271484375,302.41412353515625
AL031978,297.5017395019531,297.3018493652344,297.30718994140625,297.28167724609375
AL031979,300.5471496582031,300.50030517578125,300.4827575683594,300.49786376953125
AL031980,302.0602111816406,302.1124572753906,302.0738525390625,301.7890930175781
AL031981,300.6265869140625,300.6627502441406,300.44403076171875,300.289306640625
AL031982,299.35999908447263,300.9,299.8799995422363,299.24999847412107
AL031983,302.6999992370605,302.8299983978271,303.0299991607666,302.8799995422363
AL031984,300.5599998474121,300.2599987030029,297.86999931335447,299.5299991607666
AL031985,300.54999961853025,299.669998550415,300.3200000762939,299.9100002288818
AL031986,301.0299991607666,299.8799995422363,298.74000015258787,300.1299995422363
AL031987,302.08999862670896,302.76999893188474,303.47999992370603,302.22999992370603
AL031988,299.8499988555908,299.7799991607666,300.24000015258787,300.08999862670896
AL031989,298.33000030517576,298.3099998474121,298.0399993896484,298.83000030517576
AL031990,301.35999908447263,300.47999992370603,301.3099998474121,300.74000015258787
AL031991,301.86999931335447,302.169998550415,301.17999877929685,301.83000030517576
AL031992,300.6600002288818,300.99000015258787,301.3099998474121,301.3799995422363
AL031993,300.47999992370603,301.79999961853025,300.3099998474121,300.61999931335447
AL031994,301.49000015258787,301.5399993896484,301.35999908447263,301.70999946594236
AL031995,300.95999946594236,301.67999877929685,300.86999931335447,300.85999908447263
AL031996,301.169998550415,300.6899990081787,301.4699996948242,301.169998550415
AL031997,299.669998550415,300.4499992370605,298.83999862670896,300.0599998474121
AL031998,303.1999992370605,303.3099998474121,304.4,304.04999961853025
AL031999,302.17999877929685,301.9100002288818,301.97999992370603,301.70999946594236
AL032000,300.3200000762939,301.0099987030029,301.2799991607666,301.4699996948242
AL032001,301.08000030517576,302.58999862670896,302.3499988555908,302.6999992370605
AL032002,301.0099987030029,302.10999908447263,302.3499988555908,302.2799991607666
AL032003,,,,
AL032004,301.7799991607666,301.7199996948242,301.36999931335447,301.83999862670896
AL032005,301.8499988555908,302.3799995422363,301.0399993896484,302.5099987030029
AL032006,299.6600002288818,300.1899990081787,299.5700000762939,299.49000015258787
AL032007,299.5599998474121,300.1600002288818,300.419998550415,298.669998550415
AL032008,300.8099998474121,301.11999931335447,300.669998550415,300.11999931335447
AL032009,300.9,301.5700000762939,301.45999946594236,300.76999893188474
AL032010,302.0299991607666,301.95999946594236,301.97999992370603,302.5099987030029
AL032011,298.7899993896484,299.38999977111814,299.83000030517576,299.49999847412107
AL032012,298.2599987030029,298.58000030517576,297.70999946594236,298.13999977111814
AL032013,300.919998550415,301.1600002288818,300.0599998474121,301.99000015258787
AL032014,300.6999992370605,300.99999847412107,301.58000030517576,301.1299995422363
AL032015,299.6299995422363,300.24999847412107,299.11999931335447,299.6299995422363
AL032016,299.2899993896484,300.13999977111814,299.4699996948242,299.669998550415
AL032017,301.92999877929685,301.7799991607666,301.22999992370603,301.0700000762939
AL032018,300.65,300.61999931335447,300.92999877929685,300.08000030517576
AL032019,302.95999946594236,302.76999893188474,302.3200000762939,302.5099987030029
AL032020,302.92999877929685,303.01999893188474,303.1299995422363,303.0799983978271
AL032021,300.99999847412107,301.01999893188474,301.01999893188474,301.20999946594236
AL032022,301.22999992370603,301.3499988555908,301.13999977111814,301.1999992370605
AL032023,301.5399993896484,301.4100002288818,301.4100002288818,300.5700000762939
AL032024,302.99000015258787,303.01999893188474,303.2899993896484,303.2599987030029
AL041851,300.6614685058594,300.6171875,300.47698974609375,300.25848388671875
AL041852,301.6817626953125,301.7457580566406,301.7336120605469,301.64495849609375
AL041853,298.65692138671875,299.0545349121094,299.18707275390625,299.3029479980469
AL041854,301.86029052734375,301.9927978515625,301.9692687988281,302.16143798828125
AL041855,301.5863342285156,301.5601806640625,301.5211486816406,301.3872985839844
AL041856,302.4034118652344,302.21697998046875,302.32928466796875,302.5544128417969
AL041857,300.3518981933594,300.4320373535156,300.4722595214844,300.6147766113281
AL041858,299.69232177734375,299.7314758300781,299.817138671875,299.3669738769531
AL041859,298.25469970703125,298.5079040527344,298.9557189941406,299.03173828125
AL041860,301.279296875,301.8130187988281,302.04931640625,302.04833984375
AL041861,300.4443359375,300.3505554199219,300.2450866699219,300.1084899902344
AL041862,301.8174743652344,301.8639831542969,301.91680908203125,302.0040588378906
AL041863,300.4595947265625,300.40936279296875,300.7402648925781,301.17034912109375
AL041864,300.27178955078125,300.4068298339844,300.34454345703125,300.125732421875
AL041865,301.62164306640625,301.6365966796875,301.61199951171875,301.57525634765625
AL041866,299.8911437988281,300.03326416015625,300.10205078125,300.1703796386719
AL041867,299.9896240234375,299.8999938964844,299.6634826660156,299.2718811035156
AL041868,301.3070068359375,301.4075012207031,301.53924560546875,301.618408203125
AL041869,301.6742248535156,301.79058837890625,301.7520751953125,301.5152893066406
AL041870,300.86932373046875,301.0595397949219,301.1885681152344,301.3186340332031
AL041871,300.127685546875,300.15069580078125,300.23199462890625,300.161376953125
AL041872,300.26080322265625,300.2464294433594,300.12945556640625,300.0527648925781
AL041873,301.822998046875,301.86553955078125,302.0658264160156,302.0493469238281
AL041874,302.5460205078125,302.5999755859375,302.6118469238281,302.67529296875
AL041875,301.0377197265625,301.1751403808594,301.7872009277344,302.6694641113281
AL041876,301.55511474609375,301.6172180175781,301.7122802734375,301.82293701171875
AL041877,302.1376953125,302.211181640625,302.24212646484375,302.2064208984375
AL041878,302.7698669433594,302.6264343261719,302.56878662109375,302.64361572265625
AL041879,302.5889892578125,302.2110290527344,302.32159423828125,302.8206481933594
AL041880,301.34417724609375,301.2557373046875,301.2010192871094,301.0653381347656
AL041881,302.92584228515625,303.0621032714844,303.1811218261719,302.97259521484375
AL041882,300.8349609375,300.85589599609375,300.82061767578125,301.03851318359375
AL041883,299.6225280761719,299.9599609375,300.2294006347656,300.8797302246094
AL041884,301.7043151855469,301.6112976074219,301.59088134765625,301.5532531738281
AL041885,302.1032409667969,302.1141052246094,302.09967041015625,302.09906005859375
AL041886,302.2568359375,302.1129150390625,302.014404296875,302.0601806640625
AL041887,301.3284912109375,301.27264404296875,301.1579284667969,300.9345397949219
AL041888,301.66619873046875,301.6723327636719,301.71527099609375,301.8533020019531
AL041889,302.1023254394531,301.98760986328125,301.896240234375,301.86297607421875
AL041890,300.5984191894531,300.6624755859375,300.80389404296875,301.10198974609375
AL041891,301.5580139160156,301.54351806640625,301.517822265625,301.42266845703125
AL041892,301.0214538574219,301.12017822265625,301.2124938964844,301.20684814453125
AL041893,299.58056640625,299.5764465332031,299.5284423828125,299.4649658203125
AL041894,300.4475402832031,300.4941101074219,300.585693359375,300.406982421875
AL041895,301.430419921875,301.4059143066406,301.4817199707031,301.4615478515625
AL041896,302.3316650390625,302.3006591796875,302.2272644042969,301.92694091796875
AL041897,302.6335144042969,302.7021484375,302.8151550292969,302.78985595703125
AL041898,300.10418701171875,300.0732727050781,299.98504638671875,299.7229919433594
AL041899,301.1089172363281,301.0502624511719,301.1904296875,300.9227294921875
AL041900,302.6048278808594,302.55902099609375,302.6053161621094,302.58746337890625
AL041901,299.04156494140625,298.9658203125,299.0050964355469,298.69146728515625
AL041902,301.95458984375,302.0495300292969,302.1819763183594,302.6107177734375
AL041903,301.252197265625,301.2860107421875,301.3290710449219,301.2778625488281
AL041904,301.3824157714844,301.3294982910156,301.2867126464844,301.179931640625
AL041905,302.0825500488281,302.140625,302.2652893066406,302.3401794433594
AL041906,300.59112548828125,300.5423278808594,300.5583801269531,300.38623046875
AL041907,300.7962646484375,300.9107971191406,300.9852294921875,301.41741943359375
AL041908,302.0207214355469,302.9622802734375,303.19488525390625,301.59619140625
AL041909,300.6799011230469,300.5753173828125,300.5536804199219,300.5738525390625
AL041910,300.58453369140625,300.7064208984375,300.7981262207031,300.8211364746094
AL041911,301.12353515625,301.10601806640625,301.0779113769531,301.1195983886719
AL041912,301.9462585449219,302.1351318359375,302.36358642578125,302.26605224609375
AL041913,300.833251953125,300.9024963378906,300.8498229980469,300.7093811035156
AL041915,301.6331787109375,301.5933532714844,301.5741882324219,301.6115417480469
AL041916,300.81549072265625,300.8515625,300.72125244140625,300.5359191894531
AL041917,301.2110290527344,301.29071044921875,301.2919921875,301.1783142089844
AL041918,298.01641845703125,298.1949462890625,298.3744201660156,298.5091247558594
AL041919,301.162109375,301.23797607421875,301.20550537109375,301.06573486328125
AL041920,299.19268798828125,299.2377624511719,299.1855773925781,299.5343322753906
AL041921,301.2181701660156,301.2419128417969,301.2210388183594,301.2249755859375
AL041922,301.63824462890625,301.6425476074219,301.6150207519531,301.25830078125
AL041923,302.0494079589844,302.01922607421875,301.95196533203125,301.9961853027344
AL041924,300.735595703125,300.70269775390625,300.6715087890625,300.5130920410156
AL041925,300.7821044921875,300.88226318359375,301.1015319824219,301.35882568359375
AL041926,300.3465881347656,300.2969970703125,300.2033996582031,299.98828125
AL041927,301.23736572265625,301.13983154296875,300.94671630859375,300.7164306640625
AL041928,301.09368896484375,301.6669921875,301.33319091796875,300.86944580078125
AL041929,297.810302734375,298.0597229003906,298.2093200683594,298.3518981933594
AL041931,301.9286804199219,301.90606689453125,301.9443359375,301.8622741699219
AL041932,302.3240051269531,302.3424377441406,302.1369323730469,301.99237060546875
AL041933,300.7705383300781,300.6528625488281,300.5152587890625,300.207275390625
AL041934,301.3935546875,301.3108825683594,301.18817138671875,301.0923767089844
AL041935,302.56768798828125,302.5725402832031,302.57733154296875,302.55224609375
AL041936,302.6890563964844,302.8111572265625,302.82696533203125,302.5858154296875
AL041937,301.5557556152344,301.5683898925781,301.47576904296875,301.4242248535156
AL041938,301.103515625,301.09033203125,301.0562438964844,300.88336181640625
AL041939,302.15350341796875,302.16748046875,302.1667175292969,302.0934753417969
AL041940,302.132080078125,302.1324462890625,302.1370849609375,302.0259094238281
AL041941,302.26361083984375,302.2425231933594,302.2490234375,302.16461181640625
AL041942,301.4981994628906,301.495361328125,301.4630126953125,301.9266052246094
AL041943,300.6390686035156,300.531982421875,300.208740234375,300.82269287109375
AL041944,302.1604309082031,302.14569091796875,301.9925231933594,301.70245361328125
AL041945,301.99249267578125,301.941650390625,302.0583801269531,302.0338439941406
AL041946,302.6473388671875,302.6949462890625,302.80621337890625,302.7120056152344
AL041947,300.4592590332031,300.7175598144531,300.94647216796875,300.8845520019531
AL041948,301.4076843261719,301.43011474609375,301.4194030761719,301.28814697265625
AL041949,301.3682556152344,301.4079895019531,301.4150695800781,301.30328369140625
AL041950,301.4230041503906,301.4095458984375,301.3892822265625,301.20458984375
AL041951,300.9165954589844,300.8024597167969,300.69427490234375,300.4958801269531
AL041952,301.3355712890625,301.32977294921875,301.3261413574219,301.3205261230469
AL041953,301.2369689941406,301.1004638671875,300.9427795410156,300.8849792480469
AL041954,301.44659423828125,303.1151123046875,302.4248046875,301.7886047363281
AL041955,301.2263488769531,301.2252502441406,301.1065368652344,300.94403076171875
AL041956,302.2006530761719,302.27276611328125,302.4533996582031,302.3499450683594
AL041957,300.44830322265625,300.4241943359375,300.30084228515625,300.501953125
AL041958,302.6018981933594,302.5856628417969,302.51129150390625,302.3445129394531
AL041959,302.1063537597656,301.8194580078125,300.8294372558594,300.6021423339844
AL041960,302.3777160644531,302.3797302246094,302.396240234375,302.2928161621094
AL041961,301.1272888183594,301.04345703125,300.99322509765625,300.9073791503906
AL041962,300.86529541015625,300.9065246582031,300.96502685546875,301.0536804199219
AL041963,302.8781433105469,303.0658874511719,303.2966003417969,303.1689147949219
AL041964,300.0605163574219,300.0647888183594,300.20660400390625,300.15167236328125
AL041965,300.54095458984375,300.4362487792969,300.4314880371094,300.34124755859375
AL041966,298.40576171875,298.17822265625,297.89532470703125,297.5611572265625
AL041970,302.22381591796875,302.1991271972656,302.1419982910156,302.07489013671875
AL041971,300.836669921875,300.9250183105469,300.82513427734375,300.6700134277344
AL041972,301.88995361328125,301.8983154296875,301.7400817871094,301.1223449707031
AL041973,300.83538818359375,300.7324523925781,300.7420959472656,300.1100769042969
AL041974,302.04541015625,301.8322448730469,301.5574035644531,300.9760437011719
AL041975,301.28173828125,301.2124328613281,301.1705322265625,301.4788513183594
AL041976,300.2707824707031,299.993408203125,299.91180419921875,299.4544677734375
AL041977,301.194580078125,301.2698669433594,301.2851867675781,301.30328369140625
AL041978,301.1990966796875,301.5665588378906,301.634765625,301.7909240722656
AL041979,301.7118225097656,301.5592041015625,301.36505126953125,301.090576171875
AL041980,300.4551086425781,300.4239196777344,300.37445068359375,300.2588806152344
AL041981,301.0719909667969,301.2668151855469,301.0912170410156,300.5730285644531
AL041982,301.4699996948242,301.17999877929685,300.4100002288818,299.9699996948242
AL041983,300.919998550415,301.919998550415,302.169998550415,301.04999961853025
AL041984,300.7899993896484,300.5399993896484,299.6999992370605,299.6600002288818
AL041985,301.88999977111814,302.17999877929685,302.7799991607666,301.79999961853025
AL041986,302.04999961853025,302.72999992370603,302.33999862670896,302.47999992370603
AL041987,301.0700000762939,300.63999977111814,299.7899993896484,299.3799995422363
AL041988,301.60999908447263,302.0399993896484,302.70999946594236,302.22999992370603
AL041989,301.5999988555908,301.92999877929685,302.3799995422363,302.169998550415
AL041990,299.61999931335447,299.9499992370605,300.47999992370603,300.5299991607666
AL041991,299.4,299.1999992370605,298.669998550415,298.5000003814697
AL041992,300.24999847412107,300.33000030517576,300.1899990081787,299.86999931335447
AL041993,300.9399990081787,300.08000030517576,300.9399990081787,301.3499988555908
AL041994,300.36999931335447,300.79999961853025,301.29999961853025,299.63999977111814
AL041995,302.5299991607666,302.49000015258787,301.74000015258787,301.8799995422363
AL041996,301.24000015258787,301.24000015258787,301.49999847412107,301.6299995422363
AL041997,298.9,299.3499988555908,299.88999977111814,299.83999862670896
AL041998,301.74000015258787,300.669998550415,300.1999992370605,300.22999992370603
AL041999,299.669998550415,301.08999862670896,300.72999992370603,300.76999893188474
AL042000,301.35999908447263,300.54999961853025,301.3799995422363,300.919998550415
AL042001,300.6299995422363,300.2599987030029,299.8799995422363,301.33999862670896
AL042002,300.169998550415,300.24999847412107,300.51999893188474,300.58999862670896
AL042003,300.6899990081787,301.22999992370603,299.85999908447263,299.7799991607666
AL042004,299.6600002288818,300.4,299.49000015258787,300.13999977111814
AL042005,301.9100002288818,300.72999992370603,301.95999946594236,301.99000015258787
AL042006,300.83999862670896,300.60999908447263,300.919998550415,300.5399993896484
AL042007,300.45999946594236,300.35999908447263,300.65,299.95999946594236
AL042008,301.5599998474121,302.169998550415,301.5099987030029,301.38999977111814
AL042009,302.67999877929685,303.4699996948242,303.01999893188474,303.01999893188474
AL042010,301.0700000762939,300.99999847412107,301.11999931335447,300.7799991607666
AL042011,302.74000015258787,302.86999931335447,303.2799991607666,302.47999992370603
AL042012,300.51999893188474,301.2199996948242,301.5599998474121,300.49999847412107
AL042013,300.79999961853025,300.17999877929685,300.99000015258787,300.7799991607666
AL042014,302.08000030517576,302.29999961853025,301.419998550415,301.61999931335447
AL042015,301.1299995422363,301.8499988555908,300.919998550415,301.1999992370605
AL042016,302.4399990081787,302.67999877929685,302.08999862670896,301.5299991607666
AL042017,300.88999977111814,300.74999847412107,300.5700000762939,300.5099987030029
AL042018,296.24000015258787,296.0399993896484,295.6899990081787,296.7899993896484
AL042019,297.88999977111814,297.169998550415,298.11999931335447,300.04999961853025
AL042020,296.3099998474121,296.7599987030029,293.2799991607666,292.85999908447263
AL042021,300.0700000762939,299.85999908447263,299.169998550415,299.2199996948242
AL042023,301.10999908447263,301.08999862670896,300.5599998474121,300.3200000762939
AL042024,,,,
AL051851,300.1139831542969,300.1598205566406,300.12591552734375,300.31658935546875
AL051852,301.7827453613281,301.8508605957031,301.90155029296875,302.0817565917969
AL051853,301.2685852050781,301.4051513671875,301.6405029296875,301.9280090332031
AL051854,299.9688415527344,300.0966796875,300.3045654296875,300.5238037109375
AL051855,302.0000915527344,302.0475769042969,302.1070251464844,302.3091735839844
AL051856,301.8419494628906,301.746826171875,301.7044677734375,301.6470947265625
AL051858,301.4028625488281,301.4315490722656,301.58087158203125,301.6221618652344
AL051859,301.375,301.5296630859375,301.7357482910156,301.6310119628906
AL051860,301.7558288574219,301.852294921875,301.8542785644531,301.7493591308594
AL051861,300.92034912109375,300.9524841308594,300.8818054199219,300.82403564453125
AL051862,298.7825622558594,298.75701904296875,298.7384338378906,298.7981262207031
AL051863,300.7939758300781,300.7711486816406,300.80279541015625,300.8538513183594
AL051864,298.4087829589844,298.7149658203125,299.2104187011719,299.7362976074219
AL051865,302.56134033203125,302.4087829589844,303.076904296875,303.8435363769531
AL051866,297.4579162597656,297.61383056640625,297.63323974609375,298.1767272949219
AL051867,301.6193542480469,301.5260009765625,301.46124267578125,301.3861083984375
AL051869,302.2825622558594,302.5242004394531,302.56671142578125,302.6153869628906
AL051870,298.17913818359375,298.34759521484375,298.6662902832031,299.2665100097656
AL051871,300.8213195800781,300.79071044921875,300.9320983886719,300.891357421875
AL051872,301.1224365234375,301.36468505859375,301.5826721191406,301.73876953125
AL051873,301.34649658203125,301.4336853027344,301.46551513671875,301.45489501953125
AL051874,301.7203369140625,301.7867431640625,302.05914306640625,302.052734375
AL051875,301.64501953125,301.6783142089844,301.7568664550781,301.7615966796875
AL051876,301.29437255859375,301.2186279296875,301.2674865722656,302.1797790527344
AL051877,302.3978576660156,302.41265869140625,302.3871765136719,302.40350341796875
AL051878,302.2264404296875,302.2351989746094,302.2323913574219,302.1062927246094
AL051879,301.6988220214844,301.8153076171875,301.940185546875,302.07196044921875
AL051880,299.5184020996094,299.5563049316406,299.3554382324219,299.1714782714844
AL051881,302.041015625,302.1629943847656,302.394287109375,302.5747985839844
AL051882,300.326904296875,300.3974609375,300.4460144042969,300.628662109375
AL051885,301.25177001953125,301.2434387207031,301.24017333984375,301.1495056152344
AL051886,301.9385681152344,301.9361267089844,301.8396911621094,301.81195068359375
AL051887,300.85711669921875,300.8436279296875,300.8357849121094,300.6795654296875
AL051888,301.2564392089844,301.40130615234375,301.6654968261719,302.10504150390625
AL051889,300.0261535644531,299.9119873046875,299.8188781738281,299.62615966796875
AL051891,300.6864929199219,300.63897705078125,300.4758605957031,300.15802001953125
AL051892,300.6128845214844,300.5848693847656,300.5201721191406,300.57086181640625
AL051893,299.2430419921875,299.48895263671875,299.66595458984375,299.9274597167969
AL051894,301.07861328125,301.09429931640625,301.0841369628906,301.10076904296875
AL051895,300.97637939453125,300.99176025390625,301.04779052734375,301.14892578125
AL051896,300.6474914550781,300.6668701171875,300.8914794921875,301.63336181640625
AL051897,301.9256591796875,301.974365234375,302.031005859375,302.1460266113281
AL051898,301.6868591308594,301.68603515625,301.5917053222656,301.67254638671875
AL051899,300.5667419433594,300.38592529296875,300.20806884765625,299.9708557128906
AL051900,300.9051208496094,300.8687438964844,300.7099609375,300.4326477050781
AL051901,301.7001953125,301.578125,301.46734619140625,301.2544250488281
AL051902,301.3017578125,301.3169860839844,301.4232482910156,301.4948425292969
AL051903,301.5604553222656,301.6336364746094,301.814697265625,302.00408935546875
AL051904,298.9786376953125,299.0194396972656,299.06988525390625,299.38671875
AL051905,301.7756042480469,301.845458984375,301.828125,302.0359802246094
AL051906,300.2677917480469,300.1591491699219,300.1484680175781,300.2304992675781
AL051907,297.3616027832031,297.61431884765625,297.9342346191406,298.22528076171875
AL051908,300.70648193359375,300.88641357421875,301.0088195800781,300.7948913574219
AL051909,301.09600830078125,300.9967956542969,300.9161682128906,300.85565185546875
AL051910,301.595703125,301.69390869140625,301.8578796386719,301.6719970703125
AL051911,299.66595458984375,299.8428649902344,299.77996826171875,299.8599853515625
AL051912,300.89837646484375,301.1606140136719,301.3697204589844,301.73974609375
AL051913,290.5257263183594,290.7271728515625,290.82244873046875,290.9415283203125
AL051915,300.9560852050781,300.7420349121094,300.638671875,300.86163330078125
AL051916,302.05963134765625,302.16766357421875,302.17529296875,301.7655334472656
AL051918,300.7906494140625,300.8544006347656,300.9023132324219,301.104736328125
AL051919,297.0682067871094,297.3798522949219,297.7903747558594,298.1014404296875
AL051920,301.58917236328125,301.6981201171875,301.809326171875,301.9392395019531
AL051921,301.3458251953125,301.41705322265625,301.5420227050781,301.7305908203125
AL051922,301.42364501953125,301.4374694824219,301.4747009277344,301.4821472167969
AL051923,301.4393310546875,301.4967956542969,301.55169677734375,301.5619201660156
AL051924,302.569091796875,302.6795959472656,302.75921630859375,302.921630859375
AL051926,300.818115234375,301.0037841796875,301.3283996582031,301.5875549316406
AL051927,301.7669372558594,301.8434143066406,301.9373474121094,302.0592346191406
AL051928,300.6428527832031,300.8047180175781,300.9492492675781,300.75567626953125
AL051929,299.4385986328125,299.56329345703125,299.772216796875,300.2064208984375
AL051931,301.72528076171875,301.7591857910156,301.7860107421875,301.6934814453125
AL051932,299.42205810546875,299.5705261230469,299.7211608886719,299.840087890625
AL051933,301.2955627441406,301.2028503417969,301.09027099609375,300.8697509765625
AL051934,302.3577575683594,302.4072265625,302.4122009277344,302.5048522949219
AL051935,301.6378173828125,301.6385498046875,301.62969970703125,301.6507873535156
AL051936,301.8270568847656,301.79620361328125,301.8695373535156,301.8330383300781
AL051937,301.93011474609375,302.0922546386719,302.1166687011719,302.0990905761719
AL051938,301.5310974121094,301.42498779296875,301.2216491699219,300.97332763671875
AL051939,302.2272644042969,302.31585693359375,302.31072998046875,302.10174560546875
AL051940,300.883544921875,300.8954162597656,300.86724853515625,300.75372314453125
AL051941,302.27801513671875,302.37066650390625,302.4883728027344,302.403076171875
AL051942,302.0263366699219,302.0003662109375,302.00872802734375,302.1145935058594
AL051943,302.479248046875,302.49725341796875,302.63818359375,302.9074401855469
