code,mean_forward_speed_kmph
AL021930,21.29226485731906
AL021931,19.552302942772613
AL021932,18.964727782419253
AL021933,21.676526208544054
AL021934,30.128852541732034
AL021935,21.881720324519193
AL021936,14.237401422688421
AL021937,18.956460008901153
AL021938,32.02178816849271
AL021939,15.99675008697756
AL021940,10.43716057075582
AL021941,25.06719243878935
AL021942,20.43873855992805
AL021943,22.61337640133753
AL021944,32.42467822199312
AL021945,10.737985354593931
AL021946,23.163799925551984
AL021947,16.979731072888953
AL021948,10.774979181887897
AL021949,38.51850218390987
AL021950,16.958837350584773
AL021951,18.911614107761146
AL021952,24.925085127185923
AL021953,21.375003508015737
AL021954,19.207861589794586
AL021955,22.121257820457483
AL021956,18.04767936615296
AL021957,24.80733606684756
AL021958,36.76860498780605
AL021959,6.0432142635195785
AL021960,24.556554838996718
AL021961,28.18787631445365
AL021962,30.693554136375305
AL021963,25.904457648579996
AL021964,29.459588515990394
AL021965,31.91983346269216
AL021966,27.010075126455856
AL021968,23.105534211846788
AL021970,20.911644314767244
AL021971,17.55566819697213
AL021972,16.51866442823642
AL021973,22.963558444887834
AL021974,53.74801379855198
AL021975,21.691606951010026
AL021976,30.805301069365797
AL021977,23.251575462216053
AL021978,11.29158359348009
AL021979,22.31185646156849
AL021980,9.643745982323903
AL021981,15.808593750031983
AL021982,52.9825853446529
AL021983,27.594610185864138
AL021984,12.878514938644816
AL021985,16.428353779878158
AL021986,16.63115156726882
AL021987,22.292009641502574
AL021988,10.181808021581398
AL021989,7.856766120293727
AL021990,30.351300730811833
AL021991,6.208842972379218
AL021992,22.423674326963408
AL021993,13.154411938100944
AL021994,15.94801726959474
AL021995,21.508951869392796
AL021996,34.99107446375834
AL021997,20.08818183109214
AL021998,26.123606345173474
AL021999,19.61630775608044
AL022000,30.759478383751585
AL022001,30.823843933435654
AL022002,10.763504308907455
AL022003,31.13501504611283
AL022004,26.862324820609125
AL022005,13.156366266450055
AL022006,32.22455916160437
AL022007,29.525680836684614
AL022008,22.960346577331418
AL022009,22.22663755638171
AL022010,21.497055723637754
AL022011,17.127113966912102
AL022012,22.74607818374939
AL022013,15.922623832989752
AL022014,30.143922184161042
AL022015,19.701694037521673
AL022016,19.732028231373935
AL022017,36.55431936772959
AL022018,25.740107597029187
AL022019,11.28579007501403
AL022020,31.73801391535443
AL022021,39.64572934647268
AL022022,29.753124099688232
AL022023,10.85903702605677
AL022024,28.908691394417108
AL031851,
AL031852,18.153227932287212
AL031853,34.68699111937055
AL031854,28.416487946675144
AL031855,
AL031856,24.31195463443264
AL031857,0.0
AL031858,41.5124005285572
AL031859,20.25540726329552
AL031860,
AL031861,21.82979580895785
AL031862,21.165408827201702
AL031863,27.48324792694603
AL031864,26.256425282805825
AL031865,11.573764574330976
AL031866,28.259880858481267
AL031867,
AL031868,10.065034575849895
AL031869,17.050284133101453
AL031870,32.656526070739645
AL031871,11.83700925667468
AL031872,13.551479969117683
AL031873,37.37237184240215
AL031874,24.90637583272216
AL031875,21.72368590155968
AL031876,32.23575315365981
AL031877,19.59056703532358
AL031878,30.889043063109202
AL031879,23.02224775414358
AL031880,22.88262992763889
AL031881,19.146109089943682
AL031882,14.345137439518128
AL031883,18.264693084275486
AL031884,28.081193874191605
AL031885,26.2905053443876
AL031886,23.981502752826227
AL031887,18.20841389139945
AL031888,26.724134917585076
AL031889,12.024970154990934
AL031890,37.237352188157956
AL031891,18.521972177526905
AL031892,23.34805165075579
AL031893,27.77549678213888
AL031894,26.620897828956803
AL031895,22.352874916603763
AL031896,31.120739712783035
AL031897,32.63382129687215
AL031898,27.10066225785482
AL031899,17.67103155874877
AL031900,16.537492285603577
AL031901,20.0976637585234
AL031902,31.699237352879734
AL031903,13.484014489359865
AL031904,10.580119352078658
AL031905,15.476845755909709
AL031906,22.049198947307804
AL031907,41.085220308541935
AL031908,17.24981292564455
AL031909,14.87699809110274
AL031910,17.85227606379008
AL031911,13.655751833580872
AL031912,13.057911898302258
AL031913,21.177212676946922
AL031915,13.845534452019642
AL031916,20.831198697663357
AL031917,36.896223210760034
AL031918,19.58453105637884
AL031919,24.712847743663776
AL031920,11.049810303052432
AL031921,30.684730551013644
AL031922,9.909606922926018
AL031923,16.009332524172073
AL031924,24.67371262295032
AL031925,22.378052330434453
AL031926,18.870359047438807
AL031927,19.787554165351683
AL031928,17.820472948962983
AL031929,24.249766904524353
AL031930,6.996478551525055
AL031931,20.493683093878882
AL031932,22.25242919179261
AL031933,17.852677342939675
AL031934,22.732954473359154
AL031935,27.147874018795132
AL031936,13.08775126571759
AL031937,17.462226584950567
AL031938,35.88651406401224
AL031939,23.676931817180012
AL031940,16.007524753216657
AL031941,14.923534550768995
AL031942,17.722144355476313
AL031943,28.552804854150146
AL031944,27.278592622975033
AL031945,22.86261768402611
AL031946,24.891774075512682
AL031947,11.847861497668108
AL031948,28.886928266892404
AL031949,17.7559960376698
AL031950,19.61632621578055
AL031951,30.4310047214972
AL031952,30.236357995435316
AL031953,29.958638625851805
AL031954,21.065729121748223
AL031955,27.438137105866012
AL031956,28.723235587477998
AL031957,14.219856756080487
AL031958,34.45914928491375
AL031959,45.84814541130866
AL031960,29.797005233158796
AL031961,24.23635356113488
AL031962,20.74940971780173
AL031963,33.829705742372425
AL031964,15.594357722376076
AL031965,17.867444610372964
AL031966,26.33181524258826
AL031967,14.212816707064919
AL031968,35.996616887237295
AL031969,19.507549923027973
AL031970,25.031401585730734
AL031971,8.271235442178751
AL031972,13.317147234013204
AL031973,8.043590568994375
AL031974,33.09516405266268
AL031975,27.30117154786341
AL031976,49.49350765860401
AL031977,12.832584591671356
AL031978,37.19578407465137
AL031979,23.712601721790307
AL031980,26.391541305828927
AL031981,24.88399029724702
AL031982,20.766978178004674
AL031983,15.218836214007894
AL031984,40.98563587020759
AL031985,32.270071918685645
AL031986,22.60837380810083
AL031987,10.392816930747532
AL031988,33.49076927391018
AL031989,25.43007789265444
AL031990,17.230234866829488
AL031991,24.69199691373799
AL031992,15.135880301118501
AL031993,30.753996136111247
AL031994,19.68992458247151
AL031995,30.076208813836935
AL031996,28.654668886566938
AL031997,45.19141614074073
AL031998,15.482215792969205
AL031999,10.311114964323501
AL032000,26.218396938319213
AL032001,13.098662255545236
AL032002,10.537883582913063
AL032003,22.47665380910255
AL032004,37.212020425436826
AL032005,26.324074749546053
AL032006,29.70860007417903
AL032007,40.69874866946783
AL032008,23.680914940467776
AL032009,39.70153309481113
AL032010,25.29500932656209
AL032011,45.49378481498292
AL032012,28.687471417403284
AL032013,46.511898891160286
AL032014,38.95718178060447
AL032015,25.518539177848318
AL032016,48.14957801649889
AL032017,26.56234410624311
AL032018,23.071076555406954
AL032019,23.26658595583255
AL032020,19.489340503452432
AL032021,31.800512061914546
AL032022,13.369928431424597
AL032023,29.27939315357199
AL032024,15.468055085788938
AL041851,29.025737021728503
AL041852,15.937305155653203
AL041853,36.61169393019236
AL041854,8.181201237819824
AL041855,23.701395398301468
AL041856,
AL041857,30.554811385876
AL041858,27.030268127824762
AL041859,53.69640943803173
AL041860,10.622321103822108
AL041861,
AL041862,
AL041863,29.001309639326763
AL041864,0.0
AL041865,23.857179619949445
AL041866,
AL041867,19.451629044325337
AL041868,20.794477732137214
AL041869,20.982845803674575
AL041870,34.53083178914699
AL041871,25.814676805144693
AL041872,27.774323905842326
AL041873,33.429012441156026
AL041874,10.474381069494862
AL041875,17.034885385978697
AL041876,22.349668027579764
AL041877,20.00315549181307
AL041878,26.035158795831485
AL041879,13.818459789388452
AL041880,16.10978585390085
AL041881,30.718788172943665
AL041882,20.939856121397646
AL041883,37.491467306509435
AL041884,10.903019238276155
AL041885,28.42951030351981
AL041886,29.719360134197544
AL041887,23.53321875849366
AL041888,19.15606303730931
AL041889,14.759672635693546
AL041890,18.921313773677376
AL041891,29.502313110261724
AL041892,26.336744449139037
AL041893,27.854008791535904
AL041894,19.900670085067638
AL041895,20.98281807173913
AL041896,26.236400427993075
AL041897,9.113020179887023
AL041898,23.92546713726389
AL041899,23.39287837077643
AL041900,17.072881251494458
AL041901,17.12415271730398
AL041902,21.466796242718683
AL041903,25.511309662973364
AL041904,10.940798109309362
AL041905,21.675332529445186
AL041906,27.453600141907614
AL041907,33.41202111700061
AL041908,8.380632714039457
AL041909,21.378137165806944
AL041910,26.210534729289087
AL041911,18.261002084655537
AL041912,9.502735724051956
AL041913,12.478379316158039
AL041915,22.130691262874603
AL041916,15.064842040886477
AL041917,19.415464940890576
AL041918,6.737908273628173
AL041919,16.372988995582922
AL041920,8.826334535971617
AL041921,19.843808863552844
AL041922,9.124694812103625
AL041923,36.23347160141214
AL041924,24.933200654767422
AL041925,17.128835520622175
AL041926,15.003591973755778
AL041927,25.52772638007227
AL041928,26.16782773111085
AL041929,19.40090912078096
AL041931,17.921871135999442
AL041932,24.19899823999989
AL041933,20.950236317097556
AL041934,23.17044158587173
AL041935,15.53409058495627
AL041936,23.58791832909429
AL041937,26.065093790647147
AL041938,21.97900763317369
AL041939,17.079234538158865
AL041940,17.032023302383756
AL041941,23.73957060087437
AL041942,13.158434075718404
AL041943,15.779084802703743
AL041944,23.035764019640673
AL041945,30.242158495296177
AL041946,37.38291559423361
AL041947,22.071536225572405
AL041948,19.83961545778141
AL041949,25.605885460311438
AL041950,22.03801088343245
AL041951,21.96133587978623
AL041952,27.47012902762296
AL041953,33.919089019177946
AL041954,15.63936323888066
AL041955,18.962146074177603
AL041956,37.564716573433074
AL041957,20.56685902788532
AL041958,22.44043587103767
AL041959,19.095385560561404
AL041960,33.427495668900605
AL041961,34.61568669232162
AL041962,23.81064388936701
AL041963,9.992476428921918
AL041964,23.543858190647807
AL041965,20.688730752614653
AL041966,11.036321614208953
AL041970,21.76015319303411
AL041971,38.58951546214144
AL041972,16.299026784652664
AL041973,24.529377964416735
AL041974,11.684374701641797
AL041975,27.260366575399427
AL041976,8.482113046443898
AL041977,31.33683064184223
AL041978,15.1908257473991
AL041979,21.56449814758302
AL041980,30.164592904007627
AL041981,21.414427620691193
AL041982,19.44468657283071
AL041983,19.36335478304453
AL041984,16.29663518345283
AL041985,20.80609766655806
AL041986,18.9636199114946
AL041987,32.77546044668286
AL041988,11.785441280115764
AL041989,18.83425074349119
AL041990,18.722918699177953
AL041991,19.934045978922867
AL041992,26.85334309719108
AL041993,23.06888638237246
AL041994,30.73742590169399
AL041995,12.376894388689099
AL041996,21.053086629110187
AL041997,19.654724232639538
AL041998,30.26376849531045
AL041999,21.076839715576156
AL042000,11.482375982811385
AL042001,31.74524924275646
AL042002,22.346466456098415
AL042003,25.135491046069422
AL042004,17.582417939575432
AL042005,19.778042307918998
AL042006,19.810564902259248
AL042007,32.356425368686615
AL042008,18.68246302537702
AL042009,22.06575556310008
AL042010,27.656564545901716
AL042011,20.371665295709853
AL042012,10.428843605288037
AL042013,24.91230982023886
AL042014,32.01907429213135
AL042015,19.912107258711906
AL042016,14.339425243459116
AL042017,32.233673234810226
AL042018,25.237796878210585
AL042019,16.317008500970648
AL042020,18.7031644070346
AL042021,26.971802156206845
AL042023,27.159410930701423
AL042024,24.914159472353244
AL051851,0.0
AL051852,32.52085189355841
AL051853,
AL051854,22.465956978944234
AL051855,13.516452294876554
AL051856,24.39162656024453
AL051858,21.052573257910847
AL051859,39.39588754682282
AL051860,23.064504778202274
AL051861,72.59285222380213
AL051862,22.060337281491893
AL051863,25.995707414017218
AL051864,30.048476897679624
AL051865,
AL051866,23.928956939684824
AL051867,
AL051869,10.349391690107938
AL051870,47.335097492536526
AL051871,22.19809709475857
AL051872,23.651125049801493
AL051873,18.535085938773815
AL051874,32.326198418018905
AL051875,26.34606001585109
AL051876,13.81458527621463
AL051877,17.785757915908892
AL051878,18.770228866997407
AL051879,22.46142362802073
AL051880,15.563236187405042
AL051881,18.96407776491448
AL051882,25.227007429382226
AL051885,16.25885161626216
AL051886,23.366598165798937
AL051887,18.394883434595343
AL051888,23.36114306910444
AL051889,24.906039515297827
AL051891,18.760622715333103
AL051892,17.973115715514734
AL051893,36.0818412352446
AL051894,22.395691252311664
AL051895,26.293050732011178
AL051896,23.47120459963207
AL051897,20.99090924854086
AL051898,16.203669304571736
AL051899,24.915114888657403
AL051900,25.029293195399237
AL051901,19.27959622312464
AL051902,22.932081514915453
AL051903,16.99999039225134
AL051904,33.65624059729975
AL051905,16.86308184179823
AL051906,17.14590616377255
AL051907,15.835154672367825
AL051908,18.698599536455326
AL051909,21.191011670927693
AL051910,15.425233055658897
AL051911,12.926132631261263
AL051912,14.258793385811114
AL051913,11.553739594322256
AL051915,25.809961440897002
AL051916,10.653143310103705
AL051918,22.775887982039244
AL051919,16.813364223272472
AL051920,16.373736091542263
AL051921,29.487898829696015
AL051922,14.038053996573442
AL051923,24.647512359033918
AL051924,26.27985364578499
AL051926,9.833841906030125
AL051927,26.400083875311225
AL051928,40.521131629364845
AL051929,26.968018558277038
AL051931,16.737300137401522
AL051932,15.000650563996972
AL051933,16.864095803660817
AL051934,10.4760003203327
AL051935,24.33661492220554
AL051936,14.14104343722483
AL051937,34.77380081230919
AL051938,21.820695208687212
AL051939,26.949268914325863
AL051940,25.62741709484381
AL051941,26.2399147151423
AL051942,18.922109785622474
AL051943,38.58109208736931
AL051944,14.38085411307875
AL051945,10.310828598832039
AL051946,15.11662803988508
AL051947,12.984517420899913
AL051948,16.875480942413464
AL051949,21.723616956927692
AL051950,12.932727972354167
AL051951,26.34185263507671
AL051952,22.717759621344683
AL051953,15.668033618454198
AL051954,11.222630633983783
AL051955,19.743161618213925
AL051956,11.240880541379108
AL051957,23.472939168005226
AL051958,25.194218902397704
AL051959,11.730126318910346
AL051960,30.445548791320395
AL051961,22.65722001427033
AL051962,28.008689082054904
AL051963,22.60758106664958
AL051964,22.31795910815478
AL051965,11.693140924694363
AL051966,26.56329856776205
AL051968,33.50027762788113
AL051969,23.57869927035298
AL051970,29.408547815024985
AL051971,11.384955259828226
AL051972,12.80900803295581
AL051973,26.24419353278533
AL051974,32.20814549913675
AL051975,17.724316725868707
AL051976,29.654669378038477
AL051977,14.036343464826613
AL051978,13.247556763958892
AL051979,27.416370178985453
AL051980,39.38739892886093
AL051981,20.398561780628402
AL051982,13.737783289464017
AL051983,18.01048519497984
AL051984,36.9903459374523
AL051985,21.37620900667073
AL051986,21.561721198607465
AL051987,26.530986171737865
AL051988,62.84613563920959
AL051989,32.4514672098575
AL051990,23.68817213789897
AL051991,33.516129634798695
AL051992,12.994032749815705
AL051993,17.299044341328553
AL051994,14.59191812869548
AL051995,22.45778070563403
AL051996,23.189106013370615
AL051997,17.19848431432473
AL051998,36.08176527375287
AL051999,12.8018815915585
AL052000,14.820773402559665
AL052001,30.360453509404845
AL052002,10.116334243924815
AL052003,18.055609744999426
AL052004,39.88724714394884
AL052005,26.38838928038447
AL052006,25.784355088528535
AL052007,19.0212847953162
AL052008,16.077882328413555
AL052009,16.826993826574064
AL052010,12.354943623473586
AL052011,21.979732032237454
AL052012,25.820723182446116
AL052013,20.048351829695356
AL052014,18.00086569817615
AL052015,28.390919940757005
AL052016,21.45393821837011
AL052017,28.789965622550522
AL052018,37.13446499390464
AL052019,20.759991161820643
AL052020,49.5301592901976
AL052021,35.425112430456565
AL052022,16.931466045146053
AL052023,20.04300163472472
AL052024,30.615109174299654
AL061851,19.07146534908172
AL061853,16.630396060315853
AL061856,5.900036854741711
AL061858,23.225459157155775
AL061859,29.27358456240195
AL061860,16.33072999447295
AL061861,28.40261118003303
AL061862,0.7017154080240249
AL061863,26.688048587294638
AL061865,
AL061866,28.788795529642528
AL061867,17.74028179152485
AL061869,46.924380571496904
AL061870,11.697688165720459
AL061871,18.44746408382791
AL061874,29.8340825007956
AL061875,24.437989220459293
AL061877,24.83298729606491
AL061878,17.598028314512124
AL061879,24.089953900705176
AL061880,29.44689589580155
AL061881,22.83009537769236
AL061882,14.385581999529204
AL061885,10.002807557547065
AL061886,22.28325147235037
AL061887,33.12636808026474
AL061888,31.883251897819612
AL061889,23.32032443569059
AL061891,27.479997005199923
AL061892,13.706760371199035
AL061893,26.029791055289284
AL061894,16.454569879318214
AL061895,20.832183814719688
AL061896,17.849775964400212
AL061897,19.298251648259768
AL061898,14.246581815621761
AL061899,36.47610517003056
AL061900,33.78367535107018
AL061901,17.96744296971848
AL061903,41.00706386442053
AL061904,31.730802429672828
AL061906,14.274400391170797
AL061908,24.91663038700012
AL061909,23.6344207934989
AL061911,16.042523617402484
AL061912,14.727253962066102
AL061913,13.814256459377335
AL061915,22.50949791701672
AL061916,29.43332703408291
AL061918,20.450566299051033
AL061921,19.916222105957193
AL061923,26.90329089301583
AL061924,9.829034495829488
AL061926,11.68546279768381
AL061927,22.746918823907393
AL061928,26.330150636644674
AL061931,25.669014197963776
AL061932,24.657287776618972
AL061933,25.366933666349606
AL061934,18.508410073279578
AL061935,12.879664553583778
AL061936,29.36174880252916
AL061937,29.159045938712396
AL061938,29.084443120952148
AL061939,16.25057207794706
AL061940,19.447424788402824
AL061941,13.580192330693102
AL061942,17.636225660359617
AL061943,9.234806170240416
AL061944,22.803009018047373
AL061945,18.045989358762075
AL061946,24.11632741446201
AL061947,23.013694191549316
AL061948,34.83144397037681
AL061949,18.08618382889051
AL061950,23.98360309616813
AL061951,28.665963926983437
AL061952,25.655629416758902
AL061953,30.5798873460047
AL061954,21.649370593231314
AL061955,32.0190511319859
AL061956,13.010284288092524
AL061957,17.279846078455993
AL061958,20.308564123500837
AL061959,35.083390104467746
AL061960,15.100345786508175
AL061961,35.34171049350109
AL061962,28.080651206906737
AL061963,21.08611944820387
AL061964,25.459963850811732
AL061965,37.13057050124021
AL061966,30.11031475849079
AL061968,7.0904183921248105
AL061969,35.34932331857692
AL061971,19.502352926300293
AL061972,19.695548043510954
AL061973,23.081720288529034
AL061974,14.960402529851669
AL061975,11.51250175273762
AL061976,23.21328319579635
AL061977,16.132066894156832
AL061978,34.24840266603021
AL061979,23.689621310198426
AL061980,31.936738326231243
AL061981,26.764664770839655
AL061982,35.53738160170874
AL061983,14.979288095561301
AL061984,13.794780071619986
AL061985,24.2625645828259
AL061986,27.849568717380812
AL061987,22.811191777633805
AL061988,21.17508807640414
AL061989,22.079835820455187
AL061990,11.502342546400413
AL061991,19.75763901016486
AL061992,17.79891764342615
AL061993,15.602385433405953
AL061994,30.040213145251187
AL061995,10.602299632366607
AL061996,21.882515722270902
AL061997,23.377508793318434
AL061998,12.695259532867656
AL061999,15.015146338021498
AL062000,21.23338743160631
AL062001,24.270683156959898
AL062002,9.711853211554335
AL062003,36.16537969486548
AL062004,20.862633752198114
AL062005,19.0302747943836
AL062006,20.050480401392928
AL062007,27.791425890444877
AL062008,14.639695434036472
AL062009,24.372506216529747
AL062010,30.831368600481905
AL062011,33.35436001757256
AL062012,27.428504817626912
AL062013,16.629626787763204
AL062014,23.97250583521916
AL062015,17.91059983846032
AL062016,22.16770662579539
AL062017,16.802192768894407
AL062018,18.851474803399395
AL062019,15.927715421303835
AL062020,19.03291802306249
AL062021,22.905791871606993
AL062022,17.508668455247637
AL062023,13.376037486144572
AL062024,16.853724017422586
AL071853,
AL071859,13.9187047076205
AL071860,24.26049932886924
AL071861,
AL071863,7.51805710229213
AL071865,21.8921298123898
AL071866,46.85506599602281
AL071867,15.57716678767169
AL071869,24.796941462793026
AL071870,
AL071871,17.358388008640397
AL071874,13.009471684646838
AL071877,32.804886746715084
AL071878,17.22288603018802
AL071879,32.38822112605029
AL071880,44.15071951531212
AL071881,26.071369138677728
AL071885,22.048935696876054
AL071886,42.425189805416615
AL071887,28.444112226990352
AL071888,33.87784287986599
AL071889,23.851988603739173
AL071891,24.573482997007545
AL071892,17.892960746072365
AL071893,21.68956615871298
AL071894,26.416587455753966
AL071896,14.959896977006757
AL071898,24.953568077945217
AL071899,16.58097221318427
AL071900,30.125943564046043
AL071901,27.826852372507872
AL071903,21.29145852559981
AL071906,22.94827860530951
AL071908,10.939367398730878
AL071909,18.178857392431574
AL071912,7.817729439520176
AL071916,23.020333270505024
AL071921,14.827477386469324
AL071923,26.534400304608216
AL071924,26.28197967146817
AL071926,19.44158489406567
AL071927,15.860355938049592
AL071931,25.144395417453108
AL071932,23.420516419142626
AL071933,16.024185137734808
AL071934,25.960969283089465
AL071935,15.496508332699525
AL071936,11.938774138711356
AL071937,12.568160791901882
AL071938,17.395732098635406
AL071940,24.874109932951594
AL071942,13.87142318033755
AL071943,20.94937872828641
AL071944,33.71482752655671
AL071945,25.259346570726322
AL071946,23.742596693872432
AL071947,23.87491260546907
AL071948,23.65698036040092
AL071949,15.247202096449351
AL071950,30.050119137840202
AL071951,45.01300426609512
AL071952,10.846198841841748
AL071953,45.77552219432176
AL071954,55.76501225844633
AL071955,12.44685169836899
AL071956,21.76532875219691
AL071957,25.31225904040292
AL071958,24.57305331951778
AL071959,38.61883771672654
AL071960,16.771195300167147
AL071961,21.342544852902012
AL071962,15.063962811124593
AL071963,23.936020003434617
AL071964,25.61419085922412
AL071965,20.70016573982078
AL071966,19.83809486242284
AL071969,61.407716310264355
AL071970,27.750081795980655
AL071971,7.688378102044461
AL071972,40.093888169453365
AL071973,43.481941041179454
AL071974,41.115823086032975
AL071975,16.54999109673121
AL071976,21.06184852365011
AL071977,18.698176941641687
AL071978,33.6044147051391
AL071979,28.46776316816535
AL071980,29.167165842860975
AL071981,27.823893784921292
AL071982,25.376607497938583
AL071984,26.238843168745014
